"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_03972",101,45,43,64,67,77,46,86,44,64,82,115
"1617.00_03973",127,45,40,75,64,64,64,112,53,77,125,119
"1617.00_03974",24,60,32,31,39,38,26,42,27,45,28,24
"1617.00_03975",22,10,14,11,15,12,11,24,12,19,22,29
"1617.00_03976",140,153,94,122,120,113,93,146,92,107,93,86
"1617.00_03977",110,116,83,97,124,94,78,154,95,111,108,110
"1617.00_03978",62,39,46,51,85,48,49,104,57,87,64,68
"1617.00_03979",114,203,96,114,203,145,95,203,143,176,137,109
"1617.00_03980",1,7,3,2,6,0,2,7,3,2,2,0
"1617.00_03981",20,17,14,23,24,24,20,27,14,12,13,8
"1617.00_03982",7,7,6,4,11,7,1,8,4,12,6,7
"1617.00_03983",442,136,124,183,200,198,148,329,165,244,487,576
"1617.00_03984",589,260,226,356,383,363,282,517,297,391,611,606
"1617.00_03985",754,479,314,395,498,368,351,658,400,499,755,797
"1617.00_03986",2036,1136,598,817,1127,769,704,1401,798,1107,1862,2059
"1617.00_03987",702,241,227,334,371,317,294,574,292,421,711,760
"1617.00_03988",171,109,122,179,139,138,106,175,105,148,209,210
"1617.00_03989",1,4,1,3,3,2,1,6,1,4,3,3
"1617.00_03990",13,15,13,15,16,14,7,27,8,14,19,13
"1617.00_03991",13,10,7,16,7,11,6,7,12,7,12,12
"1617.00_03992",5,5,2,8,4,6,2,3,6,7,6,6
"1617.00_03993",1,1,0,4,0,4,1,0,1,2,2,1
"1617.00_03994",15,20,12,15,17,18,17,9,13,17,7,14
"1617.00_03995",6,5,7,12,12,10,5,10,4,5,7,12
"1617.00_03996",6,1,5,2,2,4,2,12,3,5,4,2
"1617.00_03997",1,1,0,1,1,0,2,4,0,0,3,2
"1617.00_03998",0,1,3,3,3,4,1,2,1,1,1,2
"1617.00_03999",70,59,38,18,73,81,38,74,47,62,23,21
"1617.00_04000",72,59,60,58,78,86,56,108,49,69,67,43
"1617.00_04001",17,6,14,35,17,11,6,27,9,13,32,25
"1617.00_04002",3000,1223,822,2039,1579,980,762,2404,1483,1755,4162,4105
"1617.00_04003",18,9,5,10,13,8,7,8,8,9,14,17
"1617.00_04004",104,56,65,76,101,90,70,123,64,100,132,134
"1617.00_04005",440,172,159,227,258,207,199,376,210,288,420,527
"1617.00_04006",568,450,316,451,519,447,332,680,379,502,574,621
"1617.00_04007",1381,1213,610,1055,1140,1268,821,1222,764,1086,1001,925
"1617.00_04008",382,224,215,340,373,329,245,509,269,369,454,465
"1617.00_04010",1256,662,564,826,877,644,557,1203,744,1030,1378,1570
"1617.00_04011",36,17,20,52,33,40,15,38,21,23,25,25
"1617.00_04012",69,59,35,51,79,54,40,77,45,51,53,56
"1617.00_04013",3186,3446,1967,3005,3581,2443,1940,4323,2577,3449,3604,3646
"1617.00_04014",167,157,80,116,136,128,81,190,101,151,119,119
"1617.00_04015",71,69,45,85,84,66,47,101,60,83,84,72
"1617.00_04016",241,338,231,430,420,218,162,437,266,418,461,414
"1617.00_04017",578,1332,639,993,1067,611,419,1120,681,941,956,864
"1617.00_04018",125,87,52,85,116,64,56,122,96,103,131,154
"1617.00_04019",237,73,95,154,150,124,127,213,140,182,371,457
"1617.00_04020",1360,802,528,1095,857,788,631,1204,624,869,2983,3152
"1617.00_04021",471,363,295,587,352,391,337,491,245,306,1075,990
"1617.00_04022",1569,2070,2163,2543,2922,3085,1990,3624,2181,2940,1714,1514
"1617.00_04023",1263,1183,991,1257,1729,1134,1010,1695,1109,1486,1347,1370
"1617.00_04024",111,55,59,73,99,53,57,109,65,90,136,146
"1617.00_04025",1396,759,661,1809,1072,792,699,1416,743,1085,2879,2908
"1617.00_04026",395,145,105,276,181,132,133,240,116,234,565,771
"1617.00_04027",251,177,109,151,181,158,114,239,134,173,271,245
"1617.00_04028",376,207,144,203,221,178,159,284,162,255,351,399
"1617.00_04029",49,11,21,26,35,30,25,57,25,31,57,54
"1617.00_04030",2622,1956,1891,2480,2797,2468,1953,4040,2417,3168,2926,2942
"1617.00_04031",1602401,407762,2783190,2971214,2820125,3408575,2339630,3395794,2026619,2065679,1706986,1827068
"1617.00_04032",112,16,119,195,173,178,156,250,113,145,204,164
"1617.00_04033",59,2,110,189,130,160,141,200,102,133,144,127
"1617.00_04034",282,202,134,228,190,181,122,247,180,222,317,304
"1617.00_04035",1126,2159,1645,2110,2143,1997,1164,2306,1576,1677,1166,1001
"1617.00_04036",26,13,7,20,14,16,10,25,21,21,13,27
"1617.00_04037",31,17,17,29,17,14,19,35,16,32,45,42
"1617.00_04038",3,8,0,1,1,1,2,0,5,3,5,2
"1617.00_04039",113,50,17,56,54,54,64,86,45,56,103,105
"1617.00_04040",90,41,30,61,78,44,47,76,32,59,105,122
"1617.00_04041",58,15,33,44,35,38,29,60,25,32,67,58
"1617.00_04042",38,41,36,32,56,66,32,67,42,62,40,36
"1617.00_04043",125,96,59,77,91,59,47,130,64,90,127,124
"1617.00_04044",193,62,67,181,140,112,85,235,136,162,340,289
"1617.00_04045",183,364,152,211,191,226,131,188,177,211,182,149
"1617.00_04046",198,75,49,84,127,103,80,169,91,137,187,219
"1617.00_04047",453,92,127,174,185,207,163,269,171,221,411,566
"1617.00_04048",966,266,220,375,414,411,293,581,359,492,1127,1134
"1617.00_04049",2064,1496,1262,2224,2051,1794,1366,2569,1605,1928,2365,2088
"1617.00_04050",7434,2985,1549,2746,3262,2351,1906,4823,3151,4713,6366,6898
"1617.00_04051",908,727,538,798,760,798,541,995,624,835,894,871
"1617.00_04052",343,239,222,378,297,341,228,419,212,317,436,482
"1617.00_04053",341,167,101,197,158,159,122,248,158,183,310,324
"1617.00_04054",364,82,95,148,159,137,120,272,137,210,356,402
"1617.00_04055",284,73,82,124,139,117,98,186,105,135,249,320
"1617.00_04056",191,48,53,74,71,62,46,100,61,110,194,195
"1617.00_04057",97,26,41,44,57,70,42,75,49,58,90,107
"1617.00_04058",166,63,69,103,110,92,75,136,64,98,174,224
"1617.00_04059",190,71,77,132,119,111,69,158,91,145,175,157
"1617.00_04060",163,53,55,104,81,72,42,129,85,110,130,168
"1617.00_04061",177,78,87,114,146,103,90,190,101,150,169,170
"1617.00_04062",139,69,69,108,106,104,72,148,93,123,167,191
"1617.00_04063",482,786,375,566,437,475,323,560,458,419,435,356
"1617.00_04064",521,250,438,459,655,607,586,926,640,746,436,491
"1617.00_04065",117,38,83,158,161,171,105,204,148,183,162,119
"1617.00_04067",6,0,25,16,23,28,16,33,11,19,19,14
"1617.00_04068",39,24,16,14,26,20,20,38,23,21,40,23
"1617.00_04069",15,9,10,5,6,5,3,8,6,12,15,14
"1617.00_04070",794,427,300,447,447,390,343,714,397,549,770,847
"1617.00_04071",852,303,240,404,433,383,304,634,348,536,748,855
"1617.00_04072",350,237,229,278,330,367,207,399,247,281,323,332
"1617.00_04073",245,119,137,208,211,169,157,274,147,189,285,296
"1617.00_04074",2129,1524,867,1553,1510,1412,1026,2147,1299,1809,2437,2434
"1617.00_04075",322,380,221,347,308,295,218,419,300,321,336,309
"1617.00_04076",9,8,4,13,7,10,5,14,5,10,14,7
"1617.00_04077",133,144,73,55,82,64,52,122,77,95,86,86
"1617.00_04078",195,52,85,103,118,150,96,155,86,135,167,210
"1617.00_04079",126,48,50,62,66,83,63,92,42,58,100,120
"1617.00_04080",116,39,45,52,71,67,64,111,61,71,102,127
"1617.00_04081",64,20,22,18,31,31,41,46,36,48,28,46
"1617.00_04082",168,44,58,104,114,95,87,154,92,117,182,192
"1617.00_04083",1346,1566,922,944,1485,1068,754,1632,1033,1402,913,842
"1617.00_04084",496,714,558,557,624,828,479,839,518,651,406,372
"1617.00_04085",20,28,17,22,31,23,18,29,20,27,27,26
"1617.00_04086",369,181,141,191,256,161,128,312,191,243,416,362
"1617.00_04087",12,14,8,10,14,10,5,21,13,10,6,7
"1617.00_04088",28,81,22,30,35,39,26,35,24,37,20,19
"1617.00_04089",135,52,57,78,107,83,72,145,94,143,191,151
"1617.00_04090",106,91,66,133,111,82,78,134,75,110,149,150
"1617.00_04091",406,271,178,211,300,220,163,426,234,338,320,339
"1617.00_04092",313,179,172,221,244,237,170,320,188,273,367,374
"1617.00_04093",134,34,35,71,69,63,33,114,48,82,144,169
"1617.00_04094",32,13,11,13,25,23,16,29,18,20,28,20
"1617.00_04095",341,208,254,354,316,363,233,456,248,349,439,375
"1617.00_04096",195,57,51,75,78,59,50,102,69,104,166,188
"1617.00_04097",42,11,20,26,29,18,22,43,19,44,41,62
"1617.00_04098",9,3,6,4,8,14,6,4,7,7,4,7
"1617.00_04099",440,223,231,70,381,320,246,455,273,382,131,118
"1617.00_04100",191,277,199,276,320,307,194,324,279,383,201,182
"1617.00_04101",123,276,152,234,231,261,162,282,198,274,138,153
"1617.00_04102",636,219,188,428,355,316,220,543,278,441,726,708
"1617.00_04103",1189,859,625,927,1080,704,596,1335,742,1062,1498,1632
"1617.00_04104",192,152,90,109,137,145,106,189,100,165,160,162
"1617.00_04105",378,176,149,253,254,199,143,345,212,260,407,449
"1617.00_04106",140,32,64,74,110,90,70,135,69,108,191,186
"1617.00_04107",723,572,337,497,627,455,343,756,491,630,813,751
"1617.00_04108",1915,2236,861,1135,1182,1669,1156,1439,955,1240,1170,1183
"1617.00_04109",648,243,166,216,309,257,296,433,266,390,453,559
"1617.00_04110",455,95,128,237,283,265,199,394,167,360,509,490
"1617.00_04111",163,31,28,61,75,52,54,86,59,78,125,114
"1617.00_04112",110,139,60,101,127,117,61,166,78,121,114,101
"1617.00_04113",573,209,249,306,382,347,252,541,248,366,517,560
"1617.00_04114",296,121,121,175,197,192,124,265,146,230,254,269
"1617.00_04115",94,12,26,43,55,55,46,58,29,49,79,81
"1617.00_04116",297,122,120,196,151,176,152,177,117,146,247,239
"1617.00_04117",629,246,186,258,297,283,204,452,267,378,703,704
"1617.00_04118",84,23,41,78,73,64,57,104,59,77,105,102
"1617.00_04119",226,118,128,201,152,152,121,246,129,195,224,212
"1617.00_04120",152,71,85,79,102,77,64,139,87,111,116,135
"1617.00_04121",354,57,298,307,403,386,255,491,329,343,242,227
"1617.00_04122",489,307,257,295,371,362,229,473,287,348,362,408
"1617.00_04123",730,259,248,406,529,286,306,771,413,540,849,892
"1617.00_04124",1711,744,699,1179,1056,1191,951,1649,935,1472,1426,1315
"1617.00_04125",107,8,5,721,16,48,39,15,12,14,1297,1317
"1617.00_04126",86,34,54,164,107,103,79,154,75,107,178,153
"1617.00_04127",19,14,15,24,32,23,19,34,16,25,25,26
"1617.00_04128",101,31,44,33,91,77,74,116,52,70,28,43
"1617.00_04129",391,336,158,197,286,189,111,353,187,309,459,464
"1617.00_04130",436,556,366,516,514,451,343,565,341,495,556,459
"1617.00_04131",80,131,66,107,93,125,68,104,85,108,57,57
"1617.00_04132",419,379,188,259,270,235,157,374,220,306,337,351
"1617.00_04133",8090,7535,10622,35485,12411,15048,9985,13884,9159,11277,20633,18449
"1617.00_04134",1128,611,542,874,953,779,569,1289,767,1137,1218,1267
"1617.00_04135",193,63,86,127,119,111,89,146,93,152,242,256
"1617.00_04136",309,218,182,256,296,238,181,327,199,252,329,318
"1617.00_04137",423,247,231,338,349,398,269,517,284,337,391,448
"1617.00_04138",418,264,240,387,464,362,299,601,348,443,433,444
"1617.00_04139",38,15,12,25,35,35,17,40,26,26,23,33
"1617.00_04140",21,2,9,4,18,15,13,19,4,13,13,17
"1617.00_04141",2390,2390,1325,2016,2292,1562,1321,2996,1823,2219,2610,2776
"1617.00_04142",521,540,361,306,492,375,270,593,391,483,387,394
"1617.00_04143",71,37,21,45,47,56,45,73,39,52,64,73
"1617.00_04144",20,17,19,16,15,18,9,17,19,16,8,15
"1617.00_04145",57,37,32,53,58,62,31,64,36,53,57,40
"1617.00_04146",1437,841,404,533,777,530,419,1190,672,865,1305,1283
"1617.00_04147",309,150,137,169,220,188,142,286,156,210,350,363
"1617.00_04148",482,459,298,379,386,293,224,504,329,373,419,461
"1617.00_04149",312,220,177,316,239,260,201,361,183,269,442,500
"1617.00_04150",704,586,288,327,412,327,268,623,401,491,439,475
"1617.00_04151",56,80,31,59,59,54,33,83,40,54,49,62
"1617.00_04152",56,59,43,49,65,35,37,67,51,54,59,57
"1617.00_04153",18,15,9,14,13,9,8,15,8,18,36,33
"1617.00_04154",577,338,219,208,432,335,213,548,307,474,639,723
"1617.00_04155",933,493,361,520,645,457,399,946,515,638,1495,1472
"1617.00_04156",963,562,624,922,909,766,701,1283,676,772,1836,1753
"1617.00_04157",55,34,31,51,55,43,31,73,31,70,82,93
"1617.00_04158",55,39,54,68,57,62,30,73,45,60,85,88
"1617.00_04159",1482,1577,1193,1256,2020,1198,1071,2368,1488,1710,1465,1595
"1617.00_04160",115,22,30,23,61,43,20,70,43,63,63,42
"1617.00_04161",217,81,26,22,58,43,28,92,55,80,58,81
"1617.00_04162",242,83,36,81,82,39,35,132,76,100,255,233
"1617.00_04163",43,14,10,21,34,16,22,52,19,25,42,61
"1617.00_04164",64,31,21,26,47,29,32,56,42,53,55,59
"1617.00_04165",104,83,66,67,111,98,65,135,97,122,72,74
"1617.00_04166",132,259,131,170,196,206,125,205,160,187,112,129
"1617.00_04167",21,20,10,12,16,12,13,25,14,12,23,21
"1617.00_04168",2839,3650,2587,2976,3648,3219,2196,4078,2945,3615,2306,2081
"1617.00_04169",109,34,48,74,87,74,45,79,68,83,129,132
"1617.00_04170",45,52,40,54,67,43,35,59,54,53,32,48
"1617.00_04171",1699,565,467,693,785,625,528,1128,624,868,1897,2019
"1617.00_04172",136,44,43,60,52,53,37,88,47,73,118,162
"1617.00_04173",783,304,272,440,442,374,309,593,338,468,824,802
"1617.00_04174",433,186,202,282,423,306,258,468,239,398,423,504
"1617.00_04175",408,192,247,412,362,334,277,563,320,429,438,475
"1617.00_04176",378,157,182,320,300,250,159,371,195,288,345,435
"1617.00_04177",81,79,54,66,71,56,36,85,57,87,84,78
"1617.00_04178",44,24,18,36,43,35,19,69,33,45,57,59
"1617.00_04179",27,17,7,14,19,14,16,22,10,18,18,23
"1617.00_04180",38,30,16,26,23,27,19,29,20,39,37,41
"1617.00_04181",30,50,31,41,41,31,28,53,37,38,31,21
"1617.00_04182",161,101,101,210,156,139,99,198,131,152,205,226
"1617.00_04183",5,2,18,39,20,43,19,33,14,21,27,22
"1617.00_04184",55,58,46,59,64,55,31,61,39,47,37,42
"1617.00_04185",13,14,6,14,25,15,13,22,18,20,13,11
"1617.00_04186",5015,5077,2518,2816,4216,3600,2583,5009,3455,4853,3272,3322
"1617.00_04187",3679,3395,1768,2153,2959,2712,1958,3603,2316,3636,2668,2562
"1617.00_04188",4491,3587,1997,2176,3298,3043,2253,4354,2900,4059,2828,2832
"1617.00_04189",24,14,5,4,15,8,9,14,9,16,15,16
"1617.00_04190",39,14,31,30,39,34,17,48,32,35,32,34
"1617.00_04191",71,47,34,36,49,46,27,62,31,60,88,60
"1617.00_04192",10,6,3,11,6,10,7,9,9,15,12,9
"1617.00_04193",30,22,10,33,30,29,14,46,20,46,28,42
"1617.00_04194",0,1,3,3,1,1,0,2,5,0,3,0
"1617.00_04195",4,0,3,1,2,5,4,8,4,8,2,1
"1617.00_04196",3,1,2,2,1,3,0,1,2,2,3,3
"1617.00_04199",5,0,1,3,1,3,1,3,5,1,0,0
"1617.00_04200",132,36,26,32,32,81,51,131,67,109,42,63
"1617.00_04201",42,18,7,24,29,25,18,56,30,35,32,43
"1617.00_04202",67,69,49,37,76,66,51,77,59,63,44,45
"1617.00_04203",187,242,173,337,258,194,129,262,201,234,294,285
"1617.00_04204",36208,31353,39871,70515,50512,71429,45150,61604,37373,52050,44464,42678
"1617.00_04205",114,103,68,167,121,91,100,144,109,132,162,168
"1617.00_04206",110,72,73,104,88,82,65,113,58,96,123,136
"1617.00_04207",1617,1922,1186,1624,1848,1511,1115,2046,1410,1685,1497,1470
"1617.00_04208",847,518,336,464,532,451,389,735,429,623,801,867
"1617.00_04209",276,317,315,366,397,424,268,521,273,420,314,285
"1617.00_04210",185,142,72,124,124,88,68,157,94,124,176,160
"1617.00_04211",692,677,468,1223,733,637,404,931,564,796,1248,1138
"1617.00_04212",1310,638,396,587,677,541,421,1064,624,879,1045,1034
"1617.00_04213",348,110,99,148,197,145,121,280,149,225,325,421
"1617.00_04214",287,133,107,167,143,145,82,226,139,151,270,272
"1617.00_04215",459,285,187,249,291,303,203,460,247,310,428,366
"1617.00_04216",126,24,31,78,66,59,48,118,70,102,143,151
"1617.00_04217",227,111,110,139,129,161,111,216,121,188,242,252
"1617.00_04218",123,60,32,58,61,61,39,73,54,74,126,134
"1617.00_04219",266,110,56,101,94,100,66,168,96,129,275,272
"1617.00_04220",472,270,128,240,208,178,136,293,170,257,488,567
"1617.00_04221",655,389,303,513,491,413,280,705,364,523,792,839
"1617.00_04222",2167,1178,682,1138,1189,962,759,1700,928,1330,2614,2572
"1617.00_04223",924,559,477,594,660,656,472,833,517,671,741,819
"1617.00_04224",338,248,167,251,219,248,153,326,206,209,379,415
"1617.00_04225",877,420,282,453,454,486,374,717,375,598,594,640
"1617.00_04226",569,153,133,215,205,223,169,382,199,301,425,404
"1617.00_04227",664,174,133,252,278,258,244,409,227,387,462,445
"1617.00_04228",9242,8621,4551,6020,7493,6244,4883,9898,5959,8125,6485,5794
"1617.00_04229",191,51,82,125,145,127,99,225,104,150,223,272
"1617.00_04230",1042,534,346,466,570,574,355,795,537,685,900,951
"1617.00_04231",363,190,175,186,285,290,192,330,196,254,267,334
"1617.00_04232",693,470,389,349,498,521,330,666,371,449,719,806
"1617.00_04233",537,187,141,211,237,283,162,336,232,264,461,521
"1617.00_04234",115,60,100,131,180,131,103,180,116,134,133,148
"1617.00_04235",74,12,30,43,51,52,34,63,52,74,55,71
"1617.00_04237",160,40,61,107,101,107,78,140,110,121,157,122
"1617.00_04238",265,24,118,160,174,163,101,272,169,211,258,280
"1617.00_04240",149,19,119,131,140,179,155,231,126,173,221,186
"1617.00_04242",185,134,69,92,137,103,77,186,109,142,172,146
"1617.00_04243",176,75,61,101,108,85,62,149,72,101,224,193
"1617.00_04244",196,96,88,132,145,144,87,157,103,136,222,206
"1617.00_04245",346,303,306,276,357,415,319,475,285,355,365,309
"1617.00_04246",643,376,263,515,497,340,233,654,391,510,739,753
"1617.00_04247",554,214,273,378,371,421,371,537,315,413,526,556
"1617.00_04248",1181,510,342,484,597,437,340,826,500,660,1458,1486
"1617.00_04249",92,140,101,101,119,146,106,126,90,114,109,73
"1617.00_04250",8,20,11,10,13,12,6,33,8,9,4,9
"1617.00_04251",3214,3614,2462,3761,3487,3629,2407,4576,3048,4013,3361,3114
"1617.00_04252",1640,1394,1072,1559,1707,1388,1092,2125,1380,1828,1546,1612
"1617.00_04253",146,69,37,74,113,49,56,135,75,122,118,167
"1617.00_04254",74,30,30,41,60,41,23,72,40,51,76,77
"1617.00_04255",499,485,257,393,452,356,263,551,329,502,492,549
"1617.00_04256",968,408,266,417,497,413,331,701,392,575,1060,1168
"1617.00_04257",292,133,126,151,175,153,110,244,142,211,206,188
"1617.00_04258",419,235,118,57,159,127,95,239,146,230,188,169
"1617.00_04259",33,138,61,34,76,68,44,101,64,83,18,19
"1617.00_04260",30,6,17,21,17,10,16,23,10,20,36,31
"1617.00_04261",143,51,125,110,154,135,94,191,93,126,135,120
"1617.00_04262",17,12,16,20,19,11,16,25,15,13,11,28
"1617.00_04263",9,4,7,11,8,11,4,11,10,11,6,7
"1617.00_04264",10,2,2,3,3,2,1,5,2,4,9,8
"1617.00_04265",312,111,312,63,378,617,337,417,267,278,41,37
"1617.00_04266",3,1,0,4,4,1,0,4,1,2,7,5
"1617.00_04268",4,1,2,2,1,3,1,1,0,7,6,7
"1617.00_04269",2,0,5,4,4,6,8,3,1,6,6,6
"1617.00_04270",1,0,2,3,2,1,2,1,1,2,1,2
"1617.00_04271",5,3,4,12,6,3,2,3,3,3,2,2
"1617.00_04272",10,2,17,9,10,13,12,13,10,8,9,4
"1617.00_04273",6,14,4,4,9,10,5,6,3,10,3,4
"1617.00_04274",3,0,0,2,0,1,2,2,1,0,2,3
"1617.00_04275",4,3,8,10,7,17,8,5,16,4,9,15
"1617.00_04276",17,6,4,16,11,8,9,16,6,4,23,19
"1617.00_04277",17,11,12,12,16,15,16,26,7,29,12,19
"1617.00_04278",6,0,3,5,2,0,5,3,2,3,4,1
"1617.00_04279",9,7,10,9,12,17,7,13,9,7,15,15
"1617.00_04280",10,3,6,17,7,8,8,17,9,12,9,16
"1617.00_04281",5,0,1,1,3,3,1,2,0,1,1,6
"1617.00_04282",5,2,5,1,3,6,5,8,4,4,3,10
"1617.00_04283",15842,6331,14383,21535,18073,21331,13470,24862,12674,15501,25815,22161
"1617.00_04284",40,15,15,41,29,28,21,38,35,33,36,37
"1617.00_04285",6,6,1,5,2,8,5,6,3,5,6,6
"1617.00_04286",4,0,2,1,3,1,2,3,5,0,4,4
"1617.00_04287",29,40,51,38,36,32,28,58,33,51,31,21
"1617.00_04288",46,54,44,83,65,59,43,70,43,78,69,60
"1617.00_04289",201,237,171,210,225,269,177,261,229,242,160,140
"1617.00_04290",166,194,155,238,181,238,149,207,159,186,135,151
"1617.00_04291",34,84,61,54,99,55,35,79,48,72,44,45
"1617.00_04292",3,4,8,12,19,9,3,15,8,10,9,8
"1617.00_04293",2,3,0,2,1,3,0,4,1,3,1,0
"1617.00_04294",2,2,2,3,3,2,1,4,1,4,3,4
"1617.00_04295",9,5,5,2,8,6,3,4,3,2,10,7
"1617.00_04296",3,6,0,2,1,3,1,4,1,2,4,1
"1617.00_04298",3,1,1,0,1,1,0,2,0,1,3,2
"1617.00_04299",5,3,5,0,7,5,3,8,2,7,1,2
"1617.00_04301",28,6,27,27,33,28,16,29,23,25,43,32
"1617.00_04302",2,4,0,0,0,3,4,3,1,3,1,1
"1617.00_04303",4,0,5,5,7,4,1,7,1,4,3,7
"1617.00_04304",22,17,9,15,19,16,11,34,17,28,23,25
"1617.00_04305",28,50,19,57,34,45,26,42,31,34,40,35
"1617.00_04306",5,17,11,12,15,5,8,16,9,16,10,12
"1617.00_04307",26,30,22,29,24,38,24,39,20,30,30,22
"1617.00_04308",11,7,11,13,9,16,7,7,9,9,15,21
"1617.00_04309",6,1,1,3,1,1,1,5,3,5,4,6
"1617.00_04310",1,0,1,0,3,0,0,0,2,2,2,1
"1617.00_04311",42,19,17,31,38,40,22,39,29,34,45,44
"1617.00_04312",1,5,4,6,4,3,3,4,3,10,1,7
"1617.00_04313",10,3,3,7,10,6,2,9,3,6,5,7
"1617.00_04314",3,1,0,1,1,0,2,2,1,0,0,1
"1617.00_04315",3,0,1,1,1,0,2,1,1,0,3,1
"1617.00_04317",0,1,0,5,1,11,3,0,3,2,2,3
"1617.00_04318",24,22,14,34,21,28,10,20,11,16,22,30
"1617.00_04319",592,966,695,432,770,812,532,872,515,728,405,345
"1617.00_04320",191,309,248,230,318,333,226,315,225,287,130,112
"1617.00_04321",852,1253,937,1004,1267,1270,776,1625,941,1227,871,773
"1617.00_04322",188,198,140,154,175,209,125,232,132,188,171,169
"1617.00_04323",73,38,32,59,56,55,45,61,38,74,91,75
"1617.00_04324",160,62,105,128,154,142,128,217,115,145,194,229
"1617.00_04325",21,3,9,22,27,37,14,28,31,32,32,40
"1617.00_04326",122,64,67,79,108,98,63,147,54,92,95,120
"1617.00_04327",30,8,28,24,45,36,31,53,35,31,25,28
"1617.00_04328",8,26,11,23,18,10,16,17,9,15,14,11
"1617.00_04329",27,44,16,23,27,31,17,32,31,32,12,19
"1617.00_04330",7504,9562,6224,8075,8113,11384,7002,9955,6803,8421,5821,5334
"1617.00_04331",520,200,387,488,561,575,417,737,438,586,571,478
"1617.00_04332",507,567,473,207,645,538,355,651,436,640,195,191
"1617.00_04333",7826,3997,3353,4736,5817,4958,3256,6936,4315,5821,6736,6406
"1617.00_04334",892,492,388,549,647,541,369,709,451,654,695,733
"1617.00_04335",18013,16120,9768,7399,13845,14673,9405,16339,11182,14096,8648,8448
"1617.00_04336",345,484,300,450,447,401,276,551,326,479,321,349
"1617.00_04337",100,101,49,70,86,86,59,79,68,74,69,72
"1617.00_04338",1571,3295,1582,1738,2126,1973,1254,2226,1601,2078,1114,1098
"1617.00_04339",1672,1977,1117,1599,1712,1680,1052,1996,1411,1866,1299,1198
"1617.00_04340",191,76,100,143,146,128,94,215,121,173,216,214
"1617.00_04341",502,383,253,416,376,404,298,517,278,403,526,546
"1617.00_04342",314,149,130,185,227,169,110,302,201,234,353,291
"1617.00_04343",277,124,144,235,268,184,168,319,213,246,286,248
"1617.00_04344",556,428,323,384,515,430,304,553,360,401,418,465
"1617.00_04345",2512,1277,774,1393,1286,1085,805,1880,1172,1558,2328,2438
"1617.00_04346",285,80,75,112,138,134,87,198,89,135,248,306
"1617.00_04347",31,12,3,15,16,19,13,22,15,18,19,21
"1617.00_04348",33,20,7,29,15,24,14,29,13,22,20,21
"1617.00_04349",48,38,32,29,54,41,28,66,36,67,31,47
"1617.00_04350",17,22,11,20,21,19,14,29,15,15,11,17
"1617.00_04351",17,21,8,7,16,19,6,26,6,23,14,7
"1617.00_04352",35,19,25,30,38,49,25,62,38,50,26,22
"1617.00_04353",74,127,60,46,81,105,81,99,54,107,44,34
"1617.00_04354",154,310,178,152,232,268,186,285,196,229,113,80
"1617.00_04355",119,259,146,162,204,201,140,218,136,184,95,73
"1617.00_04356",35,37,21,23,45,21,18,41,27,43,26,23
"1617.00_04357",63,20,24,43,39,39,32,56,31,33,76,64
"1617.00_04358",24,10,11,14,35,30,16,24,16,31,37,28
