"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_01457",162.25,155.96,131.17,121.55,142.15,175.15,176.2,108.84,87.1,61.01
"2351_01458",64.71,55.38,52.28,29.26,46.2,46.43,52.36,18.71,16.27,19.61
"2351_01459",37.66,37.29,33.94,54.02,43.83,22,22.15,29.76,29.67,56.65
"2351_01460",354.43,292.7,221.06,363.54,374.34,307.94,235.6,222.79,280.43,379.13
"2351_01461",35.73,27.12,33.02,40.52,41.46,24.44,24.16,27.21,21.06,34.86
"2351_01462",1115.45,850.98,847.55,861.01,856.47,975.13,797.43,856.29,858.51,850.87
"2351_01463",25.11,21.47,24.77,19.13,22.51,9.78,17.12,16.16,17.23,16.34
"2351_01464",2061.89,2333.69,1970.28,2229.62,2462.81,1517.69,1281.72,1846.09,1965.87,2026.4
"2351_01465",101.4,90.41,65.13,54.02,56.86,68.43,71.49,39.97,40.2,51.2
"2351_01466",2271.46,1808.19,1829.94,1453.02,1476.02,1930.72,1733.8,2076.53,2130.49,1897.84
"2351_01467",199.91,132.22,123.83,121.55,107.8,147.45,136.93,112.24,89.97,86.07
"2351_01468",350.57,1279.29,1229.13,3186.3,3397.46,391.85,409.79,1136.05,1090.13,935.85
"2351_01469",879.81,2453.48,2331.68,5464.31,5676.65,1007.72,1051.15,2223.64,2179.3,1934.88
"2351_01470",479.98,1283.81,1146.58,2315.16,2694.99,507.53,521.55,996.6,956.14,830.17
"2351_01471",70.5,92.67,78.88,103.55,77,64.36,55.38,49.32,48.81,66.46
"2351_01472",377.61,692.76,756.74,841.88,706.03,588.99,694.73,849.49,906.37,897.72
"2351_01473",573.66,934.61,975.97,1038.84,881.35,801.61,955.5,1125,1236.56,1097.09
"2351_01474",424.93,492.73,612.73,661.8,530.71,565.37,505.44,664.12,673.79,626.44
"2351_01475",818.96,1062.31,1172.26,1134.51,951.24,980.02,1051.15,1091.84,1129.37,1121.06
"2351_01476",898.16,888.27,730.14,1072.6,1149.07,606.1,634.32,471.09,456.53,455.39
"2351_01477",482.88,523.24,497.16,519.98,524.78,494.49,540.68,397.96,408.68,399.83
"2351_01478",43.46,23.73,19.26,24.76,20.14,37.47,19.13,27.21,21.06,20.7
"2351_01479",293.59,281.4,225.65,257.74,214.41,278.61,264.8,244.9,282.34,261.47
"2351_01480",11.59,21.47,23.85,21.38,20.14,22.81,33.23,27.21,32.54,29.42
"2351_01481",68.57,49.73,37.61,51.77,31.98,58.65,67.46,62.93,64.13,69.73
"2351_01482",18.35,24.86,15.59,28.14,29.62,17.11,25.17,27.21,19.14,34.86
"2351_01483",16.42,14.69,14.68,24.76,15.4,19.55,18.12,23.81,22.01,20.7
"2351_01484",187.36,177.43,256.83,218.35,203.75,207.74,161.1,256.8,286.17,270.19
"2351_01485",2118.87,1899.73,2723.35,1797.43,1486.69,2820.31,2386.24,4186.22,4924.24,4054.98
"2351_01486",388.24,323.21,227.48,234.1,220.34,246.02,213.45,219.39,183.76,184.12
"2351_01487",225.02,174.04,120.16,115.93,126.75,141.75,135.93,119.05,132.08,86.07
"2351_01488",320.63,222.63,198.13,180.08,184.8,283.5,265.81,195.58,176.11,205.91
"2351_01489",101852.78,47467.15,34099.18,27967.59,29803.62,43942.93,40235.85,33023.78,25718.05,28117.91
"2351_01490",406.58,345.82,360.48,312.89,245.21,347.04,337.3,470.24,454.62,458.66
"2351_01491",3618.7,9455.69,14721.12,18202.74,14881.08,7955.04,9351.65,10318.02,12463.27,11959.02
"2351_01492",4501.4,10046.74,16673.05,23563.5,17538.16,8863.37,10094.71,13978.73,17256.39,16270.02
"2351_01493",3791.57,8348.17,13643.34,22454.88,16319.2,6919.62,7978.3,13693.02,16484.01,15424.59
"2351_01494",3329.94,6259.72,9338.63,18341.18,12162.4,4858.56,5799.47,11350.33,13514.15,12423.13
"2351_01495",362.16,663.38,873.23,944.3,812.64,591.43,698.76,180.27,221.09,199.37
"2351_01496",651.89,1180.97,1529.99,1646.61,1524.59,1050.9,1089.41,524.66,614.45,606.83
"2351_01497",83.06,70.07,82.55,63.03,72.26,74.13,83.57,75.68,71.78,71.9
"2351_01498",2.9,12.43,4.59,2.25,3.55,6.52,7.05,8.5,5.74,8.72
"2351_01499",25.11,16.95,13.76,21.38,17.77,19.55,32.22,28.91,34.46,40.31
"2351_01500",66.64,42.94,51.37,43.89,33.17,60.28,49.34,64.63,46.9,68.64
"2351_01501",333.19,224.89,207.3,174.45,209.68,233.8,193.32,183.67,161.75,191.75
"2351_01502",165.14,128.83,136.67,141.81,155.18,136.05,147,119.9,105.28,116.57
"2351_01503",184.46,171.78,142.18,235.23,189.54,159.67,223.52,221.09,209.6,181.94
"2351_01504",710.8,914.26,998.9,1066.98,1104.06,949.88,878.98,1102.89,1139.9,1103.62
"2351_01505",448.11,369.55,461.38,552.62,460.81,428.5,414.82,732.99,619.24,629.71
"2351_01506",20.28,13.56,18.35,21.38,9.48,9.78,6.04,14.46,20.1,13.07
"2351_01507",6.76,3.39,6.42,6.75,3.55,4.89,9.06,4.25,9.57,9.81
"2351_01508",15.45,13.56,22.01,6.75,11.85,17.92,17.12,14.46,28.71,25.06
"2351_01509",25.11,24.86,26.6,33.77,26.06,35.84,27.19,40.82,55.51,39.22
"2351_01510",24.14,42.94,55.04,42.77,27.25,47.25,48.33,57.82,81.35,51.2
"2351_01511",37.66,30.51,35.77,34.89,35.54,43.99,37.25,41.67,64.13,63.19
"2351_01512",35.73,24.86,47.7,32.64,27.25,30.14,26.18,36.56,42.11,49.03
"2351_01513",1280.6,1388.91,1274.99,1402.38,1356.38,1232.56,1247.49,1095.24,1243.26,1307.35
"2351_01514",254.96,231.67,249.5,234.1,226.26,259.87,228.56,248.3,262.24,256.02
"2351_01515",1031.43,1045.36,1068.61,1001.7,946.5,1126.66,1164.93,1141.16,1173.4,1046.97
"2351_01516",337.05,297.22,310.03,311.76,349.46,367.41,361.46,306.12,340.73,262.56
"2351_01517",502.19,357.12,299.94,287,267.72,289.2,270.84,316.33,280.43,345.36
"2351_01518",63.74,51.99,56.87,31.51,40.28,52.14,60.41,60.37,38.28,40.31
"2351_01519",19.32,12.43,10.09,6.75,9.48,12.22,4.03,9.35,8.61,3.27
"2351_01520",1.93,7.91,12.84,5.63,10.66,10.59,4.03,10.2,27.76,13.07
"2351_01521",15.45,5.65,4.59,15.76,3.55,8.15,4.03,5.95,11.49,18.52
"2351_01522",19.32,25.99,19.26,22.51,11.85,12.22,14.1,24.66,21.06,22.88
"2351_01523",43.46,51.99,53.2,47.27,35.54,54.58,39.27,63.78,57.43,63.19
"2351_01524",1870.67,1966.4,1925.33,2149.71,1965.27,2106.68,2198.97,2203.23,2165.9,2079.78
"2351_01525",1944.07,1700.83,1233.72,1052.34,1131.3,1364.54,1337.1,1093.54,1064.29,1244.16
"2351_01526",41.53,21.47,13.76,28.14,14.22,22.81,23.16,20.41,16.27,21.79
"2351_01527",1413.87,1446.55,1518.98,1530.68,1459.44,1321.36,1430.74,1587.58,1583.03,1500.19
"2351_01528",1051.71,1232.96,1416.25,1379.87,1397.84,1227.67,1214.26,1329.93,1405.97,1453.34
"2351_01529",1275.77,1310.94,1351.13,1250.43,1344.53,1379.2,1276.69,1394.56,1410.76,1444.63
"2351_01530",171.91,162.74,151.35,266.74,222.71,163.74,173.18,192.18,190.46,186.3
"2351_01531",2428.88,2481.74,2501.37,3177.29,3040.9,1955.97,2187.89,2301.02,2018.51,2272.62
"2351_01532",5234.41,6534.33,7243.61,6756.39,7195.33,6387.66,6558.64,5764.45,6532.16,6667.5
"2351_01533",9444.15,7520.93,6239.21,6795.78,7652.58,6578.28,5283.96,5590.98,5216.16,6318.88
"2351_01534",3087.53,3545.18,3843.32,4239.76,4207.74,2925.4,3225.96,2925.17,2958.37,3269.47
"2351_01535",7625.63,5613.29,5945.69,4678.71,4610.5,6918.81,4947.67,8619.04,8332.45,8785.42
"2351_01536",3545.3,3959.93,5942.02,4048.43,3459.06,2462.68,1911.01,13709.17,8492.29,8339.83
"2351_01537",1169.53,1039.71,983.3,1086.11,990.33,1169.83,1220.31,1352.04,1435.64,1379.26
"2351_01538",640.3,844.2,873.23,830.62,817.38,712,659.49,729.59,765.67,794.22
"2351_01539",739.77,884.88,864.98,952.17,1029.43,875.75,887.04,850.34,963.79,929.31
"2351_01540",6404.91,4828.99,3651.62,2981.45,3153.43,4493.6,3621.65,5314.62,5334.84,6079.19
"2351_01541",3466.11,5059.53,5869.55,5277.48,5371.02,3485.88,3251.13,4531.46,4403.59,4746.78
"2351_01542",6639.59,6448.44,5350.38,5345.01,5613.87,5060.59,5273.89,4398.81,4347.12,4349.13
"2351_01543",2901.14,3679.66,3757.1,4034.92,4416.23,3573.05,3701.19,3477.04,3512.53,3574.52
"2351_01544",415.28,256.54,313.7,234.1,212.05,417.1,304.07,420.92,418.25,290.89
"2351_01545",593.94,507.42,453.13,471.59,472.66,533.59,457.11,522.96,521.62,557.8
"2351_01546",3560.75,3600.55,3470,3768.18,3878.42,3691.98,3376.98,3855.44,3894.41,3868.68
"2351_01547",537.93,571.84,562.28,691.06,669.31,631.35,615.19,689.63,666.14,602.47
"2351_01548",555.31,357.12,410.93,382.67,388.55,569.44,489.33,641.16,647.95,605.74
"2351_01549",717.56,554.89,522.84,438.95,435.94,643.57,619.21,603.74,616.37,598.11
"2351_01550",2194.2,2078.28,2101.45,1867.21,1765.07,2032.55,2087.21,2646.26,2782.27,2725.83
"2351_01551",898.16,1004.67,1108.97,1325.84,1207.12,1021.57,1218.29,1155.61,1239.44,1251.79
"2351_01552",249.17,259.93,348.56,357.91,292.6,296.53,272.86,441.33,449.83,400.92
"2351_01553",230.82,323.21,310.03,317.39,268.91,312.82,368.51,346.94,385.71,378.04
"2351_01554",1049.78,1548.26,1571.27,1966.25,1959.35,1468.81,1618.01,1441.33,1468.18,1441.36
"2351_01555",9876.81,11281.95,10084.37,12095.77,12885.01,9364.38,10591.08,8785.71,8341.07,8345.27
"2351_01556",19912.01,18410.73,15448.51,17391.25,18751.2,15700.71,16094.54,14146.25,13756.3,14435.36
"2351_01557",13982.25,20287.85,21152.96,25590.53,25441.88,17467.68,20976.77,18007.64,18453.71,17978.29
"2351_01558",8301.66,9829.75,9904.59,11286.53,11610.37,8701.26,9590.27,8407.31,8312.35,8411.73
"2351_01559",7181.38,5093.44,4454.22,3090.63,3059.85,5212.93,4499.63,4329.08,4348.07,4751.14
"2351_01560",13729.23,11365.58,9230.4,10533.57,12798.53,10157.85,10042.35,11454.07,9883.9,9660.25
"2351_01561",472.26,405.71,420.11,338.78,371.97,466.79,450.06,414.97,450.79,446.68
"2351_01562",1127.04,1165.15,1269.49,1283.07,1192.9,1271.67,1382.41,1554.42,1553.36,1390.15
"2351_01563",1285.42,1507.58,1667.58,1893.09,1692.81,1605.67,1804.28,2022.11,2213.76,2174.56
"2351_01564",2001.05,2833.2,2648.13,3088.38,3229.25,2465.12,2982.3,2628.4,2634.88,2535.18
"2351_01565",2910.8,3555.35,3266.37,3792.94,4043.08,3225.19,3509.89,3380.1,3270.39,3331.57
"2351_01566",713.7,1008.06,1076.86,1280.82,1316.1,1017.5,1147.81,1039.97,1120.76,984.87
"2351_01567",326.43,438.49,465.05,527.86,537.81,399.18,395.69,385.2,414.42,403.1
"2351_01568",336.08,354.86,432.95,405.18,392.11,440.72,432.95,604.59,708.25,616.64
"2351_01569",930.03,843.07,860.39,872.26,773.55,931.14,909.19,1136.05,1181.05,1125.41
"2351_01570",1726.78,2628.65,2497.7,3490.18,3297.96,2295.68,2558.41,2580.78,2842.57,2866.37
"2351_01571",1389.73,1976.57,1899.65,2580.78,2440.3,1756.38,1846.57,2117.35,2145.8,2112.47
"2351_01572",580.42,665.64,664.1,919.53,937.03,689.19,699.76,806.97,891.05,866.12
"2351_01573",2276.29,3989.31,3980.91,4580.79,4547.72,3138.02,3824.03,3073.13,3112.47,3094.07
"2351_01574",372.78,389.89,385.25,491.84,408.69,465.16,601.09,538.26,513,488.08
"2351_01575",764.88,751.53,699.87,664.05,629.03,735.63,770.24,821.43,840.33,897.72
"2351_01576",10368.39,8871.41,7224.35,7236.98,7489.11,7397,7439.64,6271.25,5937.81,6005.11
"2351_01577",943.55,1244.26,1226.38,1276.32,1303.07,964.54,996.78,994.9,1073.86,948.92
"2351_01578",6771.9,11384.79,14378.07,15940.48,14069.62,8708.59,12215.14,10699.82,10872.58,9936.98
"2351_01579",3266.2,5627.98,7405.05,8415.38,7320.89,4355.11,5915.26,5559.52,5638.24,5389.57
"2351_01580",4640.47,7856.57,10618.21,11756.99,10334.54,6263.01,8730.42,8036.56,8304.7,7485.69
"2351_01581",22691.47,40880.84,54182.61,61316.21,54951.72,32399.37,43863.54,40479.56,41085.13,37344.56
"2351_01582",30346.07,53966.46,60489.7,65445.67,63469.07,38652.6,47143.87,42664.93,42397.31,41728.55
"2351_01583",1078.75,1645.45,1535.5,1495.79,1679.78,1348.24,1640.16,1122.45,1084.39,1049.15
"2351_01584",5833.18,6050.64,5665.92,5756.94,6077.05,5611.3,5603.14,4874.15,4155.7,4253.26
"2351_01585",61738.06,44845.28,38894.62,28888.25,30232.45,46031.69,37945.26,40875.82,39978.74,43270.14
"2351_01586",55932.88,70427.73,65234.69,77254.44,82222.64,58848.54,63988.52,52380.06,50894.38,52556.71
"2351_01587",8830.9,7996.7,7383.03,7215.59,6844.68,9157.46,8994.22,9386.9,10372.02,10140.71
"2351_01588",21680.32,25175.61,25504.44,21615.26,21277.98,25505,26109.71,26599.47,30412.59,29768.44
"2351_01589",13396.04,16639.84,17051.88,19295.6,19058.02,16050.2,16551.65,16245.74,23153.04,23236.03
"2351_01590",18909.56,15333.42,14535.84,13782.89,14627.57,13380.59,14279.19,11954.07,10947.23,11089.63
"2351_01591",16832.21,21404.41,22348.15,22422.25,23186.38,19184.15,20757.28,17406.45,16182.53,16131.66
"2351_01592",229.85,229.41,228.4,212.72,266.54,278.61,230.57,190.48,189.5,157.97
"2351_01593",1088.41,768.48,734.73,590.89,629.03,877.38,665.53,666.67,623.07,699.43
"2351_01594",1616.68,1917.81,1820.76,1792.92,1843.25,1671.66,1664.33,1618.2,1639.5,1694.11
"2351_01595",250.13,383.11,345.81,294.88,329.32,335.63,316.15,257.65,223.96,287.62
"2351_01596",1277.7,548.11,435.7,402.93,464.37,566.18,377.57,501.7,381.88,447.77
"2351_01597",3170.59,2641.08,2432.58,2102.44,2236.54,2584.06,2386.24,2335.03,2315.21,2332.54
"2351_01598",159.35,115.27,133.92,112.55,135.05,159.67,145.99,151.36,207.69,188.48
"2351_01599",113.96,96.06,108.24,106.92,132.68,96.94,101.69,129.25,130.16,164.51
"2351_01600",35.73,37.29,28.44,32.64,27.25,43.99,40.27,44.22,53.6,54.47
"2351_01601",16.42,10.17,15.59,13.51,21.32,14.66,14.1,28.06,28.71,41.4
"2351_01602",59.88,50.86,59.62,61.9,39.09,92.06,67.46,113.95,118.68,102.41
"2351_01603",16.42,15.82,16.51,23.64,11.85,22.81,18.12,43.37,34.46,32.68
"2351_01604",18.35,9.04,23.85,19.13,18.95,30.96,20.14,36.56,48.81,40.31
"2351_01605",15.45,19.21,4.59,10.13,16.58,19.55,20.14,25.51,21.06,25.06
"2351_01606",65.67,57.64,76.13,61.9,63.97,74.95,69.47,118.2,116.77,105.68
"2351_01607",35.73,42.94,34.86,41.64,41.46,48.06,31.21,66.33,86.14,84.98
"2351_01608",184.46,179.69,216.47,234.1,199.01,206.92,209.43,363.95,385.71,382.4
"2351_01609",213.43,247.5,266.92,272.37,248.77,266.39,231.58,551.02,641.25,585.04
"2351_01610",948.38,802.38,740.23,859.88,841.07,826.05,718.89,1816.33,1944.81,2012.24
"2351_01611",522.48,472.39,431.11,464.83,508.2,464.35,491.34,1058.67,1205.94,1173.35
"2351_01612",439.42,400.06,334.8,404.06,399.21,369.04,372.54,727.04,825.01,847.6
"2351_01613",10739.24,11669.58,9587.21,9253.88,10258.73,9805.1,9126.11,8959.18,10068.62,11518.88
"2351_01614",292.62,315.3,403.59,424.31,398.03,351.11,327.23,494.9,607.75,659.12
"2351_01615",219.23,185.34,190.79,169.95,165.85,178.41,144.99,185.37,193.33,224.43
"2351_01616",2219.31,2312.22,2425.24,2510.99,2542.17,2289.98,1988.53,2389.45,2543.95,2482.88
"2351_01617",67.6,67.81,97.23,85.54,99.51,98.57,68.47,103.74,106.24,124.2
"2351_01618",37.66,33.9,41.28,45.02,43.83,35.03,22.15,45.92,69.87,63.19
"2351_01619",14.49,16.95,39.44,19.13,28.43,25.25,23.16,40.82,51.68,50.12
"2351_01620",21.25,14.69,22.01,21.38,17.77,20.37,16.11,28.91,33.5,38.13
"2351_01621",8.69,13.56,11.01,12.38,5.92,13.85,13.09,17.86,16.27,16.34
"2351_01622",11.59,1.13,13.76,19.13,7.11,12.22,10.07,22.96,30.63,15.25
"2351_01623",13.52,18.08,33.94,33.77,17.77,27.7,21.14,45.07,42.11,54.47
"2351_01624",112.99,125.44,153.18,184.58,120.83,129.53,122.84,200.68,237.36,223.34
"2351_01625",77.26,81.37,108.24,111.42,87.66,76.58,94.64,125.85,147.39,156.88
"2351_01626",51.19,45.2,51.37,85.54,59.23,35.84,52.36,87.58,79.44,87.16
"2351_01627",20.28,15.82,20.18,27.01,22.51,17.11,19.13,25.51,51.68,37.04
"2351_01628",102.37,168.39,171.53,181.21,169.4,133.6,132.9,255.1,263.2,298.51
"2351_01629",88.85,120.92,135.75,160.95,119.65,119.75,90.62,164.12,232.57,196.1
"2351_01630",25.11,28.25,53.2,47.27,45.02,39.92,35.24,56.12,77.52,59.92
"2351_01631",35.73,30.51,60.54,75.41,56.86,47.25,39.27,75.68,118.68,77.35
"2351_01632",26.08,32.77,43.11,51.77,43.83,36.66,28.19,45.92,56.47,66.46
"2351_01633",15.45,14.69,32.1,43.89,21.32,17.92,23.16,34.86,36.37,39.22
"2351_01634",139.07,165,243.99,221.72,167.03,171.08,155.06,272.96,326.37,310.5
"2351_01635",59.88,90.41,101.82,128.31,104.25,79.84,78.53,97.79,139.74,140.54
"2351_01636",114.93,120.92,121.08,148.57,99.51,98.57,81.56,130.1,150.26,153.61
"2351_01637",160.32,142.39,177.95,147.44,116.09,192.26,164.12,195.58,238.32,228.79
"2351_01638",2534.15,2069.24,1718.95,1877.34,1788.76,2148.23,1820.39,1279.76,1305.47,1359.65
"2351_01639",1442.84,1538.09,1434.6,1294.33,1352.83,1293.66,1371.33,1015.31,1009.73,1050.24
"2351_01640",2602.72,3255.87,3373.69,2967.95,3226.88,2408.91,2556.4,3261.05,2741.11,2787.93
"2351_01641",6410.71,6335.43,6397.9,5641.01,5876.85,5516.8,5537.69,6286.56,4648.6,4711.92
"2351_01642",23207.18,12462.93,11005.3,11708.59,12065.26,16645.7,12966.25,14963.42,11663.14,12717.28
"2351_01643",2900.17,2191.3,2033.57,2018.02,2069.51,2628.05,2471.82,2193.88,1709.37,1700.65
"2351_01644",1118.35,783.17,736.56,784.47,778.29,892.04,928.32,1016.16,794.39,751.73
"2351_01645",4267.69,2530.33,2028.98,1916.73,2044.64,2553.92,2417.45,2255.1,1534.22,1705.01
"2351_01646",2041.61,2277.18,2461.01,2365.8,2190.35,2151.49,2423.49,2379.25,2516.2,2280.24
"2351_01647",2688.67,2380.03,2081.27,2438.96,2363.3,2188.96,2142.58,2256.8,2078.81,1867.34
"2351_01648",1665.93,1534.7,1379.56,1447.4,1536.44,1452.52,1426.71,1460.03,1360.99,1259.42
"2351_01649",6391.39,7196.58,6596.94,5140.17,5568.85,6312.71,6314.98,4287.41,4473.45,4587.72
"2351_01650",515.72,492.73,469.64,470.46,527.15,504.27,399.72,403.91,394.32,379.13
"2351_01651",4452.15,5755.68,6089.7,6216.15,6842.31,5414.15,5304.1,4991.49,5216.16,5496.33
"2351_01652",3035.38,4783.78,4755.08,5595.99,5421.96,4169.37,4941.63,4096.94,4238.01,4188.98
"2351_01653",2257.94,3415.21,2948.08,3221.19,3493.42,2424.39,2567.47,2185.37,2209.93,2561.32
"2351_01654",9601.57,11242.4,12157.38,12673.15,12370.89,12161.88,11557.66,9191.32,9354.63,9251.71
"2351_01655",24784.27,34952.24,36208.88,41977.84,43235.92,33295.48,34578.35,27625.83,29922.56,30953.78
"2351_01656",16251.79,17148.39,17993.91,20514.52,19887.24,16947.12,18979.18,15073.12,15576.69,14532.33
"2351_01657",24791.03,30906.43,32654.49,37744.83,36780.98,27865.04,32869.72,25922.6,27522.17,26398.74
"2351_01658",16093.4,20720.69,21106.18,25814.51,25604.17,18209.01,22543.43,17537.4,19005,18251.75
"2351_01659",41837.63,54470.49,55231.04,67724.82,64827.82,48769.72,61337.47,46092.65,49884.65,46418.68
"2351_01660",18496.21,22968.49,24238.62,31103.24,28528.98,22284.7,27907.95,21994.88,23277.46,21265.2
"2351_01661",21876.37,27360.12,27300.44,34802.76,31515.38,26990.1,34141.37,25852.02,27553.75,24961.74
"2351_01662",9525.28,8914.36,8271.86,9651.18,9328.81,9295.95,11032.09,7732.14,7801.27,7155.58
"2351_01663",8669.62,10169.92,9299.19,9218.98,9369.09,10263.75,10836.76,9573.97,9052.19,8613.28
"2351_01664",12006.31,13454.04,11552.9,12636.01,12662.3,11976.14,13632.79,12144.55,10456.24,9714.73
"2351_01665",397.89,355.99,316.46,261.12,278.38,320.97,331.25,202.38,163.66,177.58
"2351_01666",35.73,47.46,30.27,29.26,30.8,19.55,22.15,25.51,22.97,15.25
"2351_01667",9.66,14.69,10.09,15.76,13.03,7.33,11.08,7.65,3.83,10.89
"2351_01668",1029.5,821.59,775.09,639.28,605.34,828.5,662.51,621.6,678.58,700.52
"2351_01669",306.15,278.01,225.65,183.46,209.68,272.09,216.47,170.92,149.31,165.6
"2351_01670",1184.99,674.68,617.32,513.23,484.51,844.79,762.19,761.05,734.09,650.41
"2351_01671",224.06,178.56,170.61,128.31,135.05,194.7,188.28,203.23,223,203.73
"2351_01672",147.76,111.88,116.49,122.68,99.51,135.23,130.89,152.21,152.18,126.38
"2351_01673",839.24,716.49,770.5,725.95,697.74,906.7,739.03,813.77,669.01,697.26
"2351_01674",949.34,756.05,826.45,787.85,742.75,1024.01,944.43,801.02,747.49,679.82
"2351_01675",141,76.85,67.88,79.91,66.34,60.28,66.45,55.27,41.16,54.47
"2351_01676",56.01,24.86,34.86,31.51,37.91,39.1,34.23,22.96,32.54,25.06
"2351_01677",35.73,31.64,37.61,24.76,33.17,30.96,29.2,20.41,31.58,29.42
"2351_01678",85.95,47.46,51.37,40.52,55.68,60.28,61.42,40.82,25.84,27.24
"2351_01679",60.84,63.29,65.13,54.02,68.71,52.14,69.47,39.12,35.41,32.68
"2351_01680",119.75,79.11,79.8,56.28,77,96.94,98.67,91.84,67,66.46
"2351_01681",1301.84,987.72,854.89,733.83,803.17,915.66,747.08,599.49,529.27,671.11
"2351_01682",524.41,662.25,609.06,570.63,636.14,536.85,555.78,301.02,315.84,366.06
"2351_01683",3278.75,3148.5,2907.72,3175.04,3373.77,2695.67,2687.29,1840.98,1633.76,1683.22
"2351_01684",2867.34,3577.95,4069.89,4276.91,4117.71,3217.86,3821.01,1650.51,1494.98,1433.73
"2351_01685",2094.73,2077.15,2285.81,1967.38,1868.13,2327.45,2557.41,2426.02,2369.76,2230.13
"2351_01686",1662.07,1965.27,2038.15,1799.68,1759.15,2032.55,2036.86,1978.74,2019.47,1974.1
"2351_01687",321.6,496.12,415.52,425.44,476.21,384.51,436.97,401.36,443.13,428.16
"2351_01688",269.45,423.79,394.42,507.6,578.09,375.55,452.08,420.92,496.73,448.86
"2351_01689",34798.22,32441.13,26940.87,40748.79,46649.97,33750.05,37835.51,29094.36,30255.63,27934.88
"2351_01690",246173.83,215710.99,163586.17,228389.06,264175.28,220431.54,214106.24,187016.86,184841.47,177761.97
"2351_01691",1040.12,1191.14,1223.63,1251.56,1150.26,1248.86,1390.46,1349.49,1335.14,1202.77
"2351_01692",12434.14,17419.62,18935.02,20354.7,20513.9,15902.74,19374.87,16608.83,15355.6,14666.33
"2351_01693",2470.41,4876.45,4800.94,5837.98,5959.78,4078.13,5208.45,3992.34,3907.81,4027.74
"2351_01694",9993.67,11766.77,9940.36,10909.49,11000.29,9294.32,9274.12,7462.58,6900.64,7669.81
"2351_01695",5555.04,7627.16,7578.41,7912.28,7705.89,7001.9,7550.39,7805.27,8166.88,8170.96
"2351_01696",3192.8,3915.85,3644.28,3714.16,3649.79,3801.96,4124.07,3674.32,3443.62,3322.86
"2351_01697",988.94,1480.45,1385.06,1532.93,1553.02,1329.51,1544.51,1148.81,1253.79,1174.44
"2351_01698",8093.06,10572.24,11547.4,12515.58,12224,10693.88,11497.25,12223.63,12621.19,12173.64
"2351_01699",1375.24,873.58,820.95,680.93,669.31,1083.48,902.14,1153.91,1198.28,997.95
"2351_01700",1767.34,2572.15,2534.39,2575.15,2766.07,2168.59,2242.26,2426.02,2703.79,2668.09
"2351_01701",1483.41,961.73,741.15,796.86,887.27,877.38,771.25,720.24,737.92,808.38
"2351_01702",240.47,239.58,226.56,200.34,199.01,253.36,259.77,233.84,207.69,183.03
"2351_01703",147.76,118.66,137.59,148.57,138.6,134.42,157.07,144.56,160.79,150.35
"2351_01704",23.18,28.25,47.7,58.53,30.8,45.62,42.29,45.07,52.64,47.94
"2351_01705",135.21,92.67,135.75,123.81,87.66,105.09,99.68,153.06,145.48,112.21
"2351_01706",113.96,133.35,94.48,88.91,105.43,101.02,119.82,118.2,99.54,94.78
"2351_01707",108.16,94.93,99.98,68.66,84.11,113.24,119.82,86.73,73.7,103.5
"2351_01708",244.34,309.65,312.79,390.55,335.24,347.04,327.23,380.95,404.85,359.52
"2351_01709",653.82,430.57,452.21,320.77,319.84,506.71,323.2,444.73,428.78,371.51
"2351_01710",1485.34,1561.82,1553.84,1529.56,1583.82,1841.1,1506.25,1298.47,2419.53,2515.57
"2351_01711",356.36,285.92,273.34,337.65,373.15,351.93,259.77,293.37,489.07,541.46
"2351_01712",1216.86,942.52,953.95,1000.57,983.23,991.43,1029,954.93,892.97,865.03
"2351_01713",47.32,47.46,46.78,43.89,54.49,50.51,30.21,57.82,67.95,41.4
"2351_01714",19.32,12.43,18.35,18.01,21.32,23.62,28.19,21.26,21.06,22.88
"2351_01715",136.17,131.09,112.82,108.05,117.28,101.02,100.69,122.45,90.92,100.23
"2351_01716",564.97,659.99,677.86,622.4,668.12,504.27,436.97,505.1,556.07,570.88
"2351_01717",33.8,33.9,53.2,33.77,36.72,32.59,48.33,42.52,28.71,39.22
