"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_01179",1546.18,1123.34,986.97,1001.7,880.17,1309.14,1217.29,1105.44,1044.19,921.68
"2351_01180",3619.66,2055.68,1895.06,1544.19,1478.39,2978.35,2316.77,2304.42,1918.97,1780.18
"2351_01181",4226.16,4373.55,4282.69,3863.85,3953.05,4529.44,4403.97,5087.58,5061.11,5003.9
"2351_01182",4794.99,5027.89,5148.59,4455.86,4358.18,5501.32,5403.78,5882.65,5900.48,5730.57
"2351_01183",1203.34,1548.26,1561.18,1521.68,1389.55,1498.14,1825.42,1768.71,1843.36,1769.29
"2351_01184",1007.29,1327.89,1297.92,1248.18,1093.4,1252.93,1400.53,1318.03,1386.83,1350.93
"2351_01185",922.3,986.59,851.22,846.38,826.86,855.38,793.4,642.01,637.42,726.67
"2351_01186",460.67,722.14,676.94,792.35,851.74,636.24,697.75,624.15,627.85,616.64
"2351_01187",401.76,438.49,433.86,353.41,371.97,426.06,419.86,419.22,423.99,407.46
"2351_01188",586.22,637.39,813.61,674.18,581.64,651.72,779.3,762.75,740.79,735.39
"2351_01189",517.65,498.38,774.17,575.13,523.6,608.54,624.25,715.14,686.24,649.32
"2351_01190",599.74,671.29,890.66,727.07,580.46,740.52,778.3,956.63,972.41,891.18
"2351_01191",2662.6,2704.37,3252.61,2532.38,2368.04,3071.22,2923.9,3347.79,3322.07,3185.59
"2351_01192",5124.32,4893.4,4233.16,4795.76,5333.12,4384.44,4128.1,3723.64,3442.66,3928.6
"2351_01193",1275.77,1034.06,1006.24,1070.35,1005.73,1112.81,1072.3,1007.65,1032.7,987.05
"2351_01194",726.25,690.5,703.54,755.21,679.97,788.58,811.52,752.55,740.79,677.64
"2351_01195",459.7,333.38,311.87,293.76,324.58,356.82,320.18,321.43,328.28,322.48
"2351_01196",184.46,83.63,75.22,79.91,104.25,100.2,72.49,67.18,75.61,99.14
"2351_01197",279.1,268.97,272.43,300.51,229.81,257.43,306.08,250,239.27,229.88
"2351_01198",4106.41,4405.19,4109.33,3871.73,3932.91,3668.36,3978.08,3558.67,3548.9,3847.98
"2351_01199",273.31,266.71,316.46,361.29,388.55,318.53,314.14,341.84,345.51,326.84
"2351_01200",338.98,514.2,648.5,776.6,689.44,498.56,583.97,630.95,697.72,736.48
"2351_01201",764.88,838.55,877.82,1053.47,1108.8,905.89,844.75,921.77,978.15,1007.75
"2351_01202",290.69,242.98,235.74,234.1,244.03,253.36,277.89,260.2,211.52,235.32
"2351_01203",802.55,702.93,781.51,697.81,650.35,695.71,723.93,770.41,703.46,751.73
"2351_01204",775.5,600.09,655.84,760.84,659.83,734,820.59,650.51,584.78,578.5
"2351_01205",1528.8,1744.9,1839.11,1642.11,1780.47,1752.31,1860.66,1678.57,1630.89,1666.88
"2351_01206",4234.85,3287.51,3506.69,2937.56,2790.94,4094.42,4067.69,3399.66,3150.75,2964.42
"2351_01207",2321.68,2221.81,2660.97,2503.12,2467.54,2380.4,2546.33,2823.13,2896.16,2817.35
"2351_01208",1257.42,1225.05,1372.22,1265.06,1145.52,1635.81,1552.57,1681.97,2028.08,1895.66
"2351_01209",273437.2,176753.62,132091.1,100332.85,109231.76,164416.34,170414.87,147048.35,179614.79,176328.24
"2351_01210",2508.08,4174.65,4325.8,4587.55,4840.32,3310.73,3739.45,2971.09,2871.28,3077.73
"2351_01211",219.23,210.2,161.44,137.31,167.03,213.44,157.07,122.45,84.22,95.87
"2351_01212",484.81,511.94,420.11,354.53,392.11,382.07,428.92,251.7,267.99,303.96
"2351_01213",422.04,430.57,473.31,397.3,380.26,433.39,494.36,412.41,414.42,414
"2351_01214",423.97,508.55,622.82,549.24,536.63,527.89,581.96,644.56,728.35,617.72
"2351_01215",1624.41,1590.07,1954.68,1995.51,1792.32,1874.51,1808.31,2183.67,2374.55,2217.05
"2351_01216",930.99,863.41,1002.57,915.03,812.64,879.82,913.22,1189.62,1277.72,1220.2
"2351_01217",824.76,617.04,733.81,768.72,605.34,801.61,683.65,1122.45,1154.25,1051.33
"2351_01218",758.12,1440.9,1557.51,3028.73,2545.73,874.93,1037.06,1897.96,2135.27,1931.62
"2351_01219",407.55,854.37,772.33,1284.2,1196.46,455.39,524.57,844.39,882.44,792.04
"2351_01220",143.9,113.01,110.07,95.67,93.58,149.9,118.81,132.65,115.81,123.11
"2351_01221",28.97,19.21,16.51,19.13,26.06,26.88,20.14,17.86,22.01,19.61
"2351_01222",292.62,256.54,221.06,158.7,210.86,295.72,263.8,191.33,245.97,185.21
"2351_01223",1518.17,2050.03,1957.44,1539.69,1641.87,1922.57,1826.43,1607.14,1903.66,2071.07
"2351_01224",1098.07,1487.23,1589.61,1024.21,869.5,1697.73,1783.14,1043.37,1268.15,1166.81
"2351_01225",854.7,865.67,781.51,868.89,910.97,846.42,768.23,710.03,717.82,711.42
"2351_01227",467.43,487.08,499.91,517.73,467.92,487.97,524.57,346.94,413.46,381.31
"2351_01228",1336.61,1396.82,1340.12,1225.67,1183.43,1483.47,1491.15,1254.25,1307.39,1121.06
"2351_01229",3938.36,3113.47,2749.95,2758.6,3185.42,2879.78,3094.06,3376.7,3003.36,2771.59
"2351_01230",1180.16,1329.02,1325.44,1319.09,1352.83,1394.68,1312.94,1131.8,1193.5,1166.81
"2351_01231",1177.26,782.04,780.59,751.84,772.37,1020.75,770.24,774.66,700.59,686.36
"2351_01232",1407.11,1479.32,1531.83,1590.33,1592.12,1615.45,1591.83,1528.06,1577.29,1492.56
"2351_01233",2401.84,2118.97,2418.82,2542.51,2536.25,2497.71,2245.28,2425.17,2543.95,2367.4
"2351_01234",6441.61,3980.27,3649.78,3378.76,3252.94,4636.16,3750.53,3699.83,3445.54,3459.04
"2351_01235",1869.71,2226.33,2604.1,2285.89,2525.59,2562.07,2374.16,2333.33,2453.03,2403.35
"2351_01236",24545.72,11147.47,7813.23,8478.4,10451.82,17275.43,19057.71,6277.21,4677.31,4240.18
"2351_01237",624.85,500.64,421.94,416.44,476.21,513.23,446.04,349.49,328.28,393.3
"2351_01238",455.84,602.35,618.23,729.33,720.24,609.36,628.28,677.72,712.08,687.45
"2351_01239",646.09,846.46,820.95,930.79,878.98,714.45,892.07,817.18,788.64,732.12
"2351_01240",361.19,502.9,440.29,515.48,524.78,447.24,444.02,458.33,447.92,405.28
"2351_01241",1218.79,1664.66,1784.07,2049.54,1953.42,1509.54,1829.45,1687.92,1715.11,1731.15
"2351_01242",1034.33,1324.5,1496.05,1595.96,1548.29,1279,1431.74,1511.05,1518.91,1509.99
"2351_01243",172.87,119.79,171.53,167.7,140.97,153.97,132.9,201.53,183.76,213.53
"2351_01244",509.92,855.5,953.95,1053.47,1042.46,919.74,1009.87,954.93,1044.19,1023
"2351_01245",1694.91,2458,2612.36,2844.14,2852.54,2597.91,2355.03,2476.19,2753.56,3006.91
"2351_01246",2552.5,2651.25,2608.69,2592.03,2583.64,2597.1,2703.4,2867.34,2899.99,2685.52
"2351_01247",1169.53,1231.83,1322.69,1240.3,1232,1292.85,1310.92,1336.73,1315.05,1295.37
"2351_01248",223.09,267.84,153.18,201.46,262.98,183.3,239.63,196.43,153.13,123.11
"2351_01249",60.84,75.72,75.22,59.65,72.26,70.87,75.51,79.08,49.77,74.08
"2351_01250",97.54,114.14,124.75,95.67,97.14,120.57,117.8,113.95,99.54,140.54
"2351_01251",7370.67,8434.06,7900.37,8310.7,8769.67,8112.27,8307.54,6522.1,6399.12,5958.26
"2351_01252",23.18,23.73,13.76,12.38,15.4,14.66,15.1,19.56,19.14,7.63
"2351_01253",7427.65,7776.33,8469.99,8574.07,8076.68,8188.84,9359.7,10124.14,9842.75,9166.73
"2351_01254",122.65,119.79,76.13,68.66,66.34,80.65,108.74,79.08,79.44,67.55
"2351_01255",3747.14,4069.55,4020.36,4162.11,3780.09,4264.68,4744.29,5624.15,5437.25,5316.57
"2351_01256",2002.02,1452.2,1514.4,1680.37,1525.78,1837.03,1701.58,2156.46,1887.39,1714.81
"2351_01257",15237.74,15715.4,15914.48,18471.73,18219.31,16416.79,19421.18,18506.79,17777.05,15910.49
"2351_01258",119.75,64.42,55.95,49.52,50.94,64.36,66.45,62.07,39.24,47.94
"2351_01259",74.36,58.77,66.96,46.15,39.09,70.06,64.44,62.93,52.64,49.03
"2351_01260",85.95,66.68,62.37,61.9,58.05,77.39,89.61,85.03,82.31,80.62
"2351_01261",76.29,67.81,66.96,91.17,79.37,70.87,58.4,89.29,89.97,81.71
"2351_01262",438.45,452.05,442.12,377.04,408.69,380.44,406.77,368.2,384.75,370.42
"2351_01263",299.39,302.87,362.32,380.42,381.44,393.47,363.47,335.88,367.52,351.9
"2351_01264",133.27,136.74,107.32,103.55,126.75,111.61,116.79,120.75,114.85,108.95
"2351_01265",90.78,127.7,90.81,90.04,104.25,96.94,111.76,106.29,100.49,78.44
"2351_01266",91.75,101.71,82.55,67.53,79.37,62.73,73.5,96.94,66.04,71.9
"2351_01267",227.92,186.47,158.69,136.19,176.51,136.86,174.19,209.18,140.69,137.27
"2351_01268",178.67,145.79,110.99,144.06,138.6,102.65,128.88,156.46,139.74,115.48
"2351_01269",8872.43,9607.12,9578.04,9296.64,9319.33,9638.1,9961.8,10922.61,10567.26,10348.79
"2351_01270",36182.15,38150.47,38477.27,37141.56,38777.04,38433.46,40382.85,43374.97,44029.15,42321.22
"2351_01271",66430.68,80884.7,75510.77,77069.86,78544.42,69755.05,73026.03,75960.82,77603.02,77428.02
"2351_01272",4738.01,5313.81,5853.04,4054.06,3967.26,5879.31,6058.23,5401.36,6680.51,6171.8
"2351_01273",249.17,229.41,233.9,201.46,210.86,263.95,271.85,226.19,290,270.19
"2351_01274",5067.34,4126.06,4060.71,3095.13,3019.57,4764.88,4490.56,4451.53,4271.51,3988.52
"2351_01275",285.86,348.08,410.93,382.67,401.58,263.13,259.77,312.92,332.11,338.82
"2351_01276",81.12,91.54,69.71,84.41,72.26,105.9,99.68,91.84,111.98,117.66
"2351_01277",34.77,62.16,67.88,78.79,69.89,73.32,88.6,57.82,80.4,62.1
"2351_01278",33.8,48.6,47.7,45.02,58.05,43.18,48.33,63.78,61.25,65.37
"2351_01279",93.68,85.89,68.79,81.04,87.66,92.06,108.74,67.18,78.48,96.96
"2351_01280",1186.92,1265.73,1245.64,1152.51,1216.6,1250.48,1240.44,1204.08,1155.21,1194.05
"2351_01281",23.18,13.56,13.76,16.88,14.22,15.48,23.16,20.41,21.06,22.88
"2351_01282",3497.01,3354.19,3137.95,3427.15,3315.73,3734.35,4120.04,3704.93,3633.13,3515.69
"2351_01283",5626.51,5777.16,6249.3,5131.16,4951.67,5982.78,6400.56,4721.08,5207.54,5261.01
"2351_01284",1258.38,2139.31,2289.48,2266.76,2292.22,1945.38,1952.29,1795.92,1905.57,2085.23
"2351_01285",15233.88,12487.79,9971.55,9654.55,10753.9,12971.64,10684.72,13699.82,12402.01,13661.85
"2351_01286",1552.94,1845.48,1842.78,2083.3,1994.88,1812.59,1901.94,2080.78,2196.53,2311.84
"2351_01287",2174.89,2499.82,2810.49,3276.34,2917.7,2754.32,3102.11,3513.6,3802.53,3534.21
"2351_01288",876.91,977.55,1114.47,1449.65,1215.41,993.87,1158.89,1546.77,1647.16,1565.56
"2351_01289",898.16,1106.38,1232.8,1366.36,1266.35,1120.96,1167.95,1490.65,1427.03,1431.55
"2351_01290",12343.36,18209.57,22384.84,24568.58,23173.35,18771.12,21912.14,24563.76,27801.64,26525.12
"2351_01291",8120.1,8404.68,8688.3,9960.69,9406.99,8751.76,8480.72,9123.29,9097.17,9139.49
"2351_01292",13356.44,20232.48,23937.76,29538.79,24990.55,20073.74,25191.46,30266.98,33443.7,30929.81
"2351_01293",372.78,453.18,519.17,689.93,574.54,503.45,553.77,668.37,772.37,721.22
"2351_01294",2828.71,2499.82,2568.33,2738.35,2737.64,2935.18,2740.65,2638.6,2434.84,2478.52
"2351_01295",1791.48,1154.98,1076.86,993.82,1064.96,1172.28,1062.23,840.14,981.98,1061.14
"2351_01296",3178.31,3277.34,3659.87,3581.35,3918.69,3028.86,3239.05,5380.1,5580.81,5629.25
"2351_01297",2366.11,1824.01,1662.99,1756.91,1786.39,2342.93,2138.56,2152.21,2020.42,1893.48
"2351_01298",1852.33,1657.88,1565.76,1711.89,1651.35,1708.32,1482.09,1353.74,1271.98,1277.94
"2351_01299",1018.88,1205.83,1220.87,1358.48,1352.83,1230.12,1336.09,1045.07,977.19,1004.48
"2351_01300",1549.08,1748.29,1608.88,1708.51,1830.22,1583.68,1625.06,1642.86,1611.74,1641.82
"2351_01301",1165.67,1323.37,1418.09,1406.88,1485.5,1482.66,1400.53,1325.68,1358.12,1408.67
"2351_01302",1472.78,1573.12,1732.71,1769.29,1631.21,1820.74,1749.91,1720.24,1757.22,1763.84
"2351_01303",878.84,1319.98,1529.99,1567.82,1445.22,1425.63,1501.22,1588.43,1672.04,1679.95
"2351_01304",5245.04,8058.86,9489.98,10883.6,11276.31,8193.73,9102.96,9207.48,9554.66,9655.9
"2351_01305",9205.61,13125.17,13466.31,14825.11,15446.14,11752.11,13383.09,12712.57,12557.06,12253.17
"2351_01306",3483.49,2817.38,2498.62,1988.76,2069.51,2629.68,2781.93,2516.15,2253,2170.21
"2351_01307",156.45,73.46,64.21,63.03,100.69,88.8,99.68,26.36,17.23,23.97
"2351_01308",906.85,714.23,620.07,750.71,998.63,1067.19,1220.31,100.34,83.27,69.73
"2351_01309",614.22,462.22,381.58,401.8,422.91,596.32,742.05,138.61,133.04,134
"2351_01310",121.69,107.36,79.8,78.79,80.55,115.68,135.93,35.71,39.24,41.4
"2351_01311",765.85,546.98,500.82,682.05,798.43,778.8,1050.15,208.33,217.26,207
"2351_01312",1466.99,1140.29,1030.08,1463.15,1731.9,1560.87,1969.4,411.56,364.65,368.24
"2351_01313",1140.56,962.86,801.69,1105.24,1262.79,1176.35,1574.72,207.48,213.43,183.03
"2351_01314",4273.48,3633.32,3000.36,4065.31,4633.01,5133.91,6793.24,554.42,481.42,500.06
"2351_01315",841.18,749.27,532.01,873.39,924,1054.15,1419.66,63.78,64.13,67.55
"2351_01316",1397.45,1161.76,825.53,1239.18,1352.83,1780.82,2259.38,104.59,76.57,58.83
"2351_01317",5626.51,4600.7,3289.3,4899.31,5470.53,6746.1,8379.03,357.14,274.69,284.35
"2351_01318",3295.17,2693.07,2107.87,2263.38,2549.28,2519.71,2337.91,2549.32,1784.02,2008.97
"2351_01319",941.61,597.83,508.16,590.89,715.5,769.03,886.03,535.71,385.71,348.63
"2351_01320",953.2,560.54,508.16,659.54,774.74,972.69,1090.42,413.26,315.84,262.56
"2351_01321",3037.31,2795.91,2337.18,2586.4,3256.49,3435.37,4301.28,619.05,563.73,611.19
"2351_01322",1009.22,858.89,699.87,863.26,1128.93,1133.99,1491.15,120.75,119.64,119.84
"2351_01323",7728,6193.04,4747.74,6264.54,7530.57,8650.75,12013.77,487.24,489.07,436.87
"2351_01324",6176.03,5356.75,4154.28,4934.2,6395.71,7572.15,10457.17,371.6,367.52,313.76
"2351_01325",14253.63,11440.17,8758.93,9778.36,12631.5,15790.32,20041.4,606.29,602.97,544.73
"2351_01326",15733.18,12756.76,10745.71,12502.07,13939.31,11475.95,11998.66,12582.47,11371.22,12661.72
"2351_01327",322.56,227.15,195.38,211.59,287.86,337.26,376.56,92.69,81.35,78.44
"2351_01328",406.58,300.61,264.17,361.29,379.08,505.9,537.66,125,124.42,92.6
"2351_01329",1572.26,1183.23,1023.66,1373.11,1466.55,1930.72,2148.62,573.98,513,470.65
"2351_01330",600.7,634,723.72,895.9,812.64,732.37,598.07,738.09,746.53,783.32
"2351_01331",225.99,200.03,221.06,163.2,177.69,158.04,139.95,168.37,181.85,229.88
"2351_01332",418.17,357.12,331.13,285.88,321.03,311.2,301.05,232.14,207.69,237.5
"2351_01333",22.21,13.56,12.84,20.26,16.58,10.59,7.05,7.65,6.7,6.54
"2351_01334",8.69,4.52,2.75,4.5,1.18,4.89,2.01,0,2.87,1.09
"2351_01335",14.49,14.69,10.09,18.01,15.4,4.89,13.09,10.2,4.79,9.81
"2351_01336",218.26,139,110.07,97.92,123.2,118.94,123.84,84.18,81.35,94.78
"2351_01337",103.34,89.28,63.29,75.41,61.6,83.91,65.45,50.17,47.85,49.03
"2351_01338",48.29,33.9,19.26,21.38,28.43,38.29,33.23,22.11,25.84,29.42
"2351_01339",8.69,6.78,2.75,4.5,7.11,3.26,10.07,0,8.61,3.27
"2351_01340",13.52,18.08,11.01,14.63,4.74,12.22,8.05,10.2,10.53,10.89
"2351_01341",48.29,38.42,22.01,23.64,23.69,44.81,47.32,14.46,17.23,44.67
"2351_01342",105.27,92.67,62.37,46.15,40.28,74.13,78.53,53.57,55.51,54.47
"2351_01343",60.84,70.07,44.03,33.77,60.42,49.69,38.26,29.76,45.94,55.56
"2351_01344",21.25,22.6,13.76,20.26,13.03,22.81,18.12,12.76,10.53,14.16
"2351_01345",33.8,40.68,33.02,27.01,30.8,39.1,38.26,22.96,22.01,35.95
"2351_01346",24.14,19.21,9.17,9,8.29,13.85,17.12,12.76,7.66,10.89
"2351_01347",0.97,3.39,2.75,3.38,3.55,4.89,3.02,3.4,2.87,2.18
"2351_01348",7.73,6.78,3.67,7.88,3.55,2.44,5.03,0,3.83,1.09
"2351_01349",31.87,12.43,21.1,18.01,14.22,20.37,15.1,12.76,17.23,14.16
"2351_01350",5.79,7.91,11.01,12.38,8.29,6.52,4.03,5.95,3.83,11.98
"2351_01351",223.09,139,105.49,94.54,84.11,131.97,114.78,72.28,68.91,96.96
"2351_01352",79.19,71.2,37.61,22.51,27.25,43.18,41.28,26.36,34.46,30.5
"2351_01353",70.5,61.03,55.04,31.51,42.65,64.36,46.32,43.37,43.07,42.49
"2351_01354",91.75,70.07,60.54,34.89,55.68,61.1,55.38,44.22,50.73,49.03
"2351_01355",30.9,20.34,18.35,7.88,9.48,28.51,12.08,11.9,12.44,25.06
"2351_01356",26.08,19.21,16.51,19.13,18.95,15.48,17.12,10.2,9.57,18.52
"2351_01357",31.87,15.82,10.09,11.26,22.51,26.88,23.16,3.4,4.79,6.54
"2351_01358",50.22,61.03,59.62,48.4,53.31,62.73,42.29,28.06,27.76,41.4
"2351_01359",28.01,30.51,17.43,11.26,16.58,22,21.14,16.16,13.4,10.89
"2351_01360",101.4,74.59,59.62,48.4,43.83,55.4,51.35,95.24,67,79.53
"2351_01361",126.51,102.84,89.89,74.28,85.29,87.17,72.49,47.62,67,88.25
"2351_01362",22.21,10.17,11.01,10.13,10.66,11.41,17.12,11.05,3.83,20.7
"2351_01363",4.83,4.52,7.34,7.88,8.29,13.03,5.03,10.2,5.74,10.89
"2351_01364",22.21,10.17,11.01,6.75,9.48,17.92,21.14,12.76,19.14,10.89
"2351_01365",15.45,15.82,7.34,16.88,5.92,7.33,7.05,12.76,7.66,9.81
"2351_01366",361.19,190.99,133,205.97,227.45,132.79,131.9,233.84,122.51,160.15
"2351_01367",1227.48,603.48,528.34,656.17,704.84,479.01,442.01,845.24,425.91,481.54
"2351_01368",0.97,3.39,5.5,5.63,7.11,2.44,6.04,5.1,6.7,7.63
"2351_01369",159.35,141.26,117.41,146.32,201.38,105.09,104.71,65.48,56.47,71.9
"2351_01370",3889.11,7536.75,6687.75,10807.07,11609.18,3795.45,4105.95,5199.83,5649.72,6226.27
"2351_01371",7817.82,7255.35,7061.08,7799.73,7713,6926.14,7001.65,6929.42,5530.08,5449.49
"2351_01372",302.28,267.84,287.1,341.03,324.58,315.27,297.02,309.52,294.78,234.23
"2351_01373",169.97,218.11,209.14,228.48,209.68,210.18,216.47,231.29,198.12,189.57
"2351_01374",604.56,490.47,477.89,414.18,427.64,477.38,453.08,437.07,433.56,460.84
"2351_01375",556.28,441.88,561.36,561.63,529.52,602.02,551.76,643.71,691.02,658.03
"2351_01376",279.1,207.94,184.37,207.09,196.65,220.77,241.64,206.63,196.2,200.46
"2351_01377",396.93,461.09,588.88,648.29,555.58,494.49,497.39,500.85,636.47,611.19
"2351_01378",1498.86,1720.04,1754.72,1940.36,1851.55,1566.57,1646.2,1590.99,1743.82,1702.83
"2351_01379",3135.82,3294.29,3554.39,3112.01,3130.93,3270,3358.86,3336.73,3301.01,3403.48
"2351_01380",535.03,542.46,689.78,657.29,624.29,536.85,632.3,713.43,751.32,724.49
"2351_01381",2834.5,2908.92,2907.72,2411.95,2304.07,3029.68,2962.16,2938.77,2994.74,2795.56
"2351_01382",8066.98,5803.15,4517.51,3484.55,3662.82,4773.02,5033.26,4415.81,4357.64,5025.69
"2351_01383",934.85,1366.31,1264.9,1262.81,1426.27,1030.53,1197.15,994.05,1044.19,1053.51
"2351_01384",350.57,448.66,452.21,418.69,440.68,387.77,418.85,436.22,466.1,490.26
"2351_01385",18.35,28.25,27.52,23.64,17.77,19.55,14.1,18.71,26.8,21.79
"2351_01386",4475.33,4764.57,4734.9,4882.43,4827.29,4914.77,4530.84,4475.34,4528.01,4636.75
"2351_01387",2819.05,3541.79,3677.3,3962.89,3725.6,3705.83,3880.41,3921.77,4173.88,4200.96
"2351_01388",2730.2,3486.41,3730.5,4096.83,3926.98,3358.79,3742.47,3356.29,3576.66,3508.07
"2351_01389",2684.81,3446.86,3846.99,3852.59,4129.55,3510.32,3661.92,3432.82,3312.5,3377.33
"2351_01390",32.84,28.25,50.45,38.27,45.02,29.33,22.15,50.17,33.5,32.68
"2351_01391",62.77,72.33,64.21,88.91,79.37,54.58,57.39,68.88,74.65,68.64
"2351_01392",87.88,72.33,91.73,118.18,84.11,86.35,83.57,83.33,93.8,127.47
"2351_01393",66.64,65.55,80.72,110.3,98.32,68.43,71.49,86.73,106.24,138.36
"2351_01394",1384.9,1746.03,2075.76,2157.59,1996.07,1879.39,1878.79,2075.68,2297.02,2205.07
"2351_01395",5860.22,9251.13,9952.28,10524.57,10649.65,7802.7,8407.22,7215.13,8073.08,8550.09
"2351_01396",2135.29,3189.19,3757.1,4630.31,4064.4,3151.06,3323.62,3726.19,4283.95,4394.89
"2351_01397",902.98,1226.18,1395.15,1803.05,1599.22,1158.43,1249.5,1410.71,1557.19,1564.47
"2351_01398",294.56,267.84,280.68,244.23,251.14,308.75,276.88,306.12,281.39,278.9
"2351_01399",1789.55,1820.62,1871.21,2254.38,2465.17,1869.62,1774.07,1832.48,2087.42,2422.96
"2351_01400",1093.24,1018.24,764.08,973.56,1157.36,1047.64,845.76,910.71,856.6,990.32
"2351_01403",1889.99,2196.95,2691.24,2653.93,2549.28,2347.82,2347.98,2108.84,2077.85,2186.55
"2351_01404",936.79,1230.7,1197.94,1303.33,1254.5,1159.24,1285.75,1084.18,1024.09,1020.83
"2351_01405",361.19,359.38,354.06,317.39,298.52,334.82,408.78,457.48,443.13,442.32
"2351_01406",906.85,1061.18,1110.8,1154.76,1056.67,1047.64,1115.59,1463.43,1450,1466.42
"2351_01407",20009.56,5476.54,4217.57,4132.84,4037.15,4689.11,4097.89,9424.31,5186.49,5840.6
"2351_01408",1041.09,758.31,807.19,830.62,896.75,897.74,761.18,867.35,847.03,880.28
"2351_01409",154.52,210.2,176.11,204.84,183.61,181.67,215.47,162.41,228.75,157.97
"2351_01410",916.51,932.35,905.34,955.55,888.46,889.6,990.74,908.16,969.54,859.59
"2351_01411",3629.32,3463.81,3376.44,3656.76,3774.17,2966.13,2943.03,3079.93,2915.31,3098.43
"2351_01412",1082.62,765.09,696.2,686.56,614.81,770.66,740.04,683.67,701.55,643.87
"2351_01413",563.04,458.83,450.38,485.09,592.31,476.57,492.35,505.1,473.76,419.44
"2351_01414",423.97,459.96,448.54,563.88,597.04,505.08,603.1,543.37,437.39,410.73
"2351_01415",408.52,323.21,296.28,410.81,425.28,274.54,324.21,389.46,257.46,284.35
"2351_01416",143.9,100.58,115.57,164.32,136.23,164.56,147,159.86,134.95,126.38
"2351_01417",597.8,310.78,415.52,468.21,438.31,514.04,509.47,554.42,451.75,451.04
"2351_01418",313.87,452.05,443.95,587.51,579.27,456.2,510.47,435.37,430.69,406.37
"2351_01419",3395.61,4353.21,3370.02,4871.17,5341.41,4117.23,4875.18,4361.39,3590.06,3413.28
"2351_01420",9100.34,10495.39,8188.39,11784,13081.66,9451.55,11759.03,10897.95,8967.01,8452.04
"2351_01421",8198.33,8297.32,8131.52,8243.17,7958.21,8644.23,9647.66,8269.55,7850.08,7484.6
"2351_01422",4023.35,4917.14,4791.77,4332.06,4681.58,4358.37,4569.1,4111.39,4170.05,4293.57
"2351_01423",1894.82,2230.85,1978.53,1843.57,1909.59,1945.38,1848.58,1859.69,2022.34,2120.09
"2351_01424",349.6,407.97,458.63,467.08,452.52,427.69,374.55,392.86,406.76,392.21
"2351_01425",610.36,697.28,708.13,764.22,790.14,745.4,781.32,760.2,711.12,722.31
"2351_01426",873.05,800.12,833.79,875.64,849.37,842.35,790.38,887.75,824.06,824.72
"2351_01427",115.89,105.1,91.73,95.67,93.58,109.98,113.77,133.5,140.69,125.29
"2351_01428",150.66,125.44,137.59,190.21,133.86,161.3,162.1,177.72,185.68,156.88
"2351_01429",436.52,333.38,319.21,352.28,305.63,377.18,395.69,330.78,325.41,350.81
"2351_01430",3222.74,3628.8,3349.84,3735.54,3682.95,3390.57,3363.9,2971.09,2848.31,3098.43
"2351_01431",2902.1,3017.41,3152.63,3665.76,3680.59,3020.71,2917.86,3124.15,3043.56,3064.65
"2351_01432",5504.82,6198.69,7263.79,8685.5,8278.06,6625.53,6462.99,7920.06,8097.96,7954.16
"2351_01433",1037.22,918.78,824.62,1027.58,1042.46,946.62,849.78,910.71,870,839.97
"2351_01434",985.07,1039.71,1000.73,1204.29,1183.43,1047.64,962.55,976.19,931.25,964.17
"2351_01435",4622.12,3321.41,3178.31,3151.4,3347.71,4100.12,2932.96,3243.19,3314.41,3401.3
"2351_01436",20441.25,28734.34,29496.36,32276.01,31898.01,25069.16,26092.59,27461.71,30309.22,30938.53
"2351_01437",111224.5,114667.27,102733.24,98609.71,100918.17,97897.88,98744.07,95376.62,99206.53,99850.23
"2351_01438",106.23,101.71,90.81,60.78,78.18,73.32,74.51,61.22,51.68,83.89
"2351_01439",10.62,3.39,8.26,10.13,4.74,8.15,6.04,1.7,3.83,1.09
"2351_01440",1024.67,1065.7,1059.44,963.43,1085.1,1142.14,942.41,1116.5,1195.41,1240.9
"2351_01441",14.49,11.3,6.42,14.63,8.29,10.59,12.08,11.9,14.36,6.54
"2351_01442",384.37,304,232.98,187.96,220.34,227.29,227.55,182.82,177.06,174.31
"2351_01443",0.97,4.52,1.83,1.13,3.55,1.63,6.04,6.8,3.83,7.63
"2351_01444",3.86,4.52,4.59,5.63,5.92,3.26,3.02,8.5,3.83,4.36
"2351_01446",13.52,1.13,11.92,10.13,10.66,5.7,15.1,15.31,12.44,15.25
"2351_01447",121.69,135.61,158.69,111.42,155.18,142.56,125.86,161.56,188.55,236.41
"2351_01448",117.82,136.74,154.1,140.69,91.22,130.34,170.16,267.86,267.03,218.98
"2351_01449",342.84,368.42,452.21,460.33,262.98,430.95,405.76,869.05,839.37,732.12
"2351_01450",134.24,132.22,194.46,137.31,104.25,180.85,140.96,322.28,374.22,312.68
"2351_01451",161.28,153.7,216.47,169.95,140.97,184.93,204.39,337.58,367.52,337.73
"2351_01452",1430.29,900.7,825.53,378.17,398.03,1096.52,1044.11,686.22,676.66,679.82
"2351_01453",197.98,174.04,166.94,140.69,118.46,215.88,174.19,190.48,169.41,180.85
"2351_01454",270.41,267.84,269.67,238.61,207.31,307.94,277.89,323.13,313.93,295.24
"2351_01455",250.13,200.03,221.06,160.95,136.23,226.47,176.2,241.5,236.4,251.67
"2351_01456",22.21,20.34,28.44,16.88,26.06,30.14,31.21,11.9,28.71,9.81
