"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_00765",37.83,70.42,74.62,95.83,58.63,100.98,82.41,60.14,69.81,76.41,47.22,46.24
"1617.00_00766",413.16,442.78,422.34,360.66,401.93,408.23,384.59,451.06,421.33,400.71,393.25,362.58
"1617.00_00767",5159.94,5134.33,3395.15,4661.81,4218.88,3212.09,3604.47,4933.76,4313.76,4709.05,6275.03,5963.55
"1617.00_00768",258.03,157.54,186.55,223.61,178.74,217,205.31,208.29,232.71,210.57,229.46,269.37
"1617.00_00769",446.45,502.45,417.87,504.93,423.69,366.33,386.04,412.92,395.61,386.5,552.62,549.75
"1617.00_00770",516.83,689.83,653.66,720.29,740.5,623.08,627.49,755.43,712.84,712.58,728.21,678.93
"1617.00_00771",254.25,180.21,161.18,190.64,170.23,204.11,182.18,208.29,208.22,189.25,197.73,219.46
"1617.00_00772",6203.43,6021.08,4671.14,4605.13,5402.93,4400.24,4727.88,6068.37,6304.07,6255.04,5922.36,5598.77
"1617.00_00773",4279.14,3455.11,3690.65,3496.35,4309.67,3362.49,3893.64,4645.52,4466.86,4662.85,4674,4547.71
"1617.00_00774",1032.14,544.22,749.17,953.18,837.91,655.31,780.75,980.59,919.83,921.38,1320.67,1305.74
"1617.00_00775",332.95,188.57,189.53,282.35,283.72,225.6,289.17,311.71,263.33,309.2,434.57,461.67
"1617.00_00776",6.81,7.16,7.46,10.3,8.51,10.74,5.78,3.67,11.02,9.77,2.21,4.4
"1617.00_00777",151.34,110.99,94.02,84.5,123.89,105.28,114.22,126.15,111.46,106.62,143.87,154.13
"1617.00_00778",93.07,75.19,89.54,94.8,66.2,92.39,85.3,86.54,73.49,78.19,90.75,93.95
"1617.00_00779",47.67,34.61,44.77,58.74,61.47,49.42,60.73,50.61,53.89,55.09,54.6,53.58
"1617.00_00780",12.86,8.35,37.31,25.76,19.86,30.08,28.92,19.07,25.72,25.77,16.97,12.48
"1617.00_00781",16.65,14.32,11.94,19.58,26.48,16.11,23.13,29.34,17.15,19.55,22.87,23.49
"1617.00_00782",85.51,69.22,70.14,76.25,58.63,61.23,66.51,65.27,53.89,58.64,57.55,45.51
"1617.00_00783",20.43,14.32,28.36,50.49,17.97,22.56,20.24,24.2,20.82,24.88,31.73,27.89
"1617.00_00784",26.48,5.97,17.91,14.43,23.64,21.49,20.24,21.27,15.92,15.1,29.51,33.76
"1617.00_00785",68.86,29.84,46.26,35.04,46.34,51.57,59.28,49.14,45.32,45.31,42.05,63.12
"1617.00_00786",17.4,19.1,16.42,15.46,20.81,19.34,15.9,17.6,22.05,17.77,22.13,19.82
"1617.00_00787",932.25,957.17,635.75,840.86,663.9,860.5,689.66,840.51,808.37,846.74,803.47,827.19
"1617.00_00788",135.45,125.31,117.9,109.23,131.46,129.99,143.14,140.08,105.33,135.94,98.87,113.03
"1617.00_00789",72.64,46.55,56.71,83.47,61.47,64.46,66.51,67.48,58.79,73.75,71.57,66.06
"1617.00_00790",4170.93,5056.75,3548.87,5183.22,4630.27,3845.91,3480.13,4344.08,4225.57,4613.09,5016.34,4629.92
"1617.00_00791",149.83,235.11,143.27,229.79,169.28,121.39,134.46,161.35,138.4,149.27,215.44,169.55
"1617.00_00792",668.92,360.43,346.23,509.05,383.02,356.66,354.23,469.39,447.05,485.12,739.28,770.67
"1617.00_00793",441.91,198.12,240.27,307.08,291.28,235.27,253.02,336.64,335.6,333.19,523.84,526.99
"1617.00_00794",1349.2,3906.24,2471.37,3190.31,2249.88,2080.87,1698.86,2052.13,2161.78,1937.82,2208.99,1932.56
"1617.00_00795",1471.78,2011.01,1487.9,1851.74,1517.89,1226.82,1194.26,1328.23,1445.27,1290.1,1702.85,1640.44
"1617.00_00796",292.09,131.28,132.82,145.3,133.35,171.88,170.61,171.62,149.43,172.37,289.22,329.55
"1617.00_00797",484.29,651.64,328.32,427.64,328.17,295.43,322.42,355.71,376.01,395.38,551.14,600.39
"1617.00_00798",512.29,765.02,526.81,650.22,474.75,473.76,445.32,492.86,486.25,454.02,527.53,520.39
"1617.00_00799",235.33,213.63,252.21,284.41,238.32,248.16,232.78,251.57,259.66,224.79,281.1,251.75
"1617.00_00800",198.26,181.41,191.02,228.76,148.48,185.85,206.75,185.56,164.12,183.92,216.18,215.79
"1617.00_00801",127.13,93.09,153.71,170.03,166.45,182.63,133.02,157.69,156.77,159.04,166.01,154.87
"1617.00_00802",216.42,199.31,207.44,211.24,198.6,204.11,208.2,206.83,214.34,171.48,198.47,206.25
"1617.00_00803",99.88,50.13,70.14,119.53,71.88,104.2,109.88,82.88,75.94,80.85,126.16,115.23
"1617.00_00804",140.75,136.06,129.84,201.97,116.32,161.14,161.93,135.68,132.28,136.83,150.51,155.6
"1617.00_00805",286.03,316.27,271.61,344.17,274.26,256.75,313.75,261.1,242.51,246.11,363.74,377.26
"1617.00_00806",143.02,143.22,171.62,162.81,130.51,165.44,166.27,126.88,112.68,139.49,154.94,162.94
"1617.00_00807",250.47,249.44,173.12,172.09,187.25,174.03,150.37,184.82,197.19,172.37,174.12,179.09
"1617.00_00808",671.95,327.01,383.54,391.58,389.64,320.13,461.22,477.46,489.92,446.03,609.43,699.48
"1617.00_00809",11.35,15.52,16.42,18.55,17.02,17.19,15.9,11.73,22.05,12.44,18.45,9.54
"1617.00_00810",451.75,476.2,365.63,378.18,369.78,349.14,371.58,419.52,344.17,411.38,452.27,510.85
"1617.00_00811",6832.24,10251.95,7806.62,7008.17,7908.16,7473.74,7765.58,7832.99,8794.1,8026.71,5506.98,5249.39
"1617.00_00812",2775.58,4574.59,3856.3,2952.27,3922.87,3230.35,4208.83,3566.65,4103.09,3692.61,2530.67,2698.09
"1617.00_00813",326.89,207.66,229.83,243.19,191.04,258.9,244.35,252.3,254.76,233.68,356.36,337.63
"1617.00_00814",510.02,295.98,347.72,468.86,326.28,401.78,387.48,357.91,324.57,363.4,581.39,583.51
"1617.00_00815",62.81,22.68,37.31,43.28,49.18,49.42,36.15,43.27,40.42,36.43,84.11,81.47
"1617.00_00816",450.99,391.46,371.6,331.81,358.43,325.51,377.36,394.58,404.19,334.96,363,370.66
"1617.00_00817",626.55,1064.58,1183.45,1121.14,1100.82,1192.45,1189.92,994.53,1054.56,1032.44,717.88,723.7
"1617.00_00818",3377.15,3573.26,3081.76,3475.75,3180.48,3206.72,3082.52,3060.59,3257.98,3221.7,3123.87,3053.34
"1617.00_00819",4954.11,3003.98,2756.42,3672.56,3217.36,3166.97,3627.6,3515.31,3455.17,3707.71,4623.09,5086.45
"1617.00_00820",81.72,41.77,43.28,48.43,52.96,51.57,60.73,51.34,63.69,47.98,94.44,94.68
"1617.00_00821",327.65,258.98,235.8,191.67,235.49,222.38,286.28,248.63,244.96,242.56,348.98,408.82
"1617.00_00822",1729.82,1070.55,1810.25,1789.91,2241.37,2164.67,2225.14,2437.18,2539.02,2526.9,1723.51,1687.41
"1617.00_00823",5.3,0,28.36,60.8,24.59,48.34,69.4,63.07,17.15,31.1,72.3,14.68
"1617.00_00824",78.7,136.06,185.05,53.58,106.87,170.81,122.9,123.95,90.64,106.62,33.94,36.7
"1617.00_00825",271.66,226.76,162.67,225.67,226.97,208.41,180.73,239.1,200.87,233.68,298.81,291.39
"1617.00_00826",94.59,7.16,76.11,113.35,131.46,123.54,120,165.02,148.2,145.71,185.93,198.91
"1617.00_00827",547.85,366.4,441.74,271.01,416.12,434.01,429.41,461.33,426.23,456.69,481.79,493.23
"1617.00_00828",1508.86,640.9,549.19,510.08,663.9,486.65,644.84,762.03,739.78,736.57,1406.99,1538.41
"1617.00_00829",2986.69,1439.33,1190.92,1047.98,1331.58,1107.58,1548.49,1449.98,1376.68,1526.44,2811.04,3176.65
"1617.00_00830",135.45,72.8,67.16,57.71,82.28,76.27,56.39,71.88,72.26,66.64,151.99,165.14
"1617.00_00831",370.03,176.63,174.61,184.45,184.42,157.92,206.75,227.36,227.81,275.44,393.25,416.9
"1617.00_00832",5610.93,13323.96,8525.94,6231.2,7664.16,8314.9,8067.76,7798.52,8013.89,8195.53,4562.59,4205.68
"1617.00_00833",6479.62,4012.46,3108.62,3900.3,3304.37,3148.7,3467.11,3603.32,3722.18,3658.85,6261.01,6464.86
"1617.00_00834",6740.68,5127.17,6408.26,6468.2,5756.63,6932.31,6254.69,5724.39,6198.73,6129.76,6214.53,6254.94
"1617.00_00835",1570.15,242.28,258.18,349.33,305.47,369.55,507.49,433.45,456.85,561.53,1238.77,1558.23
"1617.00_00836",258.79,155.15,264.15,140.14,244,333.03,319.53,202.43,218.02,208.8,131.33,119.64
"1617.00_00837",64.32,48.93,38.8,100.99,58.63,61.23,53.5,71.14,48.99,59.53,84.11,102.76
"1617.00_00838",23.46,15.52,17.91,15.46,12.29,15.04,23.13,16.14,14.7,22.21,28.04,28.63
"1617.00_00839",33.29,47.74,32.83,34.01,50.12,42.97,28.92,31.54,41.64,40.87,51.65,51.38
"1617.00_00840",544.82,572.87,616.35,392.61,590.13,564,527.73,495.06,530.34,512.66,352.67,366.25
"1617.00_00841",166.47,183.8,195.5,100.99,271.42,198.74,225.55,232.5,154.33,164.37,124.69,126.98
"1617.00_00842",35.56,23.87,52.23,35.04,35.94,45.12,36.15,48.41,33.07,49.76,31.73,25.69
"1617.00_00843",45.4,46.55,38.8,52.55,46.34,54.79,50.6,54.27,46.54,55.98,41.32,46.97
"1617.00_00844",121.83,100.25,65.66,145.3,89.84,76.27,76.63,64.54,68.59,70.19,144.61,121.84
"1617.00_00845",46.92,29.84,46.26,65.95,53.91,47.27,79.52,55.01,45.32,44.43,54.6,58.72
"1617.00_00846",48.43,27.45,31.34,44.31,46.34,47.27,50.6,33.74,40.42,46.2,37.63,50.64
"1617.00_00847",264.84,226.76,202.96,176.21,247.78,195.52,174.95,252.3,227.81,222.13,262.66,243.68
"1617.00_00848",256.52,257.79,261.17,226.7,276.15,254.6,235.67,283.1,247.41,257.67,270.04,257.63
"1617.00_00849",42.38,42.97,47.76,42.25,45.39,32.23,66.51,53.54,45.32,52.42,50.91,63.12
"1617.00_00850",327.65,245.86,244.75,254.52,242.11,197.67,245.79,272.1,242.51,233.68,365.21,400.02
"1617.00_00851",115.78,65.64,80.59,82.44,96.46,63.38,76.63,88.01,53.89,86.18,106.98,121.11
"1617.00_00852",10.59,11.93,7.46,12.37,18.91,7.52,2.89,10.27,17.15,8,16.23,10.28
"1617.00_00853",10.59,3.58,7.46,13.4,12.29,10.74,21.69,11.73,12.25,6.22,9.59,8.07
"1617.00_00854",3.03,0,1.49,5.15,2.84,5.37,0,4.4,1.22,4.44,4.43,7.34
"1617.00_00855",5.3,13.13,4.48,1.03,5.67,10.74,8.68,1.47,2.45,5.33,1.48,2.94
"1617.00_00856",5.3,1.19,2.98,0,0.95,1.07,5.78,2.2,0,0,5.16,5.14
"1617.00_00857",3.03,2.39,2.98,0,0.95,3.22,1.45,1.47,3.67,3.55,2.21,2.94
"1617.00_00858",13.62,4.77,11.94,10.3,11.35,12.89,10.12,13.2,3.67,10.66,11.8,11.01
"1617.00_00859",9.08,9.55,2.98,7.21,6.62,4.3,5.78,3.67,3.67,4.44,11.07,4.4
"1617.00_00860",15.13,5.97,16.42,6.18,17.02,13.97,14.46,14.67,13.47,8.89,15.49,11.74
"1617.00_00861",3.03,5.97,7.46,2.06,3.78,2.15,5.78,1.47,2.45,2.67,11.07,7.34
"1617.00_00862",6.81,5.97,4.48,5.15,7.57,9.67,5.78,2.93,7.35,9.77,4.43,3.67
"1617.00_00863",14.38,4.77,11.94,5.15,2.84,3.22,5.78,11.73,3.67,5.33,3.69,5.87
"1617.00_00864",158.91,214.83,240.27,166.93,211.84,221.3,241.45,209.03,192.29,216.79,127.64,122.57
"1617.00_00865",221.71,706.54,413.39,348.3,424.63,387.81,364.35,354.24,371.12,340.3,206.59,226.06
"1617.00_00866",159.66,621.8,307.43,287.5,276.15,236.34,218.32,203.89,210.67,238.12,139.45,107.16
"1617.00_00867",89.29,70.42,94.02,40.19,77.55,99.91,88.2,75.54,79.61,54.2,58.29,69.73
"1617.00_00868",41.62,32.22,43.28,21.64,25.53,70.9,46.27,30.07,19.6,33.76,28.04,25.69
"1617.00_00869",36.32,31.03,22.39,12.37,34.99,42.97,57.83,27.87,30.62,22.21,20.66,23.49
"1617.00_00870",59.02,38.19,41.79,30.91,33.1,55.86,69.4,30.07,34.29,39.98,28.77,28.63
"1617.00_00871",36.32,28.64,44.77,29.88,43.5,61.23,56.39,38.14,35.52,36.43,33.2,30.83
"1617.00_00872",18.92,33.42,19.4,17.52,17.97,20.41,17.35,16.87,22.05,15.99,10.33,11.01
"1617.00_00873",6.81,16.71,11.94,11.34,7.57,6.45,5.78,11.73,19.6,8.89,4.43,6.61
"1617.00_00874",267.87,796.05,720.82,197.85,609.05,626.3,533.51,463.53,558.51,444.25,131.33,85.88
"1617.00_00875",713.57,1995.49,1132.71,290.59,1255.92,1134.44,1023.65,1176.42,1136.62,1031.55,332.75,329.55
"1617.00_00876",984.47,1926.27,1119.28,373.03,1446.96,1216.08,1068.47,1388.38,1175.81,1311.43,557.78,530.66
"1617.00_00877",564.5,847.37,404.43,122.62,535.28,499.54,443.87,559.6,535.24,576.64,278.89,283.31
"1617.00_00878",814.21,862.88,529.79,147.36,701.73,552.18,530.62,681.35,571.98,585.52,446.37,458.73
"1617.00_00879",150.58,163.51,86.56,27.82,132.4,102.06,106.99,111.48,102.88,107.51,79.68,91.01
"1617.00_00880",119.56,157.54,125.36,37.1,149.42,102.06,109.88,123.22,118.81,104.84,76.73,83.67
"1617.00_00881",37.83,23.87,32.83,13.4,15.13,42.97,40.48,27.14,31.84,15.1,17.71,21.29
"1617.00_00882",21.19,11.93,23.88,13.4,8.51,18.26,33.25,19.8,24.5,15.99,7.38,16.88
"1617.00_00883",416.18,507.23,619.34,454.43,644.98,684.31,611.59,636.61,563.41,503.78,315.04,278.91
"1617.00_00884",10.59,10.74,14.92,10.3,16.08,12.89,17.35,16.87,7.35,15.99,11.07,21.29
"1617.00_00885",62.05,41.77,55.22,58.74,51.07,73.05,54.94,60.14,57.57,40.87,61.98,60.92
"1617.00_00886",16.65,56.09,59.7,64.92,69.04,55.86,41.93,42.54,45.32,47.09,34.68,22.75
"1617.00_00887",259.55,378.33,368.62,412.18,440.71,342.69,319.53,431.99,384.59,415.82,287.01,271.57
"1617.00_00888",340.51,327.01,319.37,620.34,373.56,285.76,300.73,336.64,335.6,326.08,504.66,525.53
"1617.00_00889",76.43,48.93,37.31,44.31,38.77,25.78,31.81,42.54,40.42,41.76,73.04,89.55
"1617.00_00890",332.19,102.64,417.87,455.46,530.55,335.17,547.97,481.86,425.01,463.8,476.62,542.41
"1617.00_00891",909.55,570.48,704.4,778,898.44,574.74,662.19,850.77,716.51,940.92,1125.15,940.22
"1617.00_00892",1122.19,1532.42,955.12,1052.1,1195.4,818.6,1004.86,1125.81,1121.92,1219.02,1246.89,1250.69
"1617.00_00893",3142.57,5439.86,3347.4,4173.37,3676.98,3221.76,3292.17,3402.36,3689.11,3751.25,3449.98,3228.02
"1617.00_00894",116.53,81.16,102.97,118.5,127.67,117.1,117.11,115.15,142.08,116.39,117.31,143.86
"1617.00_00895",298.9,300.76,229.83,280.29,247.78,255.68,229.89,217.09,280.48,265.66,239.79,248.82
"1617.00_00896",526.66,605.09,537.26,460.62,540.96,492.02,446.76,513.4,535.24,499.34,442.68,444.79
"1617.00_00897",71.13,31.03,67.16,100.99,73.77,62.31,80.97,66.01,61.24,67.53,106.24,114.5
"1617.00_00898",74.91,45.35,47.76,59.77,39.72,52.64,41.93,53.54,47.77,43.54,75.99,82.94
"1617.00_00899",67.35,40.58,89.54,92.74,52.96,76.27,86.75,55.01,60.02,63.97,68.62,82.21
"1617.00_00900",16.65,22.68,35.82,25.76,24.59,21.49,24.58,16.87,17.15,11.55,21.4,20.55
"1617.00_00901",486.56,355.66,483.53,480.19,437.87,542.51,537.85,470.13,426.23,440.7,425.71,386.81
"1617.00_00902",155.88,79.96,137.3,110.26,126.73,121.39,141.69,137.15,132.28,133.28,123.95,138.72
"1617.00_00903",340.51,540.64,398.46,256.58,399.1,380.29,303.63,385.78,355.19,343.85,288.48,254.69
"1617.00_00904",3.78,9.55,4.48,6.18,4.73,5.37,13.01,5.87,4.9,8,5.16,7.34
"1617.00_00905",29.51,25.06,23.88,23.7,14.19,19.34,10.12,20.54,20.82,20.44,18.45,31.56
"1617.00_00906",89.29,40.58,55.22,39.16,48.23,48.34,47.71,60.14,52.67,66.64,90.75,101.29
"1617.00_00907",81.72,60.87,65.66,97.89,75.66,112.8,106.99,79.21,80.84,71.08,72.3,73.4
"1617.00_00908",22.7,48.93,44.77,65.95,33.1,36.53,26.03,31.54,37.97,39.98,33.2,21.29
"1617.00_00909",10.59,17.9,17.91,18.55,17.97,29.01,17.35,19.07,24.5,27.54,9.59,13.95
"1617.00_00910",9.84,9.55,11.94,14.43,8.51,9.67,11.57,5.87,9.8,8.89,8.85,2.94
"1617.00_00911",25.73,14.32,23.88,14.43,17.97,17.19,21.69,16.87,13.47,14.22,22.87,15.41
"1617.00_00912",15.89,16.71,17.91,16.49,7.57,13.97,14.46,11,11.02,10.66,8.85,7.34
"1617.00_00913",32.54,19.1,22.39,18.55,29.32,21.49,21.69,24.2,23.27,30.21,28.04,32.29
"1617.00_00914",139.99,70.42,113.42,98.92,118.22,132.14,133.02,103.41,116.36,108.4,136.49,124.78
"1617.00_00915",20.43,41.77,38.8,25.76,40.67,40.82,21.69,38.87,28.17,31.99,19.92,9.54
"1617.00_00916",1238.72,736.37,1005.86,1637.4,901.28,1017.34,1140.76,864.71,892.88,876.06,1453.48,1595.66
"1617.00_00917",192.96,219.6,246.24,271.01,225.08,222.38,258.8,242.76,198.42,201.69,330.54,369.19
"1617.00_00918",25.73,59.67,52.23,38.13,41.61,53.71,57.83,41.81,37.97,46.2,30.99,38.17
"1617.00_00919",35.56,21.48,22.39,37.1,36.88,40.82,27.47,38.87,37.97,37.32,64.19,66.79
"1617.00_00921",261.82,164.7,149.24,186.51,186.31,166.51,176.39,177.49,204.54,198.14,225.77,190.1
"1617.00_00922",1950.77,1084.87,907.36,1298.38,1088.53,970.07,1038.11,1202.09,1130.49,1262.56,2285.72,2359
"1617.00_00923",1151.7,967.91,1046.16,1006.76,981.66,998,868.95,955.65,1026.39,972.91,1135.48,1256.57
"1617.00_00924",3125.17,3642.49,5260.62,4498.99,4780.64,5288.66,5744.31,4829.61,5173.57,5052.9,3018.36,3139.95
"1617.00_00925",68.86,48.93,86.56,103.05,81.33,100.98,115.67,95.35,74.71,99.51,88.54,98.35
"1617.00_00926",3.03,1.19,2.98,7.21,5.67,1.07,0,5.87,2.45,4.44,0.74,3.67
"1617.00_00927",0.76,1.19,0,1.03,0,0,1.45,0,1.22,0,4.43,0.73
"1617.00_00928",3.78,7.16,5.97,5.15,3.78,7.52,7.23,5.87,6.12,7.11,4.43,7.34
"1617.00_00929",16.65,41.77,34.32,13.4,30.26,19.34,18.8,30.8,25.72,21.32,12.54,9.54
"1617.00_00930",130.91,95.48,132.82,130.87,104.03,110.65,128.68,127.62,107.78,123.5,180.76,160.74
"1617.00_00931",31.02,35.8,35.82,35.04,35.94,36.53,39.04,38.87,33.07,33.76,26.56,31.56
"1617.00_00932",123.34,121.73,89.54,109.23,101.19,122.47,146.03,107.81,126.15,108.4,123.21,139.46
"1617.00_00933",240.63,91.9,210.42,299.86,212.79,204.11,229.89,238.36,225.36,208.8,341.6,381.67
"1617.00_00934",339.76,217.21,164.16,160.75,216.57,185.85,198.08,217.09,199.64,205.24,268.56,306.8
"1617.00_00935",88.53,103.83,95.51,100.99,92.68,125.69,111.33,110.01,94.31,93.29,90.75,110.1
"1617.00_00936",162.69,120.54,155.21,158.69,153.21,171.88,190.85,170.15,129.83,139.49,175.6,166.61
"1617.00_00937",245.17,139.64,155.21,181.36,221.3,164.36,192.3,183.36,186.17,194.58,229.46,258.36
"1617.00_00938",155.88,147.99,128.34,63.89,139.97,149.32,153.26,122.48,148.2,124.39,59.76,63.86
"1617.00_00939",419.97,512,508.9,186.51,355.59,730.51,633.28,349.11,361.32,331.41,113.62,101.29
"1617.00_00940",9936.98,23080.62,24945.06,20634.98,21014.02,22306.28,17689.8,17696.11,19217.18,16146.72,8516.49,7300.12
"1617.00_00941",668.17,1547.94,1235.69,1186.06,1098.93,1083.95,1014.98,1088.4,1148.87,1123.06,722.31,698.74
"1617.00_00942",706,520.36,370.11,614.15,391.53,387.81,419.29,454.72,432.36,455.8,830.03,927.75
"1617.00_00943",148.31,427.26,332.8,191.67,285.61,363.11,325.31,259.63,281.7,266.55,103.29,86.61
"1617.00_00944",192.2,107.41,146.25,200.94,196.71,172.96,212.54,177.49,162.9,172.37,184.45,159.27
"1617.00_00945",19.67,28.64,25.37,40.19,23.64,29.01,10.12,29.34,20.82,19.55,45.74,38.9
"1617.00_00946",111.99,183.8,144.76,130.87,143.75,106.35,102.65,134.95,120.03,133.28,104.77,104.22
"1617.00_00947",75.67,133.67,65.66,57.71,59.58,68.75,53.5,79.21,82.06,83.52,50.91,39.63
"1617.00_00948",61.29,105.03,113.42,50.49,85.12,95.61,63.62,76.28,72.26,67.53,41.32,37.43
"1617.00_00949",1459.67,707.73,625.31,749.15,837.91,779.92,815.45,951.25,897.78,1016.44,1328.05,1202.99
"1617.00_00950",664.38,350.88,365.63,397.76,460.57,367.4,425.08,462.79,447.05,511.78,663.29,607
"1617.00_00951",2448.68,3030.23,1847.56,1884.71,2119.37,1463.16,1419.81,2225.22,2137.28,2163.5,2726.93,2699.56
"1617.00_00952",167.99,155.15,85.07,146.33,99.3,132.14,101.21,104.15,134.73,104.84,168.96,168.81
"1617.00_00953",212.63,343.72,337.28,230.82,263.86,391.04,310.85,293.37,290.28,263,215.44,175.42
"1617.00_00954",339,219.6,520.84,308.11,446.38,624.15,549.42,467.19,466.65,398.94,326.11,327.35
"1617.00_00955",135.45,59.67,129.84,134.99,111.6,137.51,150.37,133.48,134.73,113.73,139.45,150.46
"1617.00_00956",430.56,335.37,332.8,358.6,368.83,372.77,377.36,408.52,380.91,405.16,447.85,455.06
"1617.00_00957",90.8,282.85,152.22,152.51,140.91,152.55,121.45,141.55,143.3,151.05,125.43,115.23
"1617.00_00958",59.78,95.48,70.14,97.89,77.55,97.76,75.18,84.34,77.16,73.75,78.21,88.81
"1617.00_00959",9.84,7.16,11.94,17.52,15.13,23.63,23.13,13.94,13.47,15.99,11.8,9.54
"1617.00_00960",18.92,26.26,20.89,28.85,22.7,30.08,28.92,29.34,22.05,24.88,25.82,30.83
"1617.00_00961",33.29,29.84,14.92,18.55,18.91,19.34,17.35,18.34,22.05,15.99,25.09,38.17
"1617.00_00962",43.89,26.26,43.28,46.37,52.01,56.94,40.48,47.67,41.64,30.21,57.55,43.3
"1617.00_00963",622.76,1581.35,1002.88,959.36,952.35,826.12,776.41,847.84,959.02,822.75,685.42,657.64
"1617.00_00964",42.38,52.51,68.65,68.01,55.8,55.86,62.17,68.21,73.49,52.42,68.62,57.98
"1617.00_00965",250.47,726.83,404.43,337.99,336.68,468.38,349.89,263.3,324.57,357.18,166.74,171.02
"1617.00_00966",224.74,556.16,341.75,301.93,270.48,450.12,349.89,270.63,350.29,361.62,168.96,187.9
"1617.00_00967",62.05,159.93,91.03,63.89,55.8,75.2,70.85,50.61,69.81,73.75,38.37,42.57
"1617.00_00968",52.97,75.19,56.71,49.46,76.6,59.09,66.51,61.61,71.04,52.42,54.6,55.05
"1617.00_00969",22.7,17.9,32.83,25.76,24.59,26.86,21.69,26.4,23.27,29.32,26.56,21.29
"1617.00_00970",534.99,671.93,826.78,786.24,974.1,631.67,663.64,825.1,903.91,846.74,477.36,541.67
"1617.00_00971",93.07,94.28,92.53,95.83,87.01,94.54,70.85,116.61,84.51,111.06,109.2,121.84
"1617.00_00972",94.59,116.96,135.81,138.08,102.14,106.35,147.48,120.28,126.15,113.73,95.91,83.67
"1617.00_00973",211.88,121.73,158.19,156.63,165.5,163.29,185.07,171.62,142.08,171.48,229.46,253.96
"1617.00_00974",154.37,230.34,170.13,189.6,157.94,184.78,161.93,183.36,178.82,176.81,180.76,160.01
"1617.00_00975",210.36,121.73,177.59,173.12,198.6,177.26,222.66,203.89,216.79,175.92,206.59,224.6
"1617.00_00976",21.94,33.42,77.6,102.02,66.2,97.76,49.16,71.14,56.34,74.63,54.6,44.04
"1617.00_00977",5.3,10.74,4.48,2.06,4.73,0,8.68,7.33,3.67,7.11,2.21,0.73
"1617.00_00978",8.32,13.13,7.46,10.3,9.46,7.52,11.57,10.27,17.15,11.55,5.16,12.48
"1617.00_00979",23.46,22.68,22.39,6.18,26.48,23.63,26.03,32.27,28.17,31.1,12.54,4.4
"1617.00_00980",22.7,34.61,34.32,4.12,34.99,29.01,17.35,34.47,19.6,32.87,6.64,5.87
"1617.00_00981",54.48,68.03,62.68,13.4,61.47,61.23,41.93,69.68,78.39,75.52,16.23,12.48
"1617.00_00982",366.24,706.54,468.61,445.16,473.81,398.56,397.6,456.19,492.37,459.35,331.27,304.6
"1617.00_00983",301.17,131.28,146.25,90.68,136.18,108.5,133.02,158.42,175.15,179.48,278.15,361.85
"1617.00_00984",28,32.22,16.42,45.34,17.97,29.01,18.8,27.87,25.72,35.54,38.37,35.96
"1617.00_00985",82.48,83.54,53.73,74.19,67.15,50.49,47.71,69.68,66.14,66.64,81.16,85.88
"1617.00_00986",670.44,776.95,483.53,847.04,480.43,430.78,365.8,476.73,478.9,471.79,945.13,907.19
"1617.00_00987",27.24,20.29,23.88,23.7,28.37,5.37,14.46,17.6,8.57,17.77,27.3,28.63
"1617.00_00988",41.62,53.71,53.73,62.86,52.96,49.42,40.48,43.27,44.09,41.76,30.25,25.69
"1617.00_00989",231.55,367.59,265.64,334.9,247.78,314.76,263.14,258.9,237.61,271.88,302.5,322.22
"1617.00_00990",75.67,71.61,47.76,104.08,63.36,68.75,63.62,68.21,77.16,76.41,101.08,113.77
"1617.00_00991",1035.17,1090.84,883.49,1336.51,919.25,933.55,949.91,1071.54,917.38,1004.01,1392.24,1564.84
"1617.00_00992",547.09,475,447.71,799.64,453,481.28,409.17,522.2,513.19,557.09,790.19,799.3
"1617.00_00993",32.54,52.51,76.11,109.23,60.53,64.46,62.17,52.07,47.77,47.09,52.38,62.39
"1617.00_00994",504.72,897.49,877.52,789.33,927.76,850.83,816.9,846.37,883.08,904.49,559.99,478.55
"1617.00_00995",102.91,120.54,98.5,102.02,104.03,97.76,93.98,91.68,93.09,103.95,110.67,98.35
"1617.00_00996",327.65,208.86,332.8,398.79,362.21,400.71,341.22,365.98,292.73,294.09,257.49,251.02
"1617.00_00997",18.92,42.97,53.73,31.94,43.5,39.75,23.13,30.8,35.52,31.1,24.35,16.15
"1617.00_00998",129.4,103.83,128.34,41.22,98.36,110.65,148.92,110.75,75.94,82.63,69.35,60.92
"1617.00_00999",87.02,99.06,76.11,24.73,53.91,63.38,79.52,54.27,51.44,59.53,45.01,47.71
"1617.00_01000",66.59,38.19,62.68,36.07,44.45,50.49,91.09,43.27,46.54,48.87,49.43,38.9
"1617.00_01001",266.36,223.18,226.84,172.09,209.01,225.6,215.43,219.29,182.5,206.13,199.95,187.16
"1617.00_01002",65.08,28.64,64.17,30.91,51.07,70.9,82.41,48.41,68.59,56.86,34.68,41.1
"1617.00_01003",47.67,37,32.83,28.85,39.72,44.05,56.39,52.81,50.22,35.54,41.32,44.77
