"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_04077",100.64,171.86,108.94,56.68,77.55,68.75,75.18,89.48,94.31,84.41,63.45,63.12
"1617.00_04078",147.56,62.06,126.85,106.14,111.6,161.14,138.8,113.68,105.33,119.95,123.21,154.13
"1617.00_04079",95.34,57.29,74.62,63.89,62.42,89.16,91.09,67.48,51.44,51.53,73.78,88.08
"1617.00_04080",87.78,46.55,67.16,53.58,67.15,71.98,92.53,81.41,74.71,63.08,75.26,93.21
"1617.00_04081",48.43,23.87,32.83,18.55,29.32,33.3,59.28,33.74,44.09,42.65,20.66,33.76
"1617.00_04082",127.13,52.51,86.56,107.17,107.81,102.06,125.79,112.95,112.68,103.95,134.28,140.92
"1617.00_04083",1018.52,1868.98,1375.97,972.76,1404.4,1147.33,1090.16,1196.95,1265.22,1245.68,673.62,618.01
"1617.00_04084",375.32,852.14,832.75,573.97,590.13,889.5,692.56,615.34,634.45,578.41,299.55,273.04
"1617.00_04085",15.13,33.42,25.37,22.67,29.32,24.71,26.03,21.27,24.5,23.99,19.92,19.08
"1617.00_04086",279.22,216.02,210.42,196.82,242.11,172.96,185.07,228.83,233.94,215.91,306.93,265.7
"1617.00_04087",9.08,16.71,11.94,10.3,13.24,10.74,7.23,15.4,15.92,8.89,4.43,5.14
"1617.00_04088",21.19,96.67,32.83,30.91,33.1,41.9,37.59,25.67,29.4,32.87,14.76,13.95
"1617.00_04089",102.15,62.06,85.07,80.38,101.19,89.16,104.1,106.35,115.13,127.06,140.92,110.83
"1617.00_04090",80.21,108.61,98.5,137.05,104.98,88.09,112.78,98.28,91.86,97.74,109.93,110.1
"1617.00_04091",307.22,323.43,265.64,217.43,283.72,236.34,235.67,312.44,286.6,300.31,236.1,248.82
"1617.00_04092",236.85,213.63,256.69,227.73,230.76,254.6,245.79,234.7,230.26,242.56,270.77,274.51
"1617.00_04093",101.4,40.58,52.23,73.16,65.26,67.68,47.71,83.61,58.79,72.86,106.24,124.04
"1617.00_04094",24.21,15.52,16.42,13.4,23.64,24.71,23.13,21.27,22.05,17.77,20.66,14.68
"1617.00_04095",258.03,248.24,379.06,364.78,298.85,389.96,336.88,334.44,303.75,310.09,323.9,275.24
"1617.00_04096",147.56,68.03,76.11,77.28,73.77,63.38,72.29,74.81,84.51,92.4,122.48,137.99
"1617.00_04097",31.78,13.13,29.85,26.79,27.43,19.34,31.81,31.54,23.27,39.09,30.25,45.51
"1617.00_04098",6.81,3.58,8.95,4.12,7.57,15.04,8.68,2.93,8.57,6.22,2.95,5.14
"1617.00_04099",332.95,266.14,344.74,72.13,360.32,343.77,355.68,333.71,334.37,339.41,96.65,86.61
"1617.00_04100",144.53,330.59,296.98,284.41,302.63,329.8,280.49,237.63,341.72,340.3,148.3,133.58
"1617.00_04101",93.07,329.4,226.84,241.13,218.46,280.39,234.23,206.83,242.51,243.45,101.82,112.3
"1617.00_04102",481.26,261.37,280.57,441.04,335.73,339.47,318.08,398.25,340.5,391.83,535.65,519.65
"1617.00_04103",899.72,1025.2,932.73,955.24,1021.38,756.29,861.72,979.12,908.8,943.59,1105.23,1197.85
"1617.00_04104",145.29,181.41,134.31,112.32,129.56,155.77,153.26,138.62,122.48,146.6,118.05,118.9
"1617.00_04105",286.03,210.05,222.36,260.71,240.21,213.78,206.75,253.03,259.66,231.01,300.29,329.55
"1617.00_04106",105.94,38.19,95.51,76.25,104.03,96.68,101.21,99.01,84.51,95.96,140.92,136.52
"1617.00_04107",547.09,682.67,502.93,512.14,592.97,488.8,495.92,554.47,601.38,559.76,599.84,551.22
"1617.00_04108",1449.08,2668.61,1284.94,1169.57,1117.85,1792.97,1671.39,1055.4,1169.69,1101.74,863.23,868.29
"1617.00_04109",490.34,290.01,247.73,222.58,292.23,276.09,427.97,317.57,325.8,346.52,334.23,410.29
"1617.00_04110",344.3,113.38,191.02,244.22,267.64,284.68,287.72,288.97,204.54,319.86,375.54,359.65
"1617.00_04111",123.34,37,41.79,62.86,70.93,55.86,78.08,63.07,72.26,69.3,92.23,83.67
"1617.00_04112",83.24,165.89,89.54,104.08,120.11,125.69,88.2,121.75,95.53,107.51,84.11,74.13
"1617.00_04113",433.59,249.44,371.6,315.32,361.27,372.77,364.35,396.78,303.75,325.19,381.45,411.03
"1617.00_04114",223.98,144.41,180.58,180.33,186.31,206.26,179.28,194.36,178.82,204.36,187.4,197.44
"1617.00_04115",71.13,14.32,38.8,44.31,52.01,59.09,66.51,42.54,35.52,43.54,58.29,59.45
"1617.00_04116",224.74,145.6,179.09,201.97,142.8,189.07,219.77,129.82,143.3,129.72,182.24,175.42
"1617.00_04117",475.96,293.59,277.58,265.86,280.88,304.02,294.95,331.51,327.02,335.85,518.68,516.72
"1617.00_04118",63.56,27.45,61.19,80.38,69.04,68.75,82.41,76.28,72.26,68.41,77.47,74.87
"1617.00_04119",171.01,140.83,191.02,207.12,143.75,163.29,174.95,180.42,158,173.26,165.27,155.6
"1617.00_04120",115.02,84.74,126.85,81.41,96.46,82.72,92.53,101.95,106.56,98.62,85.59,99.09
"1617.00_04121",267.87,68.03,444.73,316.35,381.13,414.67,368.69,360.11,402.96,304.76,178.55,166.61
"1617.00_04122",370.03,366.4,383.54,303.99,350.86,388.89,331.1,346.91,351.52,309.2,267.09,299.46
"1617.00_04123",552.39,309.11,370.11,418.37,500.29,307.24,442.43,565.47,505.84,479.79,626.4,654.71
"1617.00_04124",1294.71,887.95,1043.17,1214.91,998.69,1279.46,1374.99,1209.42,1145.19,1307.87,1052.11,965.18
"1617.00_04125",80.97,9.55,7.46,742.96,15.13,51.57,56.39,11,14.7,12.44,956.93,966.65
"1617.00_04126",65.08,40.58,80.59,169,101.19,110.65,114.22,112.95,91.86,95.07,131.33,112.3
"1617.00_04127",14.38,16.71,22.39,24.73,30.26,24.71,27.47,24.94,19.6,22.21,18.45,19.08
"1617.00_04128",76.43,37,65.66,34.01,86.06,82.72,106.99,85.08,63.69,62.2,20.66,31.56
"1617.00_04129",295.87,401.01,235.8,203,270.48,203.04,160.49,258.9,229.04,274.55,338.65,340.56
"1617.00_04130",329.92,663.57,546.21,531.72,486.1,484.5,495.92,414.39,417.66,439.81,410.22,336.89
"1617.00_04131",60.54,156.35,98.5,110.26,87.95,134.28,98.32,76.28,104.11,95.96,42.05,41.84
"1617.00_04132",317.06,452.33,280.57,266.89,255.35,252.45,227,274.3,269.46,271.88,248.64,257.63
"1617.00_04133",6121.7,8992.84,15852.01,36565.91,11737.4,16165.71,14436.67,10182.89,11217.98,10019.62,15223.13,13541.11
"1617.00_04134",853.56,729.21,808.87,900.62,901.28,836.86,822.68,945.39,939.42,1010.23,898.65,929.95
"1617.00_04135",146.04,75.19,128.34,130.87,112.54,119.24,128.68,107.08,113.91,135.05,178.55,187.9
"1617.00_04136",233.82,260.18,271.61,263.8,279.93,255.68,261.7,239.83,243.74,223.9,242.74,233.4
"1617.00_04137",320.08,294.79,344.74,348.3,330.06,427.56,388.93,379.18,347.84,299.42,288.48,328.82
"1617.00_04138",316.3,315.08,358.17,398.79,438.82,388.89,432.3,440.79,426.23,393.61,319.47,325.89
"1617.00_04139",28.75,17.9,17.91,25.76,33.1,37.6,24.58,29.34,31.84,23.1,16.97,24.22
"1617.00_04140",15.89,2.39,13.43,4.12,17.02,16.11,18.8,13.94,4.9,11.55,9.59,12.48
"1617.00_04141",1808.51,2852.41,1977.4,2077.41,2167.6,1678.02,1909.95,2197.35,2232.82,1971.58,1925.67,2037.52
"1617.00_04142",394.24,644.48,538.75,315.32,465.3,402.85,390.38,434.92,478.9,429.15,285.53,289.19
"1617.00_04143",53.73,44.16,31.34,46.37,44.45,60.16,65.06,53.54,47.77,46.2,47.22,53.58
"1617.00_04144",15.13,20.29,28.36,16.49,14.19,19.34,13.01,12.47,23.27,14.22,5.9,11.01
"1617.00_04145",43.13,44.16,47.76,54.61,54.85,66.61,44.82,46.94,44.09,47.09,42.05,29.36
"1617.00_04146",1087.38,1003.71,602.92,549.24,734.83,569.37,605.81,872.78,823.07,768.55,962.84,941.69
"1617.00_04147",233.82,179.02,204.46,174.15,208.06,201.96,205.31,209.76,191.07,186.59,258.23,266.43
"1617.00_04148",364.73,547.81,444.73,390.54,365.05,314.76,323.87,369.65,402.96,331.41,309.14,338.36
"1617.00_04149",236.09,262.56,264.15,325.63,226.03,279.31,290.61,264.77,224.14,239.01,326.11,366.99
"1617.00_04150",532.72,699.38,429.8,336.96,389.64,351.29,387.48,456.92,491.15,436.25,323.9,348.64
"1617.00_04151",42.38,95.48,46.26,60.8,55.8,58.01,47.71,60.87,48.99,47.98,36.15,45.51
"1617.00_04152",42.38,70.42,64.17,50.49,61.47,37.6,53.5,49.14,62.47,47.98,43.53,41.84
"1617.00_04153",13.62,17.9,13.43,14.43,12.29,9.67,11.57,11,9.8,15.99,26.56,24.22
"1617.00_04154",436.62,403.39,326.83,214.34,408.55,359.88,307.96,401.92,376.01,421.15,471.46,530.66
"1617.00_04155",706,588.38,538.75,535.84,609.99,490.94,576.89,693.82,630.77,566.86,1103.02,1080.41
"1617.00_04156",728.7,670.73,931.24,950.09,859.66,822.9,1013.53,940.99,827.97,685.92,1354.61,1286.66
"1617.00_04157",41.62,40.58,46.26,52.55,52.01,46.19,44.82,53.54,37.97,62.2,60.5,68.26
"1617.00_04158",41.62,46.55,80.59,70.07,53.91,66.61,43.38,53.54,55.12,53.31,62.71,64.59
"1617.00_04159",1121.43,1882.11,1780.4,1294.26,1910.37,1286.98,1548.49,1736.75,1822.51,1519.34,1080.88,1170.69
"1617.00_04160",87.02,26.26,44.77,23.7,57.69,46.19,28.92,51.34,52.67,55.98,46.48,30.83
"1617.00_04161",164.2,96.67,38.8,22.67,54.85,46.19,40.48,67.48,67.36,71.08,42.79,59.45
"1617.00_04162",183.12,99.06,53.73,83.47,77.55,41.9,50.6,96.81,93.09,88.85,188.14,171.02
"1617.00_04163",32.54,16.71,14.92,21.64,32.15,17.19,31.81,38.14,23.27,22.21,30.99,44.77
"1617.00_04164",48.43,37,31.34,26.79,44.45,31.15,46.27,41.07,51.44,47.09,40.58,43.3
"1617.00_04165",78.7,99.06,98.5,69.04,104.98,105.28,93.98,99.01,118.81,108.4,53.12,54.31
"1617.00_04166",99.88,309.11,195.5,175.18,185.36,221.3,180.73,150.35,195.97,166.15,82.63,94.68
"1617.00_04167",15.89,23.87,14.92,12.37,15.13,12.89,18.8,18.34,17.15,10.66,16.97,15.41
"1617.00_04168",2148.27,4356.18,3860.78,3066.65,3450.01,3458.1,3175.06,2990.91,3607.05,3211.93,1701.38,1527.4
"1617.00_04169",82.48,40.58,71.63,76.25,82.28,79.5,65.06,57.94,83.29,73.75,95.18,96.88
"1617.00_04170",34.05,62.06,59.7,55.64,63.36,46.19,50.6,43.27,66.14,47.09,23.61,35.23
"1617.00_04171",1285.63,674.31,696.94,714.11,742.39,671.42,763.4,827.3,764.28,771.22,1399.62,1481.9
"1617.00_04172",102.91,52.51,64.17,61.83,49.18,56.94,53.5,64.54,57.57,64.86,87.06,118.9
"1617.00_04173",592.5,362.82,405.93,453.4,418.01,401.78,446.76,434.92,413.98,415.82,607.95,588.65
"1617.00_04174",327.65,221.99,301.46,290.59,400.04,328.73,373.03,343.24,292.73,353.62,312.09,369.92
"1617.00_04175",308.73,229.15,368.62,424.55,342.35,358.81,400.5,412.92,391.94,381.17,323.16,348.64
"1617.00_04176",286.03,187.38,271.61,329.75,283.72,268.57,229.89,272.1,238.84,255.89,254.54,319.28
"1617.00_04177",61.29,94.28,80.59,68.01,67.15,60.16,52.05,62.34,69.81,77.3,61.98,57.25
"1617.00_04178",33.29,28.64,26.86,37.1,40.67,37.6,27.47,50.61,40.42,39.98,42.05,43.3
"1617.00_04179",20.43,20.29,10.45,14.43,17.97,15.04,23.13,16.14,12.25,15.99,13.28,16.88
"1617.00_04180",28.75,35.8,23.88,26.79,21.75,29.01,27.47,21.27,24.5,34.65,27.3,30.09
"1617.00_04181",22.7,59.67,46.26,42.25,38.77,33.3,40.48,38.87,45.32,33.76,22.87,15.41
"1617.00_04182",121.83,120.54,150.73,216.4,147.53,149.32,143.14,145.22,160.45,135.05,151.25,165.88
"1617.00_04183",3.78,2.39,26.86,40.19,18.91,46.19,27.47,24.2,17.15,18.66,19.92,16.15
"1617.00_04184",41.62,69.22,68.65,60.8,60.53,59.09,44.82,44.74,47.77,41.76,27.3,30.83
"1617.00_04185",9.84,16.71,8.95,14.43,23.64,16.11,18.8,16.14,22.05,17.77,9.59,8.07
"1617.00_04186",3794.85,6059.27,3757.8,2901.78,3987.18,3867.4,3734.59,3673.73,4231.7,4311.89,2414.1,2438.27
"1617.00_04187",2783.9,4051.85,2638.52,2218.58,2798.4,2913.44,2830.95,2642.53,2836.65,3230.59,1968.46,1880.45
"1617.00_04188",3398.34,4281,2980.27,2242.28,3119,3269.02,3257.47,3193.34,3551.93,3606.42,2086.51,2078.62
"1617.00_04189",18.16,16.71,7.46,4.12,14.19,8.59,13.01,10.27,11.02,14.22,11.07,11.74
"1617.00_04190",29.51,16.71,46.26,30.91,36.88,36.53,24.58,35.2,39.19,31.1,23.61,24.96
"1617.00_04191",53.73,56.09,50.74,37.1,46.34,49.42,39.04,45.47,37.97,53.31,64.93,44.04
"1617.00_04192",7.57,7.16,4.48,11.34,5.67,10.74,10.12,6.6,11.02,13.33,8.85,6.61
"1617.00_04193",22.7,26.26,14.92,34.01,28.37,31.15,20.24,33.74,24.5,40.87,20.66,30.83
"1617.00_04194",0,1.19,4.48,3.09,0.95,1.07,0,1.47,6.12,0,2.21,0
"1617.00_04195",3.03,0,4.48,1.03,1.89,5.37,5.78,5.87,4.9,7.11,1.48,0.73
"1617.00_04196",2.27,1.19,2.98,2.06,0.95,3.22,0,0.73,2.45,1.78,2.21,2.2
"1617.00_04199",3.78,0,1.49,3.09,0.95,3.22,1.45,2.2,6.12,0.89,0,0
"1617.00_04200",99.88,42.97,38.8,32.97,30.26,87.02,73.74,96.08,82.06,96.85,30.99,46.24
"1617.00_04201",31.78,21.48,10.45,24.73,27.43,26.86,26.03,41.07,36.74,31.1,23.61,31.56
"1617.00_04202",50.7,82.35,73.13,38.13,71.88,70.9,73.74,56.47,72.26,55.98,32.46,33.03
"1617.00_04203",141.5,288.82,258.18,347.27,244,208.41,186.51,192.16,246.19,207.91,216.91,209.18
"1617.00_04204",27398.59,37419.03,59502.51,72662.97,47770.49,76734.5,65279.49,45181.99,45774.61,46246.45,32805.77,31324.61
"1617.00_04205",86.26,122.93,101.48,172.09,114.43,97.76,144.58,105.61,133.5,117.28,119.52,123.31
"1617.00_04206",83.24,85.93,108.94,107.17,83.22,88.09,93.98,82.88,71.04,85.3,90.75,99.82
"1617.00_04207",1223.58,2293.86,1769.96,1673.47,1747.7,1623.23,1612.11,1500.59,1726.97,1497.12,1104.49,1078.94
"1617.00_04208",640.92,618.22,501.44,478.13,503.13,484.5,562.43,539.07,525.44,553.54,590.98,636.36
"1617.00_04209",208.85,378.33,470.1,377.15,375.45,455.49,387.48,382.12,334.37,373.17,231.67,209.18
"1617.00_04210",139.99,169.47,107.45,127.78,117.27,94.54,98.32,115.15,115.13,110.17,129.85,117.44
"1617.00_04211",523.64,807.98,698.43,1260.25,693.22,684.31,584.12,682.82,690.79,707.25,920.78,835.26
"1617.00_04212",991.28,761.44,590.98,604.88,640.26,581.18,608.7,780.37,764.28,780.99,771.01,758.93
"1617.00_04213",263.33,131.28,147.75,152.51,186.31,155.77,174.95,205.36,182.5,199.91,239.79,309
"1617.00_04214",217.17,158.73,159.68,172.09,135.24,155.77,118.56,165.75,170.25,134.16,199.21,199.64
"1617.00_04215",347.33,340.14,279.07,256.58,275.21,325.51,293.5,337.38,302.53,275.44,315.78,268.64
"1617.00_04216",95.34,28.64,46.26,80.38,62.42,63.38,69.4,86.54,85.74,90.63,105.51,110.83
"1617.00_04217",171.77,132.48,164.16,143.23,122,172.96,160.49,158.42,148.2,167.04,178.55,184.96
"1617.00_04218",93.07,71.61,47.76,59.77,57.69,65.53,56.39,53.54,66.14,65.75,92.96,98.35
"1617.00_04219",201.28,131.28,83.57,104.08,88.9,107.43,95.43,123.22,117.58,114.62,202.9,199.64
"1617.00_04220",357.16,322.24,191.02,247.31,196.71,191.22,196.63,214.89,208.22,228.34,360.05,416.16
"1617.00_04221",495.64,464.26,452.19,528.63,464.35,443.68,404.83,517.07,445.83,464.69,584.34,615.81
"1617.00_04222",1639.77,1405.91,1017.8,1172.66,1124.47,1033.45,1097.39,1246.82,1136.62,1181.71,1928.62,1887.78
"1617.00_04223",699.19,667.15,711.86,612.09,624.18,704.73,682.43,610.94,633.22,596.18,546.71,601.13
"1617.00_04224",255.76,295.98,249.23,258.65,207.11,266.42,221.21,239.1,252.31,185.7,279.63,304.6
"1617.00_04225",663.63,501.26,420.85,466.8,429.36,522.1,540.74,525.87,459.3,531.32,438.26,469.74
"1617.00_04226",430.56,182.6,198.49,221.55,193.87,239.56,244.35,280.17,243.74,267.44,313.57,296.53
"1617.00_04227",502.45,207.66,198.49,259.68,262.91,277.16,352.78,299.97,278.03,343.85,340.87,326.62
"1617.00_04228",6993.42,10288.95,6791.8,6203.38,7086.32,6707.78,7060.02,7259.45,7298.61,7219.07,4784.67,4252.65
"1617.00_04229",144.53,60.87,122.37,128.81,137.13,136.43,143.14,165.02,127.38,133.28,164.53,199.64
"1617.00_04230",788.48,637.32,516.36,480.19,539.06,616.63,513.27,583.07,657.72,608.62,664.02,698.01
"1617.00_04231",274.68,226.76,261.17,191.67,269.53,311.54,277.6,242.03,240.06,225.68,196.99,245.15
"1617.00_04232",524.39,560.93,580.53,359.63,470.97,559.7,477.13,488.46,454.4,398.94,530.48,591.58
"1617.00_04233",406.35,223.18,210.42,217.43,224.14,304.02,234.23,246.43,284.15,234.56,340.13,382.4
"1617.00_04234",87.02,71.61,149.24,134.99,170.23,140.73,148.92,132.02,142.08,119.06,98.13,108.63
"1617.00_04235",56,14.32,44.77,44.31,48.23,55.86,49.16,46.21,63.69,65.75,40.58,52.11
"1617.00_04237",121.07,47.74,91.03,110.26,95.52,114.95,112.78,102.68,134.73,107.51,115.84,89.55
"1617.00_04238",200.53,28.64,176.1,164.87,164.56,175.11,146.03,199.49,206.99,187.47,190.35,205.51
"1617.00_04240",112.75,22.68,177.59,134.99,132.4,192.3,224.1,169.42,154.33,153.71,163.05,136.52
"1617.00_04242",139.99,159.93,102.97,94.8,129.56,110.65,111.33,136.42,133.5,126.17,126.9,107.16
"1617.00_04243",133.18,89.51,91.03,104.08,102.14,91.31,89.64,109.28,88.19,89.74,165.27,141.66
"1617.00_04244",148.31,114.57,131.33,136.02,137.13,154.7,125.79,115.15,126.15,120.84,163.79,151.2
"1617.00_04245",261.82,361.62,456.67,284.41,337.62,445.82,461.22,348.38,349.07,315.42,269.3,226.8
"1617.00_04246",486.56,448.75,392.49,530.69,470.03,365.25,336.88,479.66,478.9,453.14,545.24,552.68
"1617.00_04247",419.21,255.4,407.42,389.51,350.86,452.27,536.41,393.85,385.81,366.95,388.09,408.09
"1617.00_04248",893.66,608.67,510.39,498.74,564.6,469.46,491.58,605.81,612.4,586.41,1075.72,1090.69
"1617.00_04249",69.62,167.09,150.73,104.08,112.54,156.84,153.26,92.41,110.23,101.29,80.42,53.58
"1617.00_04250",6.05,23.87,16.42,10.3,12.29,12.89,8.68,24.2,9.8,8,2.95,6.61
"1617.00_04251",2432.03,4313.22,3674.23,3875.56,3297.75,3898.55,3480.13,3356.16,3733.2,3565.55,2479.76,2285.6
"1617.00_04252",1240.99,1663.7,1599.83,1606.49,1614.35,1491.1,1578.85,1558.53,1690.23,1624.18,1140.65,1183.17
"1617.00_04253",110.48,82.35,55.22,76.25,106.87,52.64,80.97,99.01,91.86,108.4,87.06,122.57
"1617.00_04254",56,35.8,44.77,42.25,56.74,44.05,33.25,52.81,48.99,45.31,56.07,56.52
"1617.00_04255",377.59,578.84,383.54,404.97,427.47,382.44,380.25,404.12,402.96,446.03,363,402.95
"1617.00_04256",732.49,486.94,396.97,429.7,470.03,443.68,478.57,514.13,480.12,510.89,782.07,857.28
"1617.00_04257",220.96,158.73,188.04,155.6,165.5,164.36,159.04,178.96,173.92,187.47,151.99,137.99
"1617.00_04258",317.06,280.47,176.1,58.74,150.37,136.43,137.35,175.29,178.82,204.36,138.71,124.04
"1617.00_04259",24.97,164.7,91.03,35.04,71.88,73.05,63.62,74.08,78.39,73.75,13.28,13.95
"1617.00_04260",22.7,7.16,25.37,21.64,16.08,10.74,23.13,16.87,12.25,17.77,26.56,22.75
"1617.00_04261",108.21,60.87,186.55,113.35,145.64,145.03,135.91,140.08,113.91,111.95,99.6,88.08
"1617.00_04262",12.86,14.32,23.88,20.61,17.97,11.82,23.13,18.34,18.37,11.55,8.12,20.55
"1617.00_04263",6.81,4.77,10.45,11.34,7.57,11.82,5.78,8.07,12.25,9.77,4.43,5.14
"1617.00_04264",7.57,2.39,2.98,3.09,2.84,2.15,1.45,3.67,2.45,3.55,6.64,5.87
"1617.00_04265",236.09,132.48,465.62,64.92,357.48,662.83,487.25,305.84,327.02,247,30.25,27.16
"1617.00_04266",2.27,1.19,0,4.12,3.78,1.07,0,2.93,1.22,1.78,5.16,3.67
"1617.00_04268",3.03,1.19,2.98,2.06,0.95,3.22,1.45,0.73,0,6.22,4.43,5.14
"1617.00_04269",1.51,0,7.46,4.12,3.78,6.45,11.57,2.2,1.22,5.33,4.43,4.4
"1617.00_04270",0.76,0,2.98,3.09,1.89,1.07,2.89,0.73,1.22,1.78,0.74,1.47
"1617.00_04271",3.78,3.58,5.97,12.37,5.67,3.22,2.89,2.2,3.67,2.67,1.48,1.47
"1617.00_04272",7.57,2.39,25.37,9.27,9.46,13.97,17.35,9.53,12.25,7.11,6.64,2.94
"1617.00_04273",4.54,16.71,5.97,4.12,8.51,10.74,7.23,4.4,3.67,8.89,2.21,2.94
"1617.00_04274",2.27,0,0,2.06,0,1.07,2.89,1.47,1.22,0,1.48,2.2
"1617.00_04275",3.03,3.58,11.94,10.3,6.62,18.26,11.57,3.67,19.6,3.55,6.64,11.01
"1617.00_04276",12.86,7.16,5.97,16.49,10.4,8.59,13.01,11.73,7.35,3.55,16.97,13.95
"1617.00_04277",12.86,13.13,17.91,12.37,15.13,16.11,23.13,19.07,8.57,25.77,8.85,13.95
"1617.00_04278",4.54,0,4.48,5.15,1.89,0,7.23,2.2,2.45,2.67,2.95,0.73
"1617.00_04279",6.81,8.35,14.92,9.27,11.35,18.26,10.12,9.53,11.02,6.22,11.07,11.01
"1617.00_04280",7.57,3.58,8.95,17.52,6.62,8.59,11.57,12.47,11.02,10.66,6.64,11.74
"1617.00_04281",3.78,0,1.49,1.03,2.84,3.22,1.45,1.47,0,0.89,0.74,4.4
"1617.00_04282",3.78,2.39,7.46,1.03,2.84,6.45,7.23,5.87,4.9,3.55,2.21,7.34
"1617.00_04283",11987.64,7555.89,21464.84,22190.98,17092.1,22915.39,19475.41,18234.44,15523.17,13772.65,19046.44,16265.63
"1617.00_04284",30.27,17.9,22.39,42.25,27.43,30.08,30.36,27.87,42.87,29.32,26.56,27.16
"1617.00_04285",4.54,7.16,1.49,5.15,1.89,8.59,7.23,4.4,3.67,4.44,4.43,4.4
"1617.00_04286",3.03,0,2.98,1.03,2.84,1.07,2.89,2.2,6.12,0,2.95,2.94
"1617.00_04287",21.94,47.74,76.11,39.16,34.05,34.38,40.48,42.54,40.42,45.31,22.87,15.41
"1617.00_04288",34.81,64.45,65.66,85.53,61.47,63.38,62.17,51.34,52.67,69.3,50.91,44.04
"1617.00_04289",152.1,282.85,255.2,216.4,212.79,288.98,255.91,191.42,280.48,215.02,118.05,102.76
"1617.00_04290",125.61,231.53,231.32,245.25,171.18,255.68,215.43,151.82,194.74,165.26,99.6,110.83
"1617.00_04291",25.73,100.25,91.03,55.64,93.63,59.09,50.6,57.94,58.79,63.97,32.46,33.03
"1617.00_04292",2.27,4.77,11.94,12.37,17.97,9.67,4.34,11,9.8,8.89,6.64,5.87
"1617.00_04293",1.51,3.58,0,2.06,0.95,3.22,0,2.93,1.22,2.67,0.74,0
"1617.00_04294",1.51,2.39,2.98,3.09,2.84,2.15,1.45,2.93,1.22,3.55,2.21,2.94
"1617.00_04295",6.81,5.97,7.46,2.06,7.57,6.45,4.34,2.93,3.67,1.78,7.38,5.14
"1617.00_04296",2.27,7.16,0,2.06,0.95,3.22,1.45,2.93,1.22,1.78,2.95,0.73
"1617.00_04298",2.27,1.19,1.49,0,0.95,1.07,0,1.47,0,0.89,2.21,1.47
"1617.00_04299",3.78,3.58,7.46,0,6.62,5.37,4.34,5.87,2.45,6.22,0.74,1.47
"1617.00_04301",21.19,7.16,40.29,27.82,31.21,30.08,23.13,21.27,28.17,22.21,31.73,23.49
"1617.00_04302",1.51,4.77,0,0,0,3.22,5.78,2.2,1.22,2.67,0.74,0.73
"1617.00_04303",3.03,0,7.46,5.15,6.62,4.3,1.45,5.13,1.22,3.55,2.21,5.14
"1617.00_04304",16.65,20.29,13.43,15.46,17.97,17.19,15.9,24.94,20.82,24.88,16.97,18.35
"1617.00_04305",21.19,59.67,28.36,58.74,32.15,48.34,37.59,30.8,37.97,30.21,29.51,25.69
"1617.00_04306",3.78,20.29,16.42,12.37,14.19,5.37,11.57,11.73,11.02,14.22,7.38,8.81
"1617.00_04307",19.67,35.8,32.83,29.88,22.7,40.82,34.7,28.6,24.5,26.66,22.13,16.15
"1617.00_04308",8.32,8.35,16.42,13.4,8.51,17.19,10.12,5.13,11.02,8,11.07,15.41
"1617.00_04309",4.54,1.19,1.49,3.09,0.95,1.07,1.45,3.67,3.67,4.44,2.95,4.4
"1617.00_04310",0.76,0,1.49,0,2.84,0,0,0,2.45,1.78,1.48,0.73
"1617.00_04311",31.78,22.68,25.37,31.94,35.94,42.97,31.81,28.6,35.52,30.21,33.2,32.29
"1617.00_04312",0.76,5.97,5.97,6.18,3.78,3.22,4.34,2.93,3.67,8.89,0.74,5.14
"1617.00_04313",7.57,3.58,4.48,7.21,9.46,6.45,2.89,6.6,3.67,5.33,3.69,5.14
"1617.00_04314",2.27,1.19,0,1.03,0.95,0,2.89,1.47,1.22,0,0,0.73
"1617.00_04315",2.27,0,1.49,1.03,0.95,0,2.89,0.73,1.22,0,2.21,0.73
"1617.00_04317",0,1.19,0,5.15,0.95,11.82,4.34,0,3.67,1.78,1.48,2.2
"1617.00_04318",18.16,26.26,20.89,35.04,19.86,30.08,14.46,14.67,13.47,14.22,16.23,22.02
"1617.00_04319",447.97,1152.9,1037.2,445.16,728.21,872.31,769.18,639.55,630.77,646.83,298.81,253.22
"1617.00_04320",144.53,368.78,370.11,237.01,300.74,357.73,326.76,231.03,275.58,255,95.91,82.21
"1617.00_04321",644.71,1495.42,1398.36,1034.58,1198.23,1364.33,1121.97,1191.82,1152.54,1090.19,642.63,567.36
"1617.00_04322",142.26,236.31,208.93,158.69,165.5,224.52,180.73,170.15,161.67,167.04,126.16,124.04
"1617.00_04323",55.24,45.35,47.76,60.8,52.96,59.09,65.06,44.74,46.54,65.75,67.14,55.05
"1617.00_04324",121.07,74,156.7,131.9,145.64,152.55,185.07,159.15,140.85,128.83,143.13,168.08
"1617.00_04325",15.89,3.58,13.43,22.67,25.53,39.75,20.24,20.54,37.97,28.43,23.61,29.36
"1617.00_04326",92.32,76.38,99.99,81.41,102.14,105.28,91.09,107.81,66.14,81.74,70.09,88.08
