"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_02427",2,2,1,1,2,1,0,1,3,1
"2351_02428",4,4,3,4,2,1,1,1,6,4
"2351_02429",52,50,55,55,40,56,41,52,63,49
"2351_02430",54,40,30,20,17,56,50,49,32,37
"2351_02432",5,8,3,6,2,10,8,10,10,4
"2351_02433",5,2,8,2,4,2,4,0,3,2
"2351_02434",1119,694,796,544,606,1041,791,759,705,645
"2351_02435",16,17,18,8,12,15,13,7,8,10
"2351_02436",71,69,73,42,45,83,68,98,101,87
"2351_02437",5,1,2,1,5,3,6,4,6,1
"2351_02438",9,4,9,6,3,9,8,6,8,8
"2351_02439",0,6,0,3,2,2,3,7,7,5
"2351_02440",1,1,4,3,1,0,2,4,3,2
"2351_02441",6,11,17,15,9,10,16,10,15,15
"2351_02442",7,6,13,11,10,17,22,10,15,16
"2351_02443",14,16,16,22,13,17,14,17,19,25
"2351_02444",9,7,13,11,18,8,4,10,10,5
"2351_02445",75,64,64,43,44,97,62,78,66,55
"2351_02446",17,6,13,11,7,15,11,11,20,14
"2351_02447",131,106,125,90,89,167,133,146,177,112
"2351_02448",2193,1778,2051,1594,1594,2356,1786,2455,2516,2425
"2351_02449",250,186,248,177,181,279,128,221,224,249
"2351_02451",2059,1589,2024,1664,1634,2482,1984,2348,2279,1946
"2351_02452",4950,4647,5689,4934,4929,6372,4983,6043,5989,5243
"2351_02453",2666,2741,3419,2941,2939,3811,3141,3509,3549,3031
"2351_02454",1246,1191,1540,1385,1434,1500,1403,1801,1580,1329
"2351_02455",12923,17138,29129,25182,24470,14845,10517,30334,30437,28325
"2351_02456",18726,23524,33773,29504,29898,19842,12450,33532,35259,34452
"2351_02457",23724,25828,31239,28091,29514,20902,14222,33362,33973,33572
"2351_02458",84088,95727,104018,94721,100975,71265,47600,119774,123652,126478
"2351_02459",722919,1270208,2169830,2241429,2723098,982575,605031,2797678,2974274,2871263
"2351_02460",372039,532325,817339,853662,968666,423872,255064,1060544,1132255,1014048
"2351_02461",11638,22773,35423,44243,47282,14501,10271,39592,42055,42121
"2351_02462",5027,10760,17725,22539,23587,7310,4883,19679,21175,20544
"2351_02463",1777,3246,5431,6248,6462,2695,2034,6123,6594,5755
"2351_02464",1724,2318,3608,3963,3775,2524,2040,4120,4422,4112
"2351_02465",1011,1031,1126,852,955,1061,913,738,523,538
"2351_02466",6727,6240,8819,7008,7013,9532,7664,8725,8344,7357
"2351_02467",3768,3975,5683,4325,3946,5588,5305,6044,5578,4562
"2351_02468",91,68,86,73,71,118,78,110,88,88
"2351_02469",5044,2419,3345,2119,1959,5410,3073,4172,3411,2822
"2351_02470",710,432,492,442,430,564,450,1443,780,664
"2351_02471",1127,1008,1240,1160,1081,1441,1253,1552,1317,1119
"2351_02472",3232,3659,4246,3890,3808,4108,3397,4342,3780,3553
"2351_02473",2540,2201,2438,2096,2043,2493,2048,1899,1589,1512
"2351_02474",507,518,656,572,535,583,528,476,440,397
"2351_02475",41,50,37,43,32,54,34,35,39,51
"2351_02476",1749,1600,2070,1680,1620,2335,2027,2497,2358,1930
"2351_02477",19836,14383,14618,10446,10815,19250,14921,14425,14535,13815
"2351_02478",1771,1256,1376,957,1067,1438,974,1219,1076,1094
"2351_02479",2979,3513,4916,4314,4040,4915,4262,2933,3166,2752
"2351_02480",5956,5109,5642,4432,4340,6348,4667,5016,4932,4863
"2351_02481",8545,7804,9245,7137,6492,11778,9035,12309,12278,10359
"2351_02482",1095,1030,1285,898,773,1372,1231,1306,1215,961
"2351_02483",1372,1023,1188,1025,945,1547,1294,1405,1210,1044
"2351_02484",1012,769,986,734,655,1348,1079,1095,1008,788
"2351_02485",898,764,870,754,658,1205,1001,1007,959,760
"2351_02486",720,780,921,854,751,915,899,906,722,634
"2351_02487",1650,1200,1135,1073,1226,1638,1081,1862,1532,1326
"2351_02488",1617,1356,1365,1207,1352,1465,1274,2081,1823,1610
"2351_02489",831,612,610,729,923,971,745,1292,956,754
"2351_02490",1148,736,599,735,963,1071,882,1453,1017,777
"2351_02491",855,639,525,714,827,990,847,1287,1013,751
"2351_02492",1216,874,799,1134,1424,1506,1286,2155,1607,1320
"2351_02493",1872,1573,1557,2126,2470,2512,2381,3891,3231,2276
"2351_02494",497,412,513,601,716,769,684,1211,945,678
"2351_02495",947,808,811,1092,1333,1270,1178,1998,1640,1273
"2351_02496",381,310,330,437,454,479,472,734,629,446
"2351_02497",528,483,505,587,661,713,685,995,830,676
"2351_02498",312,306,327,396,525,433,437,677,471,430
"2351_02499",2742,2772,2562,2909,3353,3445,3001,4625,3799,3213
"2351_02500",3983,3157,2852,2925,3145,3631,3056,4298,3600,3211
"2351_02501",16757,17827,20959,18442,18455,24017,20745,23101,19047,17142
"2351_02502",3540,3386,3916,3320,3257,4380,3408,3550,2869,2616
"2351_02503",6377,5061,6529,4870,4719,7498,5392,7284,6645,5988
"2351_02504",51762,59112,67741,62702,64107,64319,60282,56950,46910,44163
"2351_02505",10843,13589,14590,14642,14373,13793,12767,13788,11500,10420
"2351_02506",7058,8378,10131,9756,9781,9933,8431,9326,8712,8171
"2351_02507",5591,6573,8487,7943,7566,8724,7295,8885,8040,6995
"2351_02508",6990,7918,9635,9514,8934,10563,9031,10710,9565,7753
"2351_02509",36676,40048,51274,49007,48506,48932,42566,46181,39762,36065
"2351_02510",54825,36185,43034,37211,37654,57677,37254,45477,36738,34464
"2351_02511",26092,28123,33650,28475,28049,36218,34249,33497,27993,23812
"2351_02512",1088,1121,1576,1307,1193,1537,1231,1591,1524,1340
"2351_02513",731,776,1047,856,848,1075,966,994,946,859
"2351_02514",729,820,1087,879,879,1069,916,1125,1137,966
"2351_02515",784,891,1234,1048,974,1242,1165,1357,1314,1088
"2351_02516",8656,6134,6995,4510,4330,8648,6638,8510,7382,6858
"2351_02517",7851,6774,8142,5370,5629,7503,7788,8482,6353,5342
"2351_02518",5938,4341,5935,4470,4500,5677,4861,8493,6404,5814
"2351_02519",2081,1490,1851,1277,1164,2430,1713,1858,1644,1302
"2351_02520",1911,1720,2360,1767,1638,2627,2267,2423,2219,1852
"2351_02521",2589,2082,2781,2071,1997,2900,2524,3211,2939,2504
"2351_02522",694,686,902,780,741,1005,803,946,914,805
"2351_02523",1297,1168,1465,1211,1217,1698,1397,1737,1503,1407
"2351_02524",3914,2851,3319,2520,2452,4650,3146,3966,3514,3022
"2351_02525",1514,276,323,279,255,2151,1862,1926,1592,1449
"2351_02526",653,350,632,472,432,665,470,748,561,535
"2351_02527",1448,768,922,697,782,1242,897,1603,1056,945
"2351_02528",403,552,576,267,286,688,399,811,1363,1383
"2351_02529",3367,2998,3491,3091,3023,4150,3595,4004,2943,2718
"2351_02530",2908,3160,4289,3826,3321,4425,3631,4887,5896,5075
"2351_02531",60,56,56,40,38,73,47,58,56,57
"2351_02532",1422,1622,2214,1935,1762,2015,1842,2062,2102,1889
"2351_02533",423,645,900,842,699,861,707,958,983,781
"2351_02534",3246,2882,3895,3298,2969,3942,3310,3906,3582,3216
"2351_02535",2029,1994,2783,2603,2403,2958,2589,3107,3012,2587
"2351_02536",988,996,1428,1364,1206,1641,1374,1629,1509,1262
"2351_02537",211,260,287,227,226,315,250,191,167,123
"2351_02538",262,320,391,356,391,407,397,258,217,217
"2351_02539",14957,11013,14609,11282,10937,16557,13221,13462,11378,9746
"2351_02540",4032,3983,5280,4441,4380,5348,4341,4376,3915,3553
"2351_02541",2944,1947,1960,1483,1634,2656,1865,1995,1667,1671
"2351_02542",212,146,124,116,93,204,120,132,139,106
"2351_02543",560,430,476,412,379,618,459,427,419,428
"2351_02544",36,13,21,10,19,23,11,10,12,14
"2351_02545",37,18,28,32,13,37,24,37,16,20
"2351_02546",306,122,133,136,96,171,130,170,110,142
"2351_02547",161,122,108,80,97,157,104,120,114,86
"2351_02548",96,41,48,38,42,79,50,68,58,42
"2351_02549",8715,8523,8434,7488,7898,9196,7184,7857,6499,6595
"2351_02550",19,14,18,10,25,22,23,24,32,25
"2351_02551",34,35,37,38,31,36,27,46,53,42
"2351_02552",43,38,52,42,66,79,45,81,78,46
"2351_02553",80,59,78,57,62,88,68,57,43,56
"2351_02554",32,14,29,17,19,31,29,20,23,16
"2351_02555",5,5,1,0,3,1,1,3,9,3
"2351_02556",6,4,1,3,3,12,5,7,6,10
"2351_02557",1215,939,1108,1148,1114,969,644,1432,1282,1319
"2351_02558",177452,104998,129859,86570,89335,137649,127431,164098,130721,120499
"2351_02559",22,4,19,10,9,23,11,15,13,8
"2351_02560",15,6,13,6,11,17,14,31,20,15
"2351_02561",182,117,159,125,135,179,160,168,162,162
"2351_02562",255,221,268,243,275,272,226,179,155,157
"2351_02563",579,480,603,460,453,611,536,571,582,558
"2351_02564",187,86,78,56,52,113,80,74,53,46
"2351_02565",72,52,49,49,39,60,40,80,39,23
"2351_02566",8,5,6,3,8,4,5,4,5,4
"2351_02567",21,15,25,17,12,24,20,32,17,16
"2351_02568",17,11,19,7,10,18,13,17,7,12
"2351_02569",4,10,14,11,10,15,12,27,19,15
"2351_02570",7,6,8,11,5,13,6,15,9,10
"2351_02571",11,17,17,18,29,25,30,31,32,29
"2351_02573",7,3,4,6,2,10,3,11,9,5
"2351_02574",4,6,0,9,6,1,5,7,7,4
"2351_02575",68,49,50,38,50,52,55,70,56,54
"2351_02576",80,54,54,42,50,71,63,67,66,52
"2351_02577",79,67,98,87,60,91,69,112,117,86
"2351_02578",4,5,4,4,4,4,2,8,9,5
"2351_02579",375,403,516,409,347,491,485,558,505,379
"2351_02580",1876,2074,2659,2469,2300,2611,2458,2615,2095,1811
"2351_02581",8385,7175,8654,6881,6584,10122,8520,9711,8064,6988
"2351_02582",796,635,873,743,770,974,791,861,721,701
"2351_02583",616,576,930,774,692,807,803,847,831,740
"2351_02584",668,527,726,638,566,808,674,762,763,650
"2351_02585",416,306,429,301,351,465,329,417,390,363
"2351_02586",41740,37218,39814,27635,26828,45724,38740,42202,37406,32239
"2351_02587",1140,1150,1243,1043,1060,1421,1064,1192,1157,1079
"2351_02588",1580,1406,2240,1416,1236,2264,1990,2126,2127,1794
"2351_02589",800,719,1186,870,662,1126,1049,1155,1172,906
"2351_02590",1392,1265,1779,1270,1096,1900,1629,1624,1510,1170
"2351_02591",374,228,260,211,221,356,297,355,322,265
"2351_02592",1003,840,1051,947,906,1199,940,1144,1045,934
"2351_02593",758,585,585,450,392,775,638,719,642,553
"2351_02594",35851,30470,34416,26886,26307,39129,32611,33147,27891,23561
"2351_02595",1708,2057,2042,2524,2397,1858,1507,2381,1944,1634
"2351_02596",812,836,958,775,859,966,913,718,688,552
"2351_02597",153,88,103,70,53,125,78,98,90,100
"2351_02598",15,9,11,7,5,10,12,10,5,16
"2351_02599",25661,30829,43785,36134,33423,48143,36809,48023,91142,80169
"2351_02600",3086,3393,4522,4550,4030,4969,4173,5175,7609,6581
"2351_02601",3870,2620,4667,3019,2491,4033,3563,5347,3618,3249
"2351_02602",4600,6068,8556,6250,5387,8939,6792,5517,8959,7165
"2351_02603",1597,2264,2975,1948,1834,2942,2425,1522,2247,1945
"2351_02604",49,54,45,33,35,60,47,32,36,37
"2351_02605",6,3,1,5,1,9,2,1,5,3
"2351_02606",56,35,27,12,22,46,32,40,23,31
"2351_02607",63,63,47,45,48,69,60,37,50,43
"2351_02608",59016,50930,49522,44560,45756,59628,41568,49523,42637,44967
"2351_02609",4059,3546,4628,4122,3791,5192,4252,5692,4858,4259
"2351_02610",8028,9008,12739,11841,10044,12905,12211,16076,14803,12659
"2351_02611",665,714,870,861,703,815,958,922,942,762
"2351_02612",859,1122,1454,1500,1269,1431,1393,1675,1686,1383
"2351_02613",1860,2123,2939,2784,2494,3090,2921,3465,3096,2657
"2351_02614",2675,429,417,481,487,692,604,2679,511,393
"2351_02615",2373,1848,2479,1639,1629,2798,2402,2579,2275,1999
"2351_02616",2792,4193,5944,6101,5271,5570,4949,3602,4349,4317
"2351_02617",3706,5206,6845,7440,5866,7071,6186,4223,4614,4536
"2351_02618",7,4,7,2,4,10,5,1,2,2
"2351_02619",995,1031,1004,887,845,1539,1091,343,448,467
"2351_02620",51,42,41,42,27,67,47,30,35,28
"2351_02621",26,19,32,20,19,46,32,22,31,15
"2351_02622",155,240,267,262,232,289,247,152,229,190
"2351_02623",122,138,177,149,157,227,178,196,186,150
"2351_02624",86,103,89,93,93,131,78,110,94,79
"2351_02625",527,487,469,351,333,516,466,379,306,291
"2351_02626",30,23,31,14,19,42,21,25,28,26
"2351_02627",79,49,36,31,28,71,63,53,33,23
"2351_02628",50,40,28,28,17,40,27,38,14,19
"2351_02629",14,9,17,21,15,30,28,23,20,20
"2351_02630",9,1,4,5,2,6,10,6,3,2
"2351_02631",37,20,29,19,17,25,21,30,27,24
"2351_02632",416,280,354,217,185,415,309,386,374,324
"2351_02633",996,690,1102,640,479,1122,1016,1081,1006,758
"2351_02634",3723,2581,2983,2419,2356,3641,2734,2813,2291,1949
"2351_02635",829,959,1353,1178,1117,1267,1192,1738,1710,1430
"2351_02636",1333,1397,2066,1758,1713,2352,1629,2800,2493,2245
"2351_02637",2994,3389,4433,3753,3411,4569,3897,5079,4913,4252
"2351_02638",1894,2307,3357,3094,2783,3290,2986,3607,3306,2788
"2351_02639",9367,9211,12805,10139,9285,13264,11841,13420,11636,10280
"2351_02640",17593,18806,25594,21430,20669,27451,22729,28320,27340,24171
"2351_02641",647,581,740,573,613,777,627,766,678,585
"2351_02642",587,624,735,610,557,865,680,862,804,684
"2351_02643",2279,2489,2941,2501,2379,3294,2838,3481,3092,2556
"2351_02644",764,784,974,806,722,1212,864,1255,1627,1556
"2351_02645",33,23,28,10,13,57,24,45,36,18
"2351_02646",147,90,97,73,58,159,127,144,118,75
"2351_02647",85,29,50,33,21,46,39,72,52,34
"2351_02648",353,220,256,223,185,386,272,356,317,252
"2351_02649",587,494,699,558,536,809,641,899,785,760
"2351_02650",108,87,132,122,97,138,107,141,135,96
"2351_02651",205,192,192,197,167,235,203,207,204,151
"2351_02652",433,309,317,324,286,455,369,415,355,271
"2351_02653",335,248,326,280,233,411,305,402,399,341
"2351_02654",155,108,104,111,76,124,82,296,168,185
"2351_02655",832,609,801,655,665,1005,652,786,740,602
"2351_02656",662,401,484,305,278,640,502,552,415,404
"2351_02657",334,235,301,239,193,447,322,426,334,287
"2351_02658",215,156,236,174,134,244,235,345,274,209
"2351_02659",597,316,504,309,290,720,500,576,394,341
"2351_02660",1238,791,731,508,526,843,703,632,415,483
"2351_02661",482,476,726,528,479,672,572,637,590,502
"2351_02662",188,168,223,176,188,267,221,220,189,176
"2351_02663",4511,4229,5204,4433,4322,5599,5228,4923,4185,3543
"2351_02664",3181,2583,3301,3112,2896,3572,2639,3986,3480,3372
"2351_02665",3339,3042,3986,3863,3381,4234,3565,4979,4464,4072
"2351_02666",1228,724,997,940,946,1450,819,1293,1031,966
"2351_02667",13585,5287,6281,5586,5389,9427,5088,8424,6413,6574
"2351_02668",2265,2394,3688,3591,2923,3401,2846,4484,4246,3619
"2351_02669",1866,1751,2645,2655,2249,2698,2358,3349,3183,2713
"2351_02670",1486,1628,2380,2271,1843,1994,1907,2612,2436,2137
"2351_02671",2027,1816,2511,2323,1994,2550,2174,2771,2520,2209
"2351_02672",2858,2576,3287,3033,2734,3398,2848,3220,2990,2618
"2351_02673",1664,1407,1952,1833,1602,2066,1699,2164,1879,1728
"2351_02674",2213,2244,3249,3100,2808,3105,2763,3730,3373,3058
"2351_02675",2675,2304,3149,2738,2577,3416,2647,3490,3226,2748
"2351_02676",2103,1744,2393,2086,1922,2711,1900,2670,2334,1979
"2351_02677",7360,5722,7514,6531,6289,9069,6681,8228,7336,6157
"2351_02678",13292,12186,16501,14171,13644,17789,15507,18436,16088,13629
"2351_02679",38710,38563,44429,36932,34515,47595,43181,60492,50038,44254
"2351_02680",4679,4665,5673,4986,5067,6243,5073,5645,4895,4459
"2351_02681",15084,17385,21370,18007,18276,21250,18739,18844,17203,15416
"2351_02682",358,362,453,459,450,575,426,446,400,389
"2351_02683",357,269,324,293,260,451,386,419,356,329
"2351_02684",973,877,889,844,669,1194,1078,1307,1117,919
"2351_02685",2623,1738,2064,1533,1562,2469,2012,2323,1908,1652
"2351_02686",4548,3683,4620,3664,3450,5240,4355,3339,2934,2510
"2351_02687",101,77,103,65,75,127,89,116,95,80
"2351_02688",58,48,63,40,34,63,46,69,57,48
"2351_02689",43,22,32,24,15,51,35,25,25,25
"2351_02690",9440,8849,9140,7533,8021,9858,7367,7339,6892,7802
"2351_02691",531,404,499,393,366,559,437,517,504,442
"2351_02692",17,10,17,27,16,30,19,20,15,20
"2351_02693",13,18,14,17,8,20,21,7,8,11
"2351_02694",682,445,466,383,375,487,380,320,261,263
"2351_02695",393,454,573,528,556,543,495,396,376,319
"2351_02696",6727,7864,9270,9287,9712,9441,8089,8244,6411,6168
"2351_02697",12758,17531,21038,20183,20805,19935,18975,17181,14317,13153
"2351_02698",1769,2001,2717,2267,2097,2716,2312,2739,2508,2277
"2351_02699",877,1074,1298,1190,1108,1299,1323,1436,1388,1133
"2351_02700",168,210,279,256,199,259,268,276,253,245
"2351_02701",16837,18603,23041,21396,20654,23816,23407,24158,19565,17686
"2351_02702",9953,12186,15567,14438,13988,16012,15474,16333,13481,12328
"2351_02703",1394,1124,1541,1174,1023,1763,1544,1925,1899,1415
"2351_02704",3993,3607,4308,3075,2932,4992,4152,4234,3922,3473
"2351_02705",7278,8342,10230,8447,8047,10569,9890,9742,8626,7497
"2351_02706",1422,2173,2701,2332,2150,2465,2513,2407,2276,2028
"2351_02707",1624,1421,1800,1421,1309,2009,1457,1944,1812,1582
"2351_02708",1384,1474,2041,1706,1537,2243,1657,2247,2091,1693
"2351_02709",2298,2451,3567,3142,2767,3643,2866,3958,3945,3411
"2351_02710",4469,3954,4598,3770,3559,5154,4057,4849,4323,3915
"2351_02711",5261,4270,5939,4454,3950,7046,5552,7904,7982,6687
"2351_02712",572,459,600,505,487,750,610,897,780,656
"2351_02713",65,52,56,47,34,81,73,80,92,76
"2351_02714",81,106,96,90,77,117,112,155,164,136
"2351_02715",206,152,218,160,118,218,176,278,261,216
"2351_02716",6276,3394,3110,1755,1765,4882,3233,4150,3584,3422
"2351_02717",32917,291,299,202,214,420,221,41973,497,505
"2351_02718",6644,6153,6574,6266,6392,7520,6286,6708,5875,5311
"2351_02719",65604,61988,75162,63753,62536,76061,67216,101089,85276,74191
"2351_02720",2078,2123,2791,2277,2262,3031,2477,2876,2554,2269
"2351_02721",3833,2965,3647,2453,2213,4387,3613,4193,3739,2966
"2351_02722",4453,2961,3660,2827,2583,4934,3347,4297,3597,3384
"2351_02723",1477,1640,2193,1849,1755,2249,1807,2410,2287,1997
"2351_02724",54195,69069,81464,77236,78371,75742,65609,65077,57667,53888
"2351_02725",31733,42926,46792,44896,44386,41591,41061,37594,33571,31439
"2351_02726",12103,12627,14637,12003,11720,15992,14709,17071,14948,12996
"2351_02727",3665,3482,4135,3249,3079,4505,4373,5046,4342,3556
"2351_02728",230,119,155,132,113,204,133,153,109,90
"2351_02729",1330,1453,1833,1562,1491,2025,1610,1680,1564,1434
"2351_02730",732,668,825,801,663,936,765,901,757,625
"2351_02731",499,356,584,412,340,600,529,773,646,498
"2351_02732",262,218,314,197,174,300,279,367,331,268
"2351_02733",427,306,491,355,258,580,417,758,709,522
"2351_02734",1084,756,861,647,513,1093,745,962,921,801
"2351_02735",320,266,262,196,220,308,250,280,257,223
"2351_02736",303,303,405,303,315,455,415,428,418,406
"2351_02737",531,585,822,683,538,865,739,917,972,814
"2351_02738",196,138,159,146,140,200,166,195,212,171
"2351_02739",4690,5079,6637,5504,5311,6251,4847,7633,6632,6099
"2351_02740",1544,1082,1431,1237,1176,1499,1286,1647,1434,1229
"2351_02741",925,862,1126,944,1045,1061,970,1188,1053,928
"2351_02742",21018,20900,24515,18534,17982,30585,23572,28963,27085,23730
"2351_02743",319,379,448,397,371,525,420,538,461,407
"2351_02744",4357,4632,5480,4380,4259,6255,5095,6009,5700,4755
"2351_02745",4197,4138,5267,4307,4094,6014,4904,5934,5574,4681
"2351_02746",19115,11014,11842,7757,7657,17246,11930,15301,12896,10943
"2351_02747",21017,14445,17175,12314,11848,23385,16460,20964,18124,15022
"2351_02748",1780,2085,2813,2484,2167,3096,2817,3375,3204,2783
"2351_02749",3854,3772,4836,3810,3762,5676,4466,5762,5401,4750
"2351_02750",4675,4076,5008,3721,3850,5796,4309,5659,5315,4794
"2351_02751",2585,2356,2859,2169,2126,3078,2552,3211,3058,2605
"2351_02752",1483,1161,1480,1392,1222,1831,1416,1923,1877,1589
"2351_02753",1482,1256,1490,1144,1128,1585,1353,1576,1617,1289
"2351_02754",1700,1691,2240,2110,1960,2500,2172,2694,2471,2153
"2351_02755",805,805,1398,1218,1054,1250,1007,1566,1564,1249
"2351_02756",1079,1030,1437,1253,1158,1519,1284,1724,1561,1346
"2351_02757",3276,2820,4167,3068,2794,4366,3642,4535,4256,3548
"2351_02758",1248,1052,1319,1058,938,1405,1215,1508,1310,1136
"2351_02759",2307,1997,2745,2362,2419,3284,2391,2664,2330,2053
"2351_02760",4191,5089,6841,5745,5456,6913,6139,6269,5530,4742
"2351_02761",144,151,157,120,133,188,146,165,130,147
"2351_02762",4886,4373,5339,4197,4017,6038,4860,5625,5036,4474
"2351_02763",60593,57543,62987,56100,55499,68706,51410,52194,44414,42284
"2351_02764",18293,16890,18422,14946,15095,18497,16652,14586,12043,11586
"2351_02765",2177,2866,3719,3554,3566,3716,3395,3926,3679,3142
"2351_02766",1874,2217,3132,3092,2896,3287,2820,3998,3903,3359
"2351_02767",533,559,630,697,548,690,623,777,842,732
"2351_02768",5301,4830,5947,4532,4587,6261,5620,5397,4239,3948
"2351_02769",9039,7463,7930,6516,6834,8049,6829,7661,6891,7171
"2351_02770",23681,24135,30933,24993,24001,30680,24274,29568,32536,29992
"2351_02771",28560,35236,47393,39464,35349,43000,40790,47632,49346,43574
"2351_02772",617,744,991,927,869,1008,880,1220,1196,1010
"2351_02773",3265,3019,4022,3728,3507,4587,4109,4684,4261,3443
"2351_02774",19058,21845,22126,17792,18589,20674,19347,15394,13269,12268
"2351_02775",51,57,42,56,41,51,63,48,31,40
"2351_02776",356,218,248,181,178,341,238,204,178,174
"2351_02777",2372,2036,2829,1818,1712,3185,2582,3049,2934,2505
"2351_02779",4566,4826,6031,5523,5462,5964,5034,5211,4832,4454
"2351_02780",10991,14229,17534,17715,17123,17816,16244,17425,16141,14353
"2351_02781",22098,27620,33975,35996,35297,35672,30980,35968,31617,28108
"2351_02782",1391,1706,2076,2239,2129,2180,1972,2348,2093,1971
"2351_02783",3239,3829,4521,4854,4721,4568,4275,4642,4184,3723
"2351_02784",68981,70104,68657,63656,64055,72829,56990,53027,46845,47415
"2351_02785",49477,60539,75883,73730,71538,79675,71567,82624,72354,65673
"2351_02786",52351,64397,78493,72371,73531,72169,61005,76432,74488,73556
"2351_02787",4253,12079,14895,17445,17588,11123,12021,14885,13964,14283
"2351_02788",1011,980,1146,1231,1180,1303,1040,771,743,615
"2351_02789",986,729,1039,654,521,1268,1007,1590,1675,1222
"2351_02790",277,307,405,270,289,417,364,584,499,401
"2351_02791",1184,987,1488,1023,998,1151,994,2079,1650,1390
"2351_02792",4445,3511,4193,3371,3344,5089,4441,4247,3789,3158
"2351_02793",2044,1708,1963,1748,1700,2583,2353,2006,1804,1378
"2351_02794",101,53,70,76,56,110,46,94,65,88
"2351_02795",242,218,326,272,239,359,297,352,378,303
"2351_02796",906,611,858,525,459,1242,893,1341,1427,1024
"2351_02797",357,296,397,254,259,516,353,656,634,543
"2351_02798",557,467,639,663,629,577,537,1146,692,645
"2351_02799",1546,1602,2243,1767,1677,2208,2028,2373,2113,1756
"2351_02800",2720,2638,3485,2835,2671,3487,2974,3237,2868,2603
"2351_02801",832,695,881,720,670,1034,854,862,817,718
"2351_02802",2968,2583,3375,2816,2540,3901,3270,4116,3794,3028
"2351_02803",927,983,1201,1067,1063,1359,1163,1418,1248,1099
"2351_02804",689,435,493,371,370,613,444,496,449,405
"2351_02805",522,510,603,486,523,597,415,478,421,456
"2351_02806",294,218,259,232,223,350,283,299,253,214
"2351_02807",71,24,51,37,35,50,47,66,61,41
"2351_02808",120,90,93,58,65,112,88,95,65,58
"2351_02809",304,164,197,114,143,273,173,195,161,142
"2351_02810",65,43,56,38,40,63,69,63,74,51
"2351_02811",16,26,36,29,21,35,29,44,49,29
"2351_02812",51,33,50,44,27,67,40,70,80,51
"2351_02813",347,219,338,270,250,341,309,229,180,163
"2351_02814",72,76,129,102,101,93,96,90,55,49
"2351_02815",420,390,516,460,464,492,411,398,321,293
"2351_02816",1468,1698,1986,2096,2093,1897,1576,2145,1807,1788
"2351_02817",498,441,733,958,734,733,507,1242,1497,1319
"2351_02818",519,529,813,1016,853,839,628,1241,1553,1277
"2351_02819",690,539,763,752,744,930,586,946,1087,991
"2351_02820",297,137,122,102,88,151,124,150,94,83
"2351_02821",85,56,80,76,57,87,65,102,74,48
"2351_02822",51,35,41,45,54,64,59,65,47,41
"2351_02823",144,85,96,82,90,153,95,125,88,101
"2351_02824",52,47,62,40,26,53,38,68,45,54
"2351_02825",150,91,126,86,84,156,118,152,146,132
"2351_02826",27,33,43,35,25,59,28,51,60,43
"2351_02827",43,44,93,55,48,80,73,91,110,78
"2351_02828",103,104,167,118,119,157,113,163,161,106
"2351_02829",112,100,108,101,95,149,123,129,96,86
"2351_02830",1138,1104,1385,967,973,1466,1215,1242,1045,945
"2351_02831",481,382,733,724,633,703,482,995,1077,1007
"2351_02832",670,564,936,1018,857,1080,707,1370,1543,1319
"2351_02833",206,157,207,252,170,307,191,282,319,286
"2351_02834",1537,1704,2258,2518,2723,1733,1231,2772,2544,2469
"2351_02835",911,721,1002,862,859,1146,835,1098,944,820
"2351_02836",584,607,883,831,704,866,784,924,875,718
"2351_02837",351,321,468,450,390,493,452,563,497,430
"2351_02838",1697,1137,1747,1521,1328,1911,1601,2329,1783,1424
"2351_02839",1352,981,1214,1143,970,1364,1292,1878,1488,1109
"2351_02840",827,643,834,738,674,965,805,1205,957,854
"2351_02841",25547,21819,36992,33297,30812,36365,27715,49965,44876,40367
"2351_02842",35832,25150,39488,33106,28304,41721,34806,50820,47777,38698
"2351_02843",452,349,351,264,271,461,281,295,243,236
"2351_02844",24,25,35,17,19,44,26,30,32,24
"2351_02845",98,54,72,54,33,94,140,103,88,62
"2351_02846",23,15,18,6,5,19,15,20,15,9
"2351_02847",317,227,302,249,198,337,229,302,271,248
"2351_02848",90,102,129,102,97,118,130,164,142,114
"2351_02849",58,59,83,52,51,69,89,75,96,71
"2351_02850",155,186,206,173,141,239,195,222,205,176
"2351_02851",67,75,100,75,62,133,96,127,108,108
"2351_02852",1636,1348,1619,1350,1353,1901,1359,1534,1250,1188
"2351_02853",162,183,183,145,128,155,139,144,113,104
"2351_02854",1986,1950,2560,2392,2108,2732,2720,3017,2536,2236
"2351_02855",10,5,9,3,4,12,1,10,8,7
"2351_02856",255,144,191,164,239,271,185,2700,2016,1808
"2351_02857",1473,1061,1329,852,805,1679,1280,1622,1441,1257
"2351_02858",1827,1099,1241,812,905,1408,1301,1658,1350,1264
"2351_02859",347,277,311,374,310,463,426,560,474,402
"2351_02860",71,92,91,88,87,129,105,110,108,83
"2351_02861",372,301,320,364,328,440,408,501,413,334
"2351_02862",90,76,82,104,87,155,91,128,112,84
"2351_02863",11,6,12,9,7,12,6,24,7,12
"2351_02864",6,6,8,3,4,9,7,15,17,15
"2351_02865",29,24,28,27,14,37,20,46,41,27
"2351_02866",17,2,14,5,9,2,7,16,17,15
