"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_01427",120,93,100,85,79,135,113,157,147,115
"2351_01428",156,111,150,169,113,198,161,209,194,144
"2351_01429",452,295,348,313,258,463,393,389,340,322
"2351_01430",3337,3211,3652,3319,3109,4162,3341,3494,2976,2844
"2351_01431",3005,2670,3437,3257,3107,3708,2898,3674,3180,2813
"2351_01432",5700,5485,7919,7717,6988,8133,6419,9314,8461,7301
"2351_01433",1074,813,899,913,880,1162,844,1071,909,771
"2351_01434",1020,920,1091,1070,999,1286,956,1148,973,885
"2351_01435",4786,2939,3465,2800,2826,5033,2913,3814,3463,3122
"2351_01436",21166,25426,32157,28677,26927,30773,25915,32295,31668,28398
"2351_01437",115168,101465,112000,87614,85191,120172,98072,112163,103654,91651
"2351_01438",110,90,99,54,66,90,74,72,54,77
"2351_01439",11,3,9,9,4,10,6,2,4,1
"2351_01440",1061,943,1155,856,916,1402,936,1313,1249,1139
"2351_01441",15,10,7,13,7,13,12,14,15,6
"2351_01442",398,269,254,167,186,279,226,215,185,160
"2351_01443",1,4,2,1,3,2,6,8,4,7
"2351_01444",4,4,5,5,5,4,3,10,4,4
"2351_01446",14,1,13,9,9,7,15,18,13,14
"2351_01447",126,120,173,99,131,175,125,190,197,217
"2351_01448",122,121,168,125,77,160,169,315,279,201
"2351_01449",355,326,493,409,222,529,403,1022,877,672
"2351_01450",139,117,212,122,88,222,140,379,391,287
"2351_01451",167,136,236,151,119,227,203,397,384,310
"2351_01452",1481,797,900,336,336,1346,1037,807,707,624
"2351_01453",205,154,182,125,100,265,173,224,177,166
"2351_01454",280,237,294,212,175,378,276,380,328,271
"2351_01455",259,177,241,143,115,278,175,284,247,231
"2351_01456",23,18,31,15,22,37,31,14,30,9
"2351_01457",168,138,143,108,120,215,175,128,91,56
"2351_01458",67,49,57,26,39,57,52,22,17,18
"2351_01459",39,33,37,48,37,27,22,35,31,52
"2351_01460",367,259,241,323,316,378,234,262,293,348
"2351_01461",37,24,36,36,35,30,24,32,22,32
"2351_01462",1155,753,924,765,723,1197,792,1007,897,781
"2351_01463",26,19,27,17,19,12,17,19,18,15
"2351_01464",2135,2065,2148,1981,2079,1863,1273,2171,2054,1860
"2351_01465",105,80,71,48,48,84,71,47,42,47
"2351_01466",2352,1600,1995,1291,1246,2370,1722,2442,2226,1742
"2351_01467",207,117,135,108,91,181,136,132,94,79
"2351_01468",363,1132,1340,2831,2868,481,407,1336,1139,859
"2351_01469",911,2171,2542,4855,4792,1237,1044,2615,2277,1776
"2351_01470",497,1136,1250,2057,2275,623,518,1172,999,762
"2351_01471",73,82,86,92,65,79,55,58,51,61
"2351_01472",391,613,825,748,596,723,690,999,947,824
"2351_01473",594,827,1064,923,744,984,949,1323,1292,1007
"2351_01474",440,436,668,588,448,694,502,781,704,575
"2351_01475",848,940,1278,1008,803,1203,1044,1284,1180,1029
"2351_01476",930,786,796,953,970,744,630,554,477,418
"2351_01477",500,463,542,462,443,607,537,468,427,367
"2351_01478",45,21,21,22,17,46,19,32,22,19
"2351_01479",304,249,246,229,181,342,263,288,295,240
"2351_01480",12,19,26,19,17,28,33,32,34,27
"2351_01481",71,44,41,46,27,72,67,74,67,64
"2351_01482",19,22,17,25,25,21,25,32,20,32
"2351_01483",17,13,16,22,13,24,18,28,23,19
"2351_01484",194,157,280,194,172,255,160,302,299,248
"2351_01485",2194,1681,2969,1597,1255,3462,2370,4923,5145,3722
"2351_01486",402,286,248,208,186,302,212,258,192,169
"2351_01487",233,154,131,103,107,174,135,140,138,79
"2351_01488",332,197,216,160,156,348,264,230,184,189
"2351_01489",105464,42002,37175,24849,25159,53941,39962,38836,26871,25809
"2351_01490",421,306,393,278,207,426,335,553,475,421
"2351_01491",3747,8367,16049,16173,12562,9765,9288,12134,13022,10977
"2351_01492",4661,8890,18177,20936,14805,10880,10026,16439,18030,14934
"2351_01493",3926,7387,14874,19951,13776,8494,7924,16103,17223,14158
"2351_01494",3448,5539,10181,16296,10267,5964,5760,13348,14120,11403
"2351_01495",375,587,952,839,686,726,694,212,231,183
"2351_01496",675,1045,1668,1463,1287,1290,1082,617,642,557
"2351_01497",86,62,90,56,61,91,83,89,75,66
"2351_01498",3,11,5,2,3,8,7,10,6,8
"2351_01499",26,15,15,19,15,24,32,34,36,37
"2351_01500",69,38,56,39,28,74,49,76,49,63
"2351_01501",345,199,226,155,177,287,192,216,169,176
"2351_01502",171,114,149,126,131,167,146,141,110,107
"2351_01503",191,152,155,209,160,196,222,260,219,167
"2351_01504",736,809,1089,948,932,1166,873,1297,1191,1013
"2351_01505",464,327,503,491,389,526,412,862,647,578
"2351_01506",21,12,20,19,8,12,6,17,21,12
"2351_01507",7,3,7,6,3,6,9,5,10,9
"2351_01508",16,12,24,6,10,22,17,17,30,23
"2351_01509",26,22,29,30,22,44,27,48,58,36
"2351_01510",25,38,60,38,23,58,48,68,85,47
"2351_01511",39,27,39,31,30,54,37,49,67,58
"2351_01512",37,22,52,29,23,37,26,43,44,45
"2351_01513",1326,1229,1390,1246,1145,1513,1239,1288,1299,1200
"2351_01514",264,205,272,208,191,319,227,292,274,235
"2351_01515",1068,925,1165,890,799,1383,1157,1342,1226,961
"2351_01516",349,263,338,277,295,451,359,360,356,241
"2351_01517",520,316,327,255,226,355,269,372,293,317
"2351_01518",66,46,62,28,34,64,60,71,40,37
"2351_01519",20,11,11,6,8,15,4,11,9,3
"2351_01520",2,7,14,5,9,13,4,12,29,12
"2351_01521",16,5,5,14,3,10,4,7,12,17
"2351_01522",20,23,21,20,10,15,14,29,22,21
"2351_01523",45,46,58,42,30,67,39,75,60,58
"2351_01524",1937,1740,2099,1910,1659,2586,2184,2591,2263,1909
"2351_01525",2013,1505,1345,935,955,1675,1328,1286,1112,1142
"2351_01526",43,19,15,25,12,28,23,24,17,20
"2351_01527",1464,1280,1656,1360,1232,1622,1421,1867,1654,1377
"2351_01528",1089,1091,1544,1226,1180,1507,1206,1564,1469,1334
"2351_01529",1321,1160,1473,1111,1135,1693,1268,1640,1474,1326
"2351_01530",178,144,165,237,188,201,172,226,199,171
"2351_01531",2515,2196,2727,2823,2567,2401,2173,2706,2109,2086
"2351_01532",5420,5782,7897,6003,6074,7841,6514,6779,6825,6120
"2351_01533",9779,6655,6802,6038,6460,8075,5248,6575,5450,5800
"2351_01534",3197,3137,4190,3767,3552,3591,3204,3440,3091,3001
"2351_01535",7896,4967,6482,4157,3892,8493,4914,10136,8706,8064
"2351_01536",3671,3504,6478,3597,2920,3023,1898,16122,8873,7655
"2351_01537",1211,920,1072,965,836,1436,1212,1590,1500,1266
"2351_01538",663,747,952,738,690,874,655,858,800,729
"2351_01539",766,783,943,846,869,1075,881,1000,1007,853
"2351_01540",6632,4273,3981,2649,2662,5516,3597,6250,5574,5580
"2351_01541",3589,4477,6399,4689,4534,4279,3229,5329,4601,4357
"2351_01542",6875,5706,5833,4749,4739,6212,5238,5173,4542,3992
"2351_01543",3004,3256,4096,3585,3728,4386,3676,4089,3670,3281
"2351_01544",430,227,342,208,179,512,302,495,437,267
"2351_01545",615,449,494,419,399,655,454,615,545,512
"2351_01546",3687,3186,3783,3348,3274,4532,3354,4534,4069,3551
"2351_01547",557,506,613,614,565,775,611,811,696,553
"2351_01548",575,316,448,340,328,699,486,754,677,556
"2351_01549",743,491,570,390,368,790,615,710,644,549
"2351_01550",2272,1839,2291,1659,1490,2495,2073,3112,2907,2502
"2351_01551",930,889,1209,1178,1019,1254,1210,1359,1295,1149
"2351_01552",258,230,380,318,247,364,271,519,470,368
"2351_01553",239,286,338,282,227,384,366,408,403,347
"2351_01554",1087,1370,1713,1747,1654,1803,1607,1695,1534,1323
"2351_01555",10227,9983,10994,10747,10877,11495,10519,10332,8715,7660
"2351_01556",20618,16291,16842,15452,15829,19273,15985,16636,14373,13250
"2351_01557",14478,17952,23061,22737,21477,21442,20834,21177,19281,16502
"2351_01558",8596,8698,10798,10028,9801,10681,9525,9887,8685,7721
"2351_01559",7436,4507,4856,2746,2583,6399,4469,5091,4543,4361
"2351_01560",14216,10057,10063,9359,10804,12469,9974,13470,10327,8867
"2351_01561",489,359,458,301,314,573,447,488,471,410
"2351_01562",1167,1031,1384,1140,1007,1561,1373,1828,1623,1276
"2351_01563",1331,1334,1818,1682,1429,1971,1792,2378,2313,1996
"2351_01564",2072,2507,2887,2744,2726,3026,2962,3091,2753,2327
"2351_01565",3014,3146,3561,3370,3413,3959,3486,3975,3417,3058
"2351_01566",739,892,1174,1138,1111,1249,1140,1223,1171,904
"2351_01567",338,388,507,469,454,490,393,453,433,370
"2351_01568",348,314,472,360,331,541,430,711,740,566
"2351_01569",963,746,938,775,653,1143,903,1336,1234,1033
"2351_01570",1788,2326,2723,3101,2784,2818,2541,3035,2970,2631
"2351_01571",1439,1749,2071,2293,2060,2156,1834,2490,2242,1939
"2351_01572",601,589,724,817,791,846,695,949,931,795
"2351_01573",2357,3530,4340,4070,3839,3852,3798,3614,3252,2840
"2351_01574",386,345,420,437,345,571,597,633,536,448
"2351_01575",792,665,763,590,531,903,765,966,878,824
"2351_01576",10736,7850,7876,6430,6322,9080,7389,7375,6204,5512
"2351_01577",977,1101,1337,1134,1100,1184,990,1170,1122,871
"2351_01578",7012,10074,15675,14163,11877,10690,12132,12583,11360,9121
"2351_01579",3382,4980,8073,7477,6180,5346,5875,6538,5891,4947
"2351_01580",4805,6952,11576,10446,8724,7688,8671,9451,8677,6871
"2351_01581",23496,36174,59070,54479,46388,39771,43565,47604,42927,34278
"2351_01582",31422,47753,65946,58148,53578,47447,46823,50174,44298,38302
"2351_01583",1117,1456,1674,1329,1418,1655,1629,1320,1133,963
"2351_01584",6040,5354,6177,5115,5130,6888,5565,5732,4342,3904
"2351_01585",63927,39682,42403,25667,25521,56505,37687,48070,41771,39717
"2351_01586",57916,62319,71119,68640,69409,72238,63553,61599,53176,48241
"2351_01587",9144,7076,8049,6411,5778,11241,8933,11039,10837,9308
"2351_01588",22449,22277,27805,19205,17962,31308,25932,31281,31776,27324
"2351_01589",13871,14724,18590,17144,16088,19702,16439,19105,24191,21328
"2351_01590",19580,13568,15847,12246,12348,16425,14182,14058,11438,10179
"2351_01591",17429,18940,24364,19922,19573,23549,20616,20470,16908,14807
"2351_01592",238,203,249,189,225,342,229,224,198,145
"2351_01593",1127,680,801,525,531,1077,661,784,651,642
"2351_01594",1674,1697,1985,1593,1556,2052,1653,1903,1713,1555
"2351_01595",259,339,377,262,278,412,314,303,234,264
"2351_01596",1323,485,475,358,392,695,375,590,399,411
"2351_01597",3283,2337,2652,1868,1888,3172,2370,2746,2419,2141
"2351_01598",165,102,146,100,114,196,145,178,217,173
"2351_01599",118,85,118,95,112,119,101,152,136,151
"2351_01600",37,33,31,29,23,54,40,52,56,50
"2351_01601",17,9,17,12,18,18,14,33,30,38
"2351_01602",62,45,65,55,33,113,67,134,124,94
"2351_01603",17,14,18,21,10,28,18,51,36,30
"2351_01604",19,8,26,17,16,38,20,43,51,37
"2351_01605",16,17,5,9,14,24,20,30,22,23
"2351_01606",68,51,83,55,54,92,69,139,122,97
"2351_01607",37,38,38,37,35,59,31,78,90,78
"2351_01608",191,159,236,208,168,254,208,428,403,351
"2351_01609",221,219,291,242,210,327,230,648,670,537
"2351_01610",982,710,807,764,710,1014,714,2136,2032,1847
"2351_01611",541,418,470,413,429,570,488,1245,1260,1077
"2351_01612",455,354,365,359,337,453,370,855,862,778
"2351_01613",11120,10326,10452,8222,8660,12036,9064,10536,10520,10573
"2351_01614",303,279,440,377,336,431,325,582,635,605
"2351_01615",227,164,208,151,140,219,144,218,202,206
"2351_01616",2298,2046,2644,2231,2146,2811,1975,2810,2658,2279
"2351_01617",70,60,106,76,84,121,68,122,111,114
"2351_01618",39,30,45,40,37,43,22,54,73,58
"2351_01619",15,15,43,17,24,31,23,48,54,46
"2351_01620",22,13,24,19,15,25,16,34,35,35
"2351_01621",9,12,12,11,5,17,13,21,17,15
"2351_01622",12,1,15,17,6,15,10,27,32,14
"2351_01623",14,16,37,30,15,34,21,53,44,50
"2351_01624",117,111,167,164,102,159,122,236,248,205
"2351_01625",80,72,118,99,74,94,94,148,154,144
"2351_01626",53,40,56,76,50,44,52,103,83,80
"2351_01627",21,14,22,24,19,21,19,30,54,34
"2351_01628",106,149,187,161,143,164,132,300,275,274
"2351_01629",92,107,148,143,101,147,90,193,243,180
"2351_01630",26,25,58,42,38,49,35,66,81,55
"2351_01631",37,27,66,67,48,58,39,89,124,71
"2351_01632",27,29,47,46,37,45,28,54,59,61
"2351_01633",16,13,35,39,18,22,23,41,38,36
"2351_01634",144,146,266,197,141,210,154,321,341,285
"2351_01635",62,80,111,114,88,98,78,115,146,129
"2351_01636",119,107,132,132,84,121,81,153,157,141
"2351_01637",166,126,194,131,98,236,163,230,249,210
"2351_01638",2624,1831,1874,1668,1510,2637,1808,1505,1364,1248
"2351_01639",1494,1361,1564,1150,1142,1588,1362,1194,1055,964
"2351_01640",2695,2881,3678,2637,2724,2957,2539,3835,2864,2559
"2351_01641",6638,5606,6975,5012,4961,6772,5500,7393,4857,4325
"2351_01642",24030,11028,11998,10403,10185,20433,12878,17597,12186,11673
"2351_01643",3003,1939,2217,1793,1747,3226,2455,2580,1786,1561
"2351_01644",1158,693,803,697,657,1095,922,1195,830,690
"2351_01645",4419,2239,2212,1703,1726,3135,2401,2652,1603,1565
"2351_01646",2114,2015,2683,2102,1849,2641,2407,2798,2629,2093
"2351_01647",2784,2106,2269,2167,1995,2687,2128,2654,2172,1714
"2351_01648",1725,1358,1504,1286,1297,1783,1417,1717,1422,1156
"2351_01649",6618,6368,7192,4567,4701,7749,6272,5042,4674,4211
"2351_01650",534,436,512,418,445,619,397,475,412,348
"2351_01651",4610,5093,6639,5523,5776,6646,5268,5870,5450,5045
"2351_01652",3143,4233,5184,4972,4577,5118,4908,4818,4428,3845
"2351_01653",2338,3022,3214,2862,2949,2976,2550,2570,2309,2351
"2351_01654",9942,9948,13254,11260,10443,14929,11479,10809,9774,8492
"2351_01655",25663,30928,39475,37297,36498,40871,34343,32488,31264,28412
"2351_01656",16828,15174,19617,18227,16788,20803,18850,17726,16275,13339
"2351_01657",25670,27348,35600,33536,31049,34205,32646,30485,28756,24231
"2351_01658",16664,18335,23010,22936,21614,22352,22390,20624,19857,16753
"2351_01659",43321,48199,60213,60173,54725,59866,60920,54205,52121,42607
"2351_01660",19152,20324,26425,27635,24083,27355,27718,25866,24321,19519
"2351_01661",22652,24210,29763,30922,26604,33131,33909,30402,28789,22912
"2351_01662",9863,7888,9018,8575,7875,11411,10957,9093,8151,6568
"2351_01663",8977,8999,10138,8191,7909,12599,10763,11259,9458,7906
"2351_01664",12432,11905,12595,11227,10689,14701,13540,14282,10925,8917
"2351_01665",412,315,345,232,235,394,329,238,171,163
"2351_01666",37,42,33,26,26,24,22,30,24,14
"2351_01667",10,13,11,14,11,9,11,9,4,10
"2351_01668",1066,727,845,568,511,1017,658,731,709,643
"2351_01669",317,246,246,163,177,334,215,201,156,152
"2351_01670",1227,597,673,456,409,1037,757,895,767,597
"2351_01671",232,158,186,114,114,239,187,239,233,187
"2351_01672",153,99,127,109,84,166,130,179,159,116
"2351_01673",869,634,840,645,589,1113,734,957,699,640
"2351_01674",983,669,901,700,627,1257,938,942,781,624
"2351_01675",146,68,74,71,56,74,66,65,43,50
"2351_01676",58,22,38,28,32,48,34,27,34,23
"2351_01677",37,28,41,22,28,38,29,24,33,27
"2351_01678",89,42,56,36,47,74,61,48,27,25
"2351_01679",63,56,71,48,58,64,69,46,37,30
"2351_01680",124,70,87,50,65,119,98,108,70,61
"2351_01681",1348,874,932,652,678,1124,742,705,553,616
"2351_01682",543,586,664,507,537,659,552,354,330,336
"2351_01683",3395,2786,3170,2821,2848,3309,2669,2165,1707,1545
"2351_01684",2969,3166,4437,3800,3476,3950,3795,1941,1562,1316
"2351_01685",2169,1838,2492,1748,1577,2857,2540,2853,2476,2047
"2351_01686",1721,1739,2222,1599,1485,2495,2023,2327,2110,1812
"2351_01687",333,439,453,378,402,472,434,472,463,393
"2351_01688",279,375,430,451,488,461,449,495,519,412
"2351_01689",36032,28706,29371,36205,39380,41429,37578,34215,31612,25641
"2351_01690",254902,190875,178342,202922,223006,270585,212649,219932,193128,163165
"2351_01691",1077,1054,1334,1112,971,1533,1381,1587,1395,1104
"2351_01692",12875,15414,20643,18085,17317,19521,19243,19532,16044,13462
"2351_01693",2558,4315,5234,5187,5031,5006,5173,4695,4083,3697
"2351_01694",10348,10412,10837,9693,9286,11409,9211,8776,7210,7040
"2351_01695",5752,6749,8262,7030,6505,8595,7499,9179,8533,7500
"2351_01696",3306,3465,3973,3300,3081,4667,4096,4321,3598,3050
"2351_01697",1024,1310,1510,1362,1311,1632,1534,1351,1310,1078
"2351_01698",8380,9355,12589,11120,10319,13127,11419,14375,13187,11174
"2351_01699",1424,773,895,605,565,1330,896,1357,1252,916
"2351_01700",1830,2276,2763,2288,2335,2662,2227,2853,2825,2449
"2351_01701",1536,851,808,708,749,1077,766,847,771,742
"2351_01702",249,212,247,178,168,311,258,275,217,168
"2351_01703",153,105,150,132,117,165,156,170,168,138
"2351_01704",24,25,52,52,26,56,42,53,55,44
"2351_01705",140,82,148,110,74,129,99,180,152,103
"2351_01706",118,118,103,79,89,124,119,139,104,87
"2351_01707",112,84,109,61,71,139,119,102,77,95
"2351_01708",253,274,341,347,283,426,325,448,423,330
"2351_01709",677,381,493,285,270,622,321,523,448,341
"2351_01710",1538,1382,1694,1359,1337,2260,1496,1527,2528,2309
"2351_01711",369,253,298,300,315,432,258,345,511,497
"2351_01712",1260,834,1040,889,830,1217,1022,1123,933,794
"2351_01713",49,42,51,39,46,62,30,68,71,38
"2351_01714",20,11,20,16,18,29,28,25,22,21
"2351_01715",141,116,123,96,99,124,100,144,95,92
"2351_01716",585,584,739,553,564,619,434,594,581,524
"2351_01717",35,30,58,30,31,40,48,50,30,36
"2351_01718",726,462,575,343,306,720,545,636,600,489
"2351_01719",255,198,223,204,163,239,196,270,199,187
"2351_01720",259,221,266,185,186,371,285,356,294,222
"2351_01721",201,205,245,169,154,227,231,231,223,218
"2351_01722",442,265,369,339,298,442,337,497,366,300
"2351_01723",739,989,1131,1040,956,1188,1077,1330,1162,1028
"2351_01724",690,611,521,571,575,649,559,669,592,670
"2351_01725",696,250,209,130,101,345,193,341,178,164
"2351_01726",1228,888,1209,978,795,1486,1151,1816,1395,1141
"2351_01727",299,182,209,158,159,287,216,284,238,220
"2351_01728",113,125,152,128,150,166,160,163,158,142
"2351_01729",109,160,150,147,131,175,168,151,104,88
"2351_01730",45,43,60,62,54,67,52,57,59,47
"2351_01731",407,248,250,231,221,375,247,452,387,340
"2351_01732",620,409,439,342,355,689,598,517,393,315
"2351_01733",237,83,124,120,96,227,231,144,137,96
"2351_01734",233,240,318,239,238,334,273,301,239,226
"2351_01735",208,232,277,226,192,337,283,323,312,300
"2351_01736",8569,6893,8186,3876,3899,5407,3410,14539,7021,7815
"2351_01737",1895,1168,1388,870,889,1661,1148,1509,1244,1067
"2351_01738",357,351,408,295,271,398,352,358,335,298
"2351_01739",160,66,77,80,76,141,91,78,64,58
"2351_01740",14,14,15,14,14,21,14,10,7,6
"2351_01741",150,96,98,57,78,63,65,58,58,49
"2351_01742",108,73,92,96,61,121,71,98,100,82
"2351_01743",391,281,320,315,251,388,363,372,363,295
"2351_01744",1326,978,1309,1018,903,1455,1221,1690,1615,1356
"2351_01745",3004,4478,5947,4775,4127,4797,4692,141,122,113
"2351_01746",1063,1040,1385,1144,1133,1510,1214,1364,1289,1113
"2351_01747",628,537,687,604,554,713,606,712,650,623
"2351_01748",992,984,1219,1253,1097,1438,1174,1539,1521,1298
"2351_01749",845,905,975,958,899,1098,1013,1119,1073,867
"2351_01750",6408,8293,10383,9228,9013,10823,9839,10671,10071,8957
"2351_01751",5327,5935,7238,5860,5521,6822,6354,6798,6410,5793
"2351_01752",8269,8174,9858,7643,7386,10822,8623,9965,9265,8599
"2351_01753",136,111,189,147,129,180,172,219,190,183
"2351_01754",397,618,643,509,514,699,653,1595,1540,1432
"2351_01755",1472,1103,1346,1572,1613,1625,1162,1302,1004,934
"2351_01756",3944,3957,5167,3995,3902,5224,4260,5191,4679,4308
"2351_01757",1618,1743,2085,2064,2029,2274,1950,2157,1951,1533
"2351_01758",487,574,879,756,685,775,666,785,746,690
"2351_01759",431,402,463,421,438,545,422,464,344,342
"2351_01760",1519,1419,1594,1376,1414,1766,1630,1684,1248,1155
"2351_01761",1715,1577,1825,1671,1597,2095,1897,1864,1544,1336
"2351_01762",2083,1892,2313,2128,1966,2703,2234,2749,2519,2041
"2351_01763",5452,6253,6318,6271,6347,5933,5159,5380,4628,4759
"2351_01764",67161,67595,67511,63292,65292,70082,55807,54316,49197,46396
"2351_01765",33897,32409,34534,30907,31101,36276,25046,26415,24426,23923
"2351_01766",487,604,776,785,740,818,693,783,923,852
"2351_01767",725,797,934,895,805,988,900,1039,999,818
"2351_01768",3204,3792,4537,4434,4016,4624,4185,4681,4116,3621
"2351_01769",10327,9875,11099,10275,10633,12379,10050,11618,10811,10209
"2351_01770",4951,5228,6360,5955,6322,7188,5555,6764,6556,5773
"2351_01771",6312,5367,5869,5410,5616,7000,5041,5888,5473,5168
"2351_01772",14202,11951,12038,10751,10751,12705,10620,10917,10359,10626
"2351_01773",17892,13741,13431,11680,12176,15243,11877,12539,11741,12216
"2351_01774",10887,8486,8185,7365,7692,9113,7111,7880,7261,7183
"2351_01775",18212,14025,13401,12129,13187,15404,11996,12645,11863,12615
"2351_01776",16081,12779,12033,10862,11175,13741,11097,12371,11470,12367
"2351_01777",12414,11840,11471,9881,10209,11148,9840,10488,9719,10263
"2351_01778",1297,1416,1851,1714,1607,2152,1803,2066,2168,1673
"2351_01779",2106,2455,3091,2835,2718,3358,3113,3858,3898,3353
"2351_01780",5673,5252,6589,5667,5330,7374,6277,8442,8075,7206
"2351_01781",5854,4842,6259,6034,5289,7780,6671,8445,7195,5633
"2351_01782",5624,4923,6206,5212,4677,7201,6637,7291,6179,4597
"2351_01783",235,199,282,242,249,245,218,269,252,230
"2351_01784",687,920,1003,892,831,1047,975,1014,952,888
"2351_01785",1259,1505,1811,1748,1623,2035,1723,2001,1908,1623
"2351_01786",4671,4591,4928,4518,4495,6209,5445,5037,4338,3653
"2351_01787",5954,5626,6907,5643,5391,7541,6763,6379,5543,4921
